Underlying,Call TSL,Put TSL,Total Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
FINNIFTY,70,100,45.41,35.56,9.85,-13.86,13.41,1,11,-13.86,15.02,1.67,-3.27,0.95,41,7,16,2
FINNIFTY,70,110,45.65,35.91,9.74,-13.88,13.41,1,12,-13.88,14.98,1.58,-4.42,0.95,43,5,16,2
FINNIFTY,70,120,45.26,35.63,9.63,-13.88,13.41,1,12,-13.88,14.96,1.56,-4.36,0.94,43,5,16,2
FINNIFTY,70,130,44.58,34.96,9.62,-13.95,13.41,1,12,-13.95,14.47,1.54,-4.36,0.93,43,5,16,2
FINNIFTY,70,140,43.94,34.55,9.38,-13.95,13.41,1,12,-13.95,14.27,1.53,-4.36,0.92,43,5,16,2
FINNIFTY,70,150,42.45,33.34,9.11,-13.92,13.41,1,12,-13.92,14.13,1.49,-4.36,0.88,43,5,16,2
FINNIFTY,70,160,41.36,32.47,8.89,-13.99,13.41,1,12,-13.99,13.87,1.51,-3.65,0.86,42,6,16,2
FINNIFTY,70,170,41.46,32.88,8.59,-13.99,13.41,1,12,-13.99,13.71,1.47,-4.37,0.86,43,5,16,2
FINNIFTY,70,180,41.45,33.01,8.44,-14.03,13.41,1,12,-14.03,13.53,1.47,-4.38,0.86,43,5,16,2
FINNIFTY,70,190,41.23,32.62,8.6,-14.03,13.41,1,12,-14.03,13.28,1.47,-4.38,0.86,43,5,16,2
FINNIFTY,70,200,40.36,31.85,8.52,-14.1,13.41,1,12,-14.1,13.05,1.45,-4.39,0.84,43,5,16,2
FINNIFTY,70,50,38.75,35.41,3.33,-14.36,13.41,3,11,-15.03,13.57,2.12,-2.07,0.81,33,15,16,2
FINNIFTY,70,60,41.69,37.0,4.7,-13.9,13.41,2,11,-14.3,13.5,1.94,-2.33,0.87,36,12,16,2
FINNIFTY,70,70,41.04,35.74,5.31,-13.84,13.41,2,11,-14.27,13.32,1.83,-2.85,0.86,38,10,16,2
FINNIFTY,70,80,45.97,36.45,9.52,-13.89,13.41,2,11,-13.89,13.22,1.77,-3.12,0.96,40,8,16,2
FINNIFTY,70,90,44.78,34.6,10.19,-13.83,13.41,1,11,-13.83,13.13,1.7,-3.59,0.93,41,7,16,2
FINNIFTY,80,100,48.95,39.3,9.65,-13.17,12.9,1,11,-13.17,17.07,1.69,-3.68,1.02,42,6,16,2
FINNIFTY,80,110,49.18,39.65,9.53,-13.18,12.9,1,12,-13.18,17.02,1.64,-4.29,1.02,43,5,16,2
FINNIFTY,80,120,48.79,39.37,9.42,-13.19,12.9,1,12,-13.19,17.0,1.63,-4.24,1.02,43,5,16,2
FINNIFTY,80,130,48.12,38.7,9.41,-13.26,12.9,1,12,-13.26,16.52,1.61,-4.24,1.0,43,5,16,2
FINNIFTY,80,140,47.47,38.3,9.18,-13.26,12.9,1,12,-13.26,16.32,1.6,-4.24,0.99,43,5,16,2
FINNIFTY,80,150,45.99,37.08,8.91,-13.23,12.9,1,12,-13.23,16.18,1.56,-4.23,0.96,43,5,16,2
FINNIFTY,80,160,44.9,36.21,8.69,-13.3,12.9,1,12,-13.3,15.92,1.58,-3.55,0.94,42,6,16,2
FINNIFTY,80,170,45.0,36.62,8.38,-13.3,12.9,1,12,-13.3,15.76,1.54,-4.25,0.94,43,5,16,2
FINNIFTY,80,180,44.99,36.76,8.23,-13.34,12.9,1,12,-13.34,15.57,1.54,-4.25,0.94,43,5,16,2
FINNIFTY,80,190,44.76,36.37,8.39,-13.34,12.9,1,12,-13.34,15.33,1.54,-4.25,0.93,43,5,16,2
FINNIFTY,80,200,43.9,35.59,8.31,-13.41,12.9,1,12,-13.41,15.1,1.52,-4.27,0.91,43,5,16,2
FINNIFTY,80,50,42.28,39.16,3.13,-13.67,13.09,2,11,-14.33,15.73,2.14,-2.17,0.88,34,14,15,3
FINNIFTY,80,60,45.23,40.74,4.49,-13.21,13.04,2,11,-13.59,15.68,1.96,-2.48,0.94,37,11,16,2
FINNIFTY,80,70,44.58,39.48,5.1,-13.15,12.9,2,11,-13.56,15.49,1.86,-3.1,0.93,39,9,15,3
FINNIFTY,80,80,49.51,40.19,9.32,-13.2,12.9,1,11,-13.2,15.39,1.8,-3.45,1.03,41,7,16,2
FINNIFTY,80,90,48.32,38.34,9.98,-13.14,12.9,1,12,-13.14,15.31,1.73,-4.02,1.01,42,6,16,2
FINNIFTY,90,100,51.49,42.29,9.2,-13.17,16.11,1,11,-13.17,18.52,1.8,-3.17,1.07,41,7,16,2
FINNIFTY,90,110,51.73,42.64,9.09,-13.18,15.83,1,12,-13.18,20.05,1.7,-4.3,1.08,43,5,16,2
FINNIFTY,90,120,51.34,42.36,8.98,-13.19,15.79,1,12,-13.19,20.04,1.69,-4.25,1.07,43,5,16,2
FINNIFTY,90,130,50.66,41.69,8.97,-13.26,15.57,1,12,-13.26,19.55,1.67,-4.24,1.06,43,5,16,2
FINNIFTY,90,140,50.02,41.29,8.73,-13.26,15.49,1,12,-13.26,19.35,1.66,-4.24,1.04,43,5,16,2
FINNIFTY,90,150,48.53,40.07,8.46,-13.23,15.35,1,12,-13.23,19.21,1.62,-4.24,1.01,43,5,16,2
FINNIFTY,90,160,47.45,39.2,8.24,-13.3,15.12,1,12,-13.3,18.95,1.64,-3.56,0.99,42,6,16,2
FINNIFTY,90,170,47.54,39.61,7.94,-13.3,15.1,1,12,-13.3,18.79,1.6,-4.25,0.99,43,5,16,2
FINNIFTY,90,180,47.53,39.75,7.79,-13.34,15.0,1,12,-13.34,18.6,1.6,-4.26,0.99,43,5,16,2
FINNIFTY,90,190,47.31,39.36,7.95,-13.34,14.92,1,12,-13.34,18.36,1.6,-4.26,0.99,43,5,16,2
FINNIFTY,90,200,46.44,38.58,7.87,-13.41,14.74,1,12,-13.41,18.13,1.58,-4.27,0.97,43,5,16,2
FINNIFTY,90,50,44.83,42.14,2.68,-13.67,16.54,2,11,-14.33,18.95,2.22,-2.19,0.93,34,14,15,3
FINNIFTY,90,60,47.77,43.73,4.05,-13.21,16.5,2,11,-13.59,18.9,2.04,-2.52,1.0,37,11,15,3
FINNIFTY,90,70,47.12,42.47,4.66,-13.15,16.31,2,11,-13.56,18.72,1.93,-3.14,0.98,39,9,15,3
FINNIFTY,90,80,52.05,43.18,8.87,-13.2,16.21,1,11,-13.2,18.61,1.86,-3.48,1.08,41,7,16,2
FINNIFTY,90,90,50.86,41.33,9.54,-13.14,16.13,1,12,-13.14,18.53,1.79,-4.06,1.06,42,6,16,2
