Underlying,Call HSL,Put HSL,Total Return,2021 Return,2022 Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
NIFTY,60,190,125.03,62.58,18.07,32.1,12.28,-2.4,42.88,2,38,-2.4,45.82,1.16,-0.67,0.98,115,12,38,4
NIFTY,60,200,125.08,62.56,18.34,32.01,12.16,-2.4,42.88,2,38,-2.4,45.82,1.16,-0.67,0.98,115,12,38,4
NIFTY,60,50,120.96,57.76,26.04,26.69,10.48,-3.31,42.88,3,19,-3.53,47.19,1.43,-1.09,0.95,103,24,33,9
NIFTY,60,60,123.77,56.1,26.16,29.85,11.67,-3.31,42.88,3,19,-3.31,46.74,1.39,-1.12,0.97,106,21,35,7
NIFTY,60,70,133.19,61.98,28.01,31.97,11.22,-3.31,42.88,2,19,-3.31,46.15,1.32,-1.01,1.05,112,15,37,5
NIFTY,60,80,134.3,61.79,27.1,34.69,10.73,-3.39,42.88,2,38,-3.39,45.98,1.29,-0.97,1.06,114,13,37,5
NIFTY,60,90,134.11,61.74,26.06,34.15,12.16,-2.4,42.88,2,38,-2.4,45.77,1.27,-0.86,1.06,114,13,37,5
NIFTY,70,100,130.85,60.95,25.08,32.5,12.31,-2.4,42.88,2,38,-2.4,45.71,1.25,-0.72,1.03,113,14,37,5
NIFTY,70,110,128.58,60.63,23.56,31.89,12.51,-2.4,42.88,2,38,-2.4,45.58,1.22,-0.69,1.01,113,14,37,5
NIFTY,70,120,127.32,60.19,22.9,32.05,12.18,-2.4,42.88,2,38,-2.4,45.35,1.21,-0.69,1.0,113,14,37,5
NIFTY,70,130,125.37,59.92,21.53,32.07,11.84,-2.4,42.88,2,38,-2.4,43.91,1.22,-0.62,0.99,111,16,36,6
NIFTY,70,140,125.25,61.02,20.63,32.13,11.46,-2.4,42.88,2,38,-2.4,43.91,1.21,-0.55,0.99,111,16,37,5
NIFTY,70,150,124.51,60.83,19.56,32.21,11.91,-2.4,42.88,2,38,-2.4,43.91,1.19,-0.57,0.98,112,15,38,4
NIFTY,70,160,124.38,61.8,18.56,32.02,11.99,-2.4,42.88,2,38,-2.4,45.48,1.16,-0.6,0.98,114,13,38,4
NIFTY,70,170,123.55,61.57,18.04,31.72,12.23,-2.4,42.88,2,38,-2.4,45.46,1.15,-0.6,0.97,114,13,38,4
NIFTY,70,180,123.24,61.81,17.87,31.54,12.02,-2.4,42.88,2,38,-2.4,45.68,1.15,-0.6,0.97,114,13,38,4
NIFTY,70,190,123.21,61.84,18.45,31.12,11.8,-2.4,42.88,2,38,-2.4,45.73,1.15,-0.6,0.97,114,13,38,4
NIFTY,70,200,123.25,61.82,18.72,31.03,11.68,-2.4,42.88,2,38,-2.4,45.73,1.15,-0.6,0.97,114,13,38,4
NIFTY,70,50,119.14,57.02,26.42,25.71,9.99,-3.31,42.88,3,19,-3.53,47.1,1.42,-1.03,0.94,102,25,32,10
NIFTY,70,60,121.95,55.36,26.54,28.87,11.19,-3.31,42.88,3,19,-3.31,46.65,1.38,-1.06,0.96,105,22,34,8
NIFTY,70,70,131.36,61.24,28.39,30.99,10.74,-3.31,42.88,2,19,-3.31,46.06,1.32,-0.93,1.03,111,16,37,5
NIFTY,70,80,132.48,61.05,27.48,33.71,10.25,-3.39,42.88,2,38,-3.39,45.89,1.28,-0.89,1.04,113,14,37,5
NIFTY,70,90,132.28,60.99,26.44,33.17,11.68,-2.4,42.88,2,38,-2.4,45.68,1.27,-0.78,1.04,113,14,37,5
NIFTY,80,100,130.63,60.4,26.38,31.89,11.96,-2.4,42.88,2,38,-2.4,45.62,1.21,-0.71,1.03,115,12,37,5
NIFTY,80,110,128.36,60.08,24.86,31.27,12.15,-2.4,42.88,2,38,-2.4,45.49,1.19,-0.67,1.01,115,12,37,5
NIFTY,80,120,127.1,59.63,24.21,31.43,11.83,-2.4,42.88,2,38,-2.4,45.26,1.18,-0.67,1.0,115,12,37,5
NIFTY,80,130,125.15,59.37,22.83,31.46,11.49,-2.4,42.88,2,38,-2.4,43.91,1.18,-0.59,0.99,113,14,36,6
NIFTY,80,140,125.02,60.47,21.93,31.52,11.11,-2.4,42.88,2,38,-2.4,43.91,1.17,-0.52,0.98,113,14,37,5
NIFTY,80,150,124.29,60.27,20.86,31.59,11.56,-2.4,42.88,2,38,-2.4,43.91,1.15,-0.54,0.98,114,13,38,4
NIFTY,80,160,124.16,61.25,19.86,31.41,11.64,-2.4,42.88,2,38,-2.4,45.39,1.12,-0.56,0.98,116,11,38,4
NIFTY,80,170,123.33,61.01,19.34,31.1,11.87,-2.4,42.88,2,38,-2.4,45.37,1.12,-0.56,0.97,116,11,38,4
NIFTY,80,180,123.02,61.25,19.17,30.93,11.67,-2.4,42.88,2,38,-2.4,45.59,1.11,-0.56,0.97,116,11,38,4
NIFTY,80,190,122.99,61.28,19.76,30.5,11.44,-2.4,42.88,2,38,-2.4,45.64,1.11,-0.56,0.97,116,11,38,4
NIFTY,80,200,123.03,61.27,20.02,30.42,11.32,-2.4,42.88,2,38,-2.4,45.64,1.11,-0.56,0.97,116,11,38,4
NIFTY,80,50,118.91,56.46,27.72,25.09,9.64,-3.31,42.88,3,19,-3.53,47.0,1.38,-1.06,0.94,104,23,33,9
NIFTY,80,60,121.73,54.8,27.84,28.25,10.83,-3.31,42.88,3,19,-3.31,46.56,1.34,-1.08,0.96,107,20,34,8
NIFTY,80,70,131.14,60.69,29.69,30.38,10.38,-3.31,42.88,2,19,-3.31,45.97,1.28,-0.95,1.03,113,14,37,5
NIFTY,80,80,132.26,60.49,28.78,33.09,9.89,-3.39,42.88,2,38,-3.39,45.8,1.24,-0.9,1.04,115,12,37,5
NIFTY,80,90,132.06,60.44,27.74,32.55,11.33,-2.4,42.88,2,38,-2.4,45.59,1.23,-0.78,1.04,115,12,37,5
NIFTY,90,100,129.54,59.66,26.88,31.61,11.38,-2.4,42.88,2,41,-2.4,45.42,1.18,-0.81,1.02,117,10,37,5
NIFTY,90,110,127.27,59.34,25.36,30.99,11.57,-2.4,42.88,2,41,-2.4,45.28,1.15,-0.77,1.0,117,10,37,5
NIFTY,90,120,126.01,58.9,24.71,31.16,11.25,-2.4,42.88,2,41,-2.4,45.06,1.14,-0.77,0.99,117,10,37,5
NIFTY,90,130,124.05,58.63,23.33,31.18,10.91,-2.4,42.88,2,41,-2.4,43.91,1.15,-0.66,0.98,115,12,36,6
NIFTY,90,140,123.93,59.74,22.43,31.24,10.53,-2.4,42.88,2,41,-2.4,43.91,1.14,-0.57,0.98,115,12,37,5
NIFTY,90,150,123.2,59.54,21.36,31.31,10.98,-2.4,42.88,2,41,-2.4,43.91,1.12,-0.6,0.97,116,11,38,4
NIFTY,90,160,123.07,60.51,20.37,31.13,11.06,-2.4,42.88,2,41,-2.4,45.19,1.09,-0.65,0.97,118,9,38,4
NIFTY,90,170,122.24,60.28,19.84,30.83,11.29,-2.4,42.88,2,41,-2.4,45.17,1.09,-0.65,0.96,118,9,38,4
NIFTY,90,180,121.93,60.52,19.67,30.65,11.09,-2.4,42.88,2,41,-2.4,45.38,1.08,-0.65,0.96,118,9,38,4
NIFTY,90,190,121.9,60.55,20.26,30.23,10.86,-2.4,42.88,2,41,-2.4,45.44,1.08,-0.65,0.96,118,9,38,4
NIFTY,90,200,121.94,60.53,20.52,30.14,10.74,-2.4,42.88,2,41,-2.4,45.44,1.08,-0.65,0.96,118,9,38,4
NIFTY,90,50,117.82,55.73,28.22,24.82,9.06,-3.31,42.88,3,19,-3.53,46.8,1.34,-1.14,0.93,106,21,33,9
NIFTY,90,60,120.64,54.07,28.34,27.97,10.25,-3.31,42.88,3,19,-3.31,46.35,1.3,-1.18,0.95,109,18,34,8
NIFTY,90,70,130.05,59.95,30.2,30.1,9.8,-3.31,42.88,2,19,-3.31,45.77,1.24,-1.08,1.02,115,12,37,5
NIFTY,90,80,131.17,59.76,29.28,32.81,9.31,-3.39,42.88,2,41,-3.39,45.6,1.21,-1.04,1.03,117,10,37,5
NIFTY,90,90,130.97,59.7,28.25,32.28,10.75,-2.4,42.88,2,41,-2.4,45.39,1.2,-0.89,1.03,117,10,37,5
