Underlying,Call TSL,Put TSL,Total Return,2021 Return,2022 Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
NIFTY,100,100,4.55,2.99,5.01,-4.94,1.48,-3.37,3.09,4,6,-5.26,3.82,0.49,-0.6,0.03,82,59,26,20
NIFTY,100,110,4.64,1.98,3.05,-0.92,0.52,-3.37,2.96,4,6,-5.26,3.69,0.46,-0.6,0.03,84,57,25,21
NIFTY,100,120,0.06,0.53,1.29,-1.37,-0.39,-3.63,2.69,4,4,-5.53,3.42,0.46,-0.6,0.0,80,61,25,21
NIFTY,100,130,-2.12,0.47,-0.07,-1.19,-1.33,-3.77,2.54,4,4,-5.67,3.26,0.43,-0.61,-0.02,81,60,25,21
NIFTY,100,140,-3.39,-0.05,-0.8,-0.64,-1.91,-4.34,2.45,3,4,-6.24,3.24,0.43,-0.65,-0.02,82,59,24,22
NIFTY,100,150,-3.95,-0.24,-1.54,-0.98,-1.2,-4.34,2.2,3,4,-6.24,3.05,0.42,-0.63,-0.03,81,60,23,23
NIFTY,100,160,-4.66,-0.42,-2.0,-1.19,-1.06,-4.2,2.06,3,4,-6.1,2.89,0.42,-0.61,-0.03,79,62,23,23
NIFTY,100,170,-4.98,-0.46,-1.99,-1.63,-0.89,-4.61,1.89,3,7,-6.51,4.08,0.42,-0.63,-0.04,80,61,23,23
NIFTY,100,180,-4.74,-0.11,-1.5,-1.81,-1.32,-4.87,1.8,3,7,-6.77,4.52,0.42,-0.64,-0.03,81,60,23,23
NIFTY,100,190,-5.07,-0.49,-1.6,-1.28,-1.71,-4.98,1.55,3,7,-6.87,4.25,0.42,-0.63,-0.04,80,61,24,22
NIFTY,100,200,-6.72,-1.12,-1.81,-1.33,-2.46,-5.45,1.44,3,7,-7.35,4.38,0.41,-0.67,-0.05,81,60,25,21
NIFTY,100,210,-6.69,-1.54,-1.52,-1.0,-2.62,-5.63,1.33,3,7,-7.53,4.33,0.41,-0.65,-0.05,80,61,25,21
NIFTY,100,220,-7.85,-2.16,-1.48,-1.03,-3.17,-5.78,1.33,3,7,-7.67,4.04,0.41,-0.65,-0.06,79,62,25,21
NIFTY,100,230,-5.96,-0.08,-1.57,-0.86,-3.45,-5.98,1.33,3,7,-7.88,4.04,0.41,-0.63,-0.04,80,61,26,20
NIFTY,100,240,-6.33,0.1,-1.84,-0.86,-3.73,-6.15,1.33,3,7,-8.04,3.89,0.41,-0.62,-0.04,79,62,26,20
NIFTY,100,250,-6.96,-0.04,-1.86,-0.83,-4.23,-6.15,1.33,3,7,-8.04,3.46,0.4,-0.62,-0.05,79,62,25,21
NIFTY,100,50,4.58,2.59,10.05,-5.61,-2.46,-4.45,4.14,8,6,-7.51,6.84,0.82,-0.86,0.03,75,66,21,25
NIFTY,100,60,-1.55,2.34,7.42,-8.98,-2.33,-4.56,3.88,7,6,-7.78,6.03,0.7,-0.89,-0.01,78,63,24,22
NIFTY,100,70,1.39,0.74,10.1,-8.01,-1.44,-3.07,3.76,6,6,-5.67,5.28,0.62,-0.84,0.01,82,59,24,22
NIFTY,100,80,1.8,0.71,6.81,-5.81,0.1,-3.13,3.52,4,6,-5.06,4.7,0.54,-0.74,0.01,83,58,25,21
NIFTY,100,90,4.7,4.06,5.56,-6.58,1.67,-3.06,3.25,5,6,-5.75,4.41,0.52,-0.61,0.03,80,61,25,21
NIFTY,110,100,0.47,2.19,4.65,-6.05,-0.31,-3.6,3.09,5,6,-5.73,3.82,0.48,-0.63,0.0,80,61,25,21
NIFTY,110,110,0.56,1.18,2.69,-2.03,-1.27,-3.6,2.96,4,6,-5.73,3.69,0.45,-0.65,0.0,84,57,24,22
NIFTY,110,120,-4.02,-0.28,0.92,-2.48,-2.18,-3.86,2.69,4,6,-6.0,3.42,0.44,-0.65,-0.03,80,61,24,22
NIFTY,110,130,-6.2,-0.34,-0.43,-2.31,-3.13,-4.0,2.54,4,6,-6.14,3.26,0.42,-0.66,-0.04,81,60,23,23
NIFTY,110,140,-7.47,-0.85,-1.16,-1.75,-3.7,-4.57,2.45,3,6,-6.71,3.24,0.41,-0.7,-0.05,82,59,21,25
NIFTY,110,150,-8.03,-1.04,-1.91,-2.09,-2.99,-4.57,2.2,3,6,-6.71,3.05,0.41,-0.68,-0.06,81,60,21,25
NIFTY,110,160,-8.74,-1.22,-2.37,-2.31,-2.85,-4.43,2.06,3,6,-6.57,2.89,0.41,-0.66,-0.06,79,62,20,26
NIFTY,110,170,-9.06,-1.27,-2.36,-2.75,-2.68,-4.84,1.89,3,7,-6.98,3.85,0.4,-0.68,-0.06,80,61,21,25
NIFTY,110,180,-8.82,-0.91,-1.86,-2.92,-3.12,-5.1,1.8,3,7,-7.24,4.29,0.4,-0.69,-0.06,81,60,21,25
NIFTY,110,190,-9.15,-1.3,-1.97,-2.39,-3.5,-5.21,1.55,3,7,-7.34,4.02,0.4,-0.68,-0.06,80,61,21,25
NIFTY,110,200,-10.8,-1.93,-2.18,-2.44,-4.25,-5.68,1.44,3,7,-7.82,4.15,0.39,-0.71,-0.08,81,60,22,24
NIFTY,110,210,-10.76,-2.34,-1.89,-2.12,-4.42,-5.86,1.33,3,7,-8.0,4.1,0.4,-0.7,-0.08,80,61,23,23
NIFTY,110,220,-11.93,-2.97,-1.85,-2.15,-4.97,-6.01,1.1,3,7,-8.14,3.81,0.4,-0.7,-0.08,79,62,23,23
NIFTY,110,230,-10.04,-0.88,-1.94,-1.97,-5.25,-6.21,1.1,3,7,-8.35,3.81,0.39,-0.68,-0.07,80,61,24,22
NIFTY,110,240,-10.41,-0.7,-2.2,-1.97,-5.53,-6.38,1.1,3,7,-8.51,3.66,0.39,-0.66,-0.07,79,62,24,22
NIFTY,110,250,-11.04,-0.84,-2.23,-1.95,-6.03,-6.38,1.1,3,7,-8.51,3.23,0.38,-0.67,-0.08,79,62,23,23
NIFTY,110,50,0.5,1.79,9.68,-6.72,-4.25,-4.69,4.14,8,6,-7.98,6.84,0.82,-0.9,0.0,74,67,21,25
NIFTY,110,60,-5.63,1.54,7.05,-10.1,-4.12,-4.8,3.88,7,6,-8.25,6.03,0.69,-0.94,-0.04,78,63,24,22
NIFTY,110,70,-2.69,-0.06,9.74,-9.13,-3.23,-3.28,3.76,6,6,-6.14,5.28,0.62,-0.88,-0.02,81,60,24,22
NIFTY,110,80,-2.27,-0.09,6.44,-6.93,-1.69,-3.34,3.52,4,6,-5.3,4.7,0.54,-0.78,-0.02,82,59,23,23
NIFTY,110,90,0.63,3.25,5.19,-7.7,-0.12,-3.29,3.25,5,6,-5.99,4.41,0.52,-0.65,0.0,79,62,24,22
NIFTY,120,100,3.81,3.63,5.96,-6.55,0.78,-2.33,3.09,4,6,-3.69,3.82,0.48,-0.56,0.03,79,62,28,18
NIFTY,120,110,3.91,2.62,4.0,-2.53,-0.18,-2.33,2.96,4,6,-3.84,3.69,0.45,-0.56,0.03,82,59,27,19
NIFTY,120,120,-0.68,1.16,2.23,-2.98,-1.09,-2.33,2.69,4,6,-4.01,3.42,0.45,-0.56,-0.0,78,63,25,21
NIFTY,120,130,-2.86,1.1,0.87,-2.8,-2.03,-2.4,2.54,4,6,-3.32,3.26,0.42,-0.58,-0.02,79,62,24,22
NIFTY,120,140,-4.13,0.59,0.15,-2.25,-2.61,-2.47,2.45,3,6,-3.78,3.24,0.42,-0.62,-0.03,80,61,24,22
NIFTY,120,150,-4.69,0.4,-0.6,-2.59,-1.9,-2.33,2.2,3,6,-3.78,3.05,0.41,-0.6,-0.03,79,62,22,24
NIFTY,120,160,-5.4,0.22,-1.06,-2.81,-1.75,-2.33,2.06,3,6,-3.64,2.89,0.41,-0.58,-0.04,77,64,22,24
NIFTY,120,170,-5.71,0.17,-1.05,-3.25,-1.59,-2.33,1.89,3,6,-4.05,2.82,0.41,-0.58,-0.04,77,64,22,24
NIFTY,120,180,-5.47,0.52,-0.56,-3.42,-2.02,-2.33,1.8,3,7,-4.31,3.98,0.4,-0.6,-0.04,79,62,23,23
NIFTY,120,190,-5.81,0.14,-0.66,-2.89,-2.4,-2.33,1.55,3,7,-4.42,3.71,0.4,-0.59,-0.04,78,63,23,23
NIFTY,120,200,-7.45,-0.49,-0.87,-2.94,-3.15,-2.56,1.44,3,7,-4.89,3.84,0.39,-0.62,-0.05,79,62,24,22
NIFTY,120,210,-7.42,-0.9,-0.58,-2.62,-3.32,-2.74,1.33,3,7,-5.07,3.79,0.4,-0.61,-0.05,78,63,24,22
NIFTY,120,220,-8.59,-1.53,-0.54,-2.65,-3.87,-2.89,1.04,3,7,-5.22,3.5,0.4,-0.61,-0.06,77,64,24,22
NIFTY,120,230,-6.7,0.56,-0.63,-2.47,-4.15,-3.09,1.04,3,7,-5.42,3.5,0.39,-0.59,-0.05,78,63,25,21
NIFTY,120,240,-7.06,0.73,-0.89,-2.47,-4.43,-3.26,1.04,3,7,-5.59,3.35,0.39,-0.58,-0.05,77,64,25,21
NIFTY,120,250,-7.7,0.6,-0.92,-2.45,-4.93,-3.26,1.04,3,7,-5.59,2.92,0.38,-0.58,-0.05,77,64,25,21
NIFTY,120,50,3.84,3.23,10.99,-7.22,-3.16,-4.88,4.14,8,5,-7.64,6.84,0.83,-0.84,0.03,73,68,23,23
NIFTY,120,60,-2.28,2.98,8.36,-10.6,-3.03,-5.0,3.88,7,5,-6.01,6.03,0.71,-0.86,-0.02,76,65,25,21
NIFTY,120,70,0.66,1.38,11.05,-9.63,-2.14,-3.59,3.76,6,5,-5.69,5.28,0.63,-0.79,0.0,79,62,23,23
NIFTY,120,80,1.07,1.35,7.75,-7.43,-0.6,-3.65,3.52,4,5,-5.19,4.7,0.55,-0.7,0.01,80,61,23,23
NIFTY,120,90,3.97,4.69,6.5,-8.2,0.97,-2.33,3.25,5,6,-5.88,4.41,0.52,-0.57,0.03,77,64,26,20
NIFTY,130,100,3.76,4.51,7.3,-6.95,-1.09,-2.58,3.09,4,6,-3.79,3.82,0.49,-0.58,0.03,80,61,28,18
NIFTY,130,110,3.86,3.5,5.34,-2.93,-2.06,-2.58,2.96,4,6,-3.94,3.69,0.46,-0.58,0.03,82,59,27,19
NIFTY,130,120,-0.72,2.05,3.58,-3.38,-2.97,-2.58,2.69,4,6,-4.12,3.42,0.45,-0.57,-0.01,78,63,25,21
NIFTY,130,130,-2.9,1.99,2.22,-3.2,-3.91,-2.7,2.54,4,6,-3.59,3.26,0.43,-0.58,-0.02,78,63,22,24
NIFTY,130,140,-4.17,1.48,1.49,-2.65,-4.49,-2.76,2.45,3,6,-4.06,3.24,0.43,-0.61,-0.03,79,62,21,25
NIFTY,130,150,-4.73,1.28,0.75,-2.99,-3.78,-2.48,2.2,3,6,-4.06,3.05,0.42,-0.6,-0.03,78,63,22,24
NIFTY,130,160,-5.45,1.1,0.29,-3.21,-3.63,-2.48,2.06,3,6,-3.92,2.89,0.42,-0.58,-0.04,76,65,23,23
NIFTY,130,170,-5.76,1.06,0.3,-3.65,-3.47,-2.48,1.89,3,6,-4.33,2.82,0.42,-0.58,-0.04,76,65,23,23
NIFTY,130,180,-5.52,1.41,0.79,-3.82,-3.9,-2.48,1.8,3,7,-4.59,3.68,0.41,-0.59,-0.04,78,63,24,22
NIFTY,130,190,-5.85,1.03,0.69,-3.29,-4.28,-2.48,1.55,3,7,-4.7,3.42,0.41,-0.58,-0.04,77,64,24,22
NIFTY,130,200,-7.5,0.4,0.48,-3.34,-5.03,-2.69,1.44,3,7,-5.17,3.54,0.4,-0.61,-0.05,78,63,25,21
NIFTY,130,210,-7.47,-0.02,0.77,-3.02,-5.2,-2.87,1.33,3,7,-5.35,3.49,0.4,-0.6,-0.05,77,64,24,22
NIFTY,130,220,-8.64,-0.64,0.81,-3.05,-5.75,-3.02,1.04,3,7,-5.5,3.21,0.4,-0.6,-0.06,76,65,24,22
NIFTY,130,230,-6.74,1.44,0.71,-2.87,-6.03,-3.22,1.04,3,7,-5.7,3.2,0.4,-0.58,-0.05,77,64,25,21
NIFTY,130,240,-7.11,1.62,0.45,-2.87,-6.31,-3.39,1.04,3,7,-5.87,3.05,0.4,-0.57,-0.05,76,65,25,21
NIFTY,130,250,-7.75,1.48,0.43,-2.84,-6.81,-3.39,1.04,3,7,-5.87,2.63,0.39,-0.58,-0.05,76,65,24,22
NIFTY,130,50,3.79,4.11,12.34,-7.62,-5.04,-5.03,4.14,8,8,-8.17,9.98,0.84,-0.87,0.03,74,67,22,24
NIFTY,130,60,-2.33,3.87,9.71,-10.99,-4.91,-5.15,3.88,7,5,-6.54,6.03,0.71,-0.89,-0.02,77,64,25,21
NIFTY,130,70,0.61,2.26,12.39,-10.02,-4.02,-3.87,3.76,6,5,-6.22,5.28,0.64,-0.81,0.0,79,62,24,22
