Underlying,Call HSL,Put HSL,Total Return,2021 Return,2022 Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
NIFTY,100,60,32.96,5.05,8.96,5.58,13.38,-3.85,2.45,4,7,-7.35,7.81,0.7,-0.69,0.19,112,65,31,11
NIFTY,100,70,30.85,3.58,7.81,7.52,11.93,-3.85,2.44,4,7,-7.35,7.46,0.67,-0.7,0.17,113,64,31,11
NIFTY,100,80,28.54,3.01,7.32,6.34,11.87,-3.85,2.44,4,9,-7.35,7.22,0.65,-0.7,0.16,113,64,31,11
NIFTY,100,90,27.34,2.27,7.5,6.86,10.71,-4.19,2.34,4,9,-7.69,6.92,0.65,-0.7,0.15,112,65,33,9
NIFTY,110,100,25.24,4.05,6.27,5.26,9.66,-4.27,2.13,6,9,-5.77,6.68,0.66,-0.67,0.14,108,69,32,10
NIFTY,110,110,22.41,3.88,6.32,4.45,7.76,-4.55,2.02,3,9,-6.05,6.29,0.65,-0.69,0.13,108,69,30,12
NIFTY,110,120,22.47,5.87,6.34,3.48,6.78,-2.94,1.9,3,9,-3.54,5.62,0.64,-0.68,0.13,108,69,30,12
NIFTY,110,130,21.47,6.05,6.05,2.8,6.57,-2.94,1.65,3,9,-3.25,5.62,0.64,-0.66,0.12,107,70,30,12
NIFTY,110,140,19.95,6.17,5.12,2.28,6.39,-2.94,1.52,3,9,-3.33,5.62,0.63,-0.67,0.11,107,70,30,12
NIFTY,110,150,19.83,5.33,4.52,4.12,5.85,-2.94,1.52,3,9,-3.51,5.62,0.63,-0.64,0.11,105,72,30,12
NIFTY,110,160,19.48,4.59,4.01,4.54,6.34,-2.94,1.52,3,9,-3.02,5.62,0.62,-0.67,0.11,107,70,30,12
NIFTY,110,170,22.47,4.12,5.42,7.32,5.62,-2.94,1.52,3,9,-3.02,5.62,0.62,-0.63,0.13,107,70,31,11
NIFTY,110,180,21.56,2.89,5.99,6.93,5.75,-2.94,1.52,3,9,-3.29,5.62,0.62,-0.63,0.12,106,71,30,12
NIFTY,110,190,23.52,3.43,6.19,8.24,5.66,-2.94,1.57,3,10,-3.35,8.76,0.62,-0.63,0.13,108,69,30,12
NIFTY,110,200,21.8,2.62,5.99,8.02,5.17,-2.94,1.8,3,10,-3.53,8.7,0.63,-0.64,0.12,107,70,29,13
NIFTY,110,50,26.65,1.48,8.52,3.09,13.56,-3.85,2.79,5,7,-5.35,7.29,0.71,-0.75,0.15,109,68,27,15
NIFTY,110,60,34.12,6.92,8.65,5.52,13.02,-3.85,2.45,4,7,-5.35,7.81,0.7,-0.66,0.19,111,66,31,11
NIFTY,110,70,32.0,5.46,7.51,7.46,11.58,-3.85,2.44,4,7,-5.35,7.46,0.67,-0.67,0.18,112,65,31,11
NIFTY,110,80,29.7,4.88,7.02,6.27,11.52,-3.85,2.44,4,9,-5.35,7.22,0.65,-0.67,0.17,112,65,31,11
NIFTY,110,90,28.5,4.15,7.2,6.8,10.36,-4.19,2.34,5,9,-7.33,6.92,0.66,-0.67,0.16,111,66,33,9
NIFTY,120,100,23.3,3.56,4.93,5.33,9.48,-4.27,2.13,6,9,-4.77,6.68,0.66,-0.7,0.13,108,69,31,11
NIFTY,120,110,20.47,3.39,4.99,4.52,7.58,-4.55,2.02,3,9,-5.05,6.29,0.65,-0.73,0.12,108,69,29,13
NIFTY,120,120,20.53,5.38,5.01,3.55,6.59,-3.12,1.9,3,9,-3.43,5.62,0.65,-0.71,0.12,108,69,28,14
NIFTY,120,130,19.54,5.56,4.71,2.87,6.39,-3.12,1.65,3,9,-3.43,5.62,0.64,-0.7,0.11,107,70,28,14
NIFTY,120,140,18.02,5.68,3.78,2.35,6.2,-3.12,1.52,3,9,-3.51,5.62,0.63,-0.71,0.1,107,70,27,15
NIFTY,120,150,17.9,4.84,3.19,4.19,5.67,-3.12,1.52,3,9,-3.69,5.62,0.63,-0.67,0.1,105,72,28,14
NIFTY,120,160,17.54,4.1,2.68,4.61,6.16,-3.12,1.52,3,9,-3.29,5.62,0.62,-0.7,0.1,107,70,28,14
NIFTY,120,170,20.54,3.63,4.08,7.39,5.44,-3.12,1.52,3,9,-3.12,5.62,0.62,-0.66,0.12,107,70,29,13
NIFTY,120,180,19.63,2.4,4.66,7.01,5.57,-3.12,1.52,3,9,-3.29,5.62,0.63,-0.66,0.11,106,71,28,14
NIFTY,120,190,21.58,2.94,4.85,8.31,5.48,-3.12,1.57,3,11,-3.35,8.93,0.63,-0.67,0.12,108,69,27,15
NIFTY,120,200,19.86,2.13,4.66,8.09,4.99,-3.12,1.8,3,11,-3.53,8.87,0.63,-0.68,0.11,107,70,27,15
NIFTY,120,50,24.72,0.99,7.19,3.16,13.38,-3.85,2.79,5,8,-4.35,7.29,0.72,-0.78,0.14,109,68,27,15
NIFTY,120,60,32.18,6.43,7.32,5.59,12.84,-3.85,2.45,4,8,-4.35,7.81,0.7,-0.69,0.18,111,66,29,13
NIFTY,120,70,30.07,4.96,6.17,7.53,11.4,-3.85,2.44,4,8,-4.35,7.46,0.67,-0.7,0.17,112,65,29,13
NIFTY,120,80,27.76,4.39,5.68,6.35,11.34,-3.85,2.44,4,9,-4.35,7.22,0.66,-0.7,0.16,112,65,30,12
NIFTY,120,90,26.56,3.66,5.86,6.87,10.17,-4.19,2.34,5,9,-6.52,6.92,0.66,-0.71,0.15,111,66,32,10
NIFTY,130,100,22.42,2.57,4.79,5.88,9.19,-4.27,2.13,6,9,-5.02,6.68,0.66,-0.71,0.13,108,69,30,12
NIFTY,130,110,19.59,2.4,4.84,5.07,7.28,-4.55,2.02,3,9,-5.31,6.29,0.65,-0.74,0.11,108,69,28,14
NIFTY,130,120,19.65,4.38,4.86,4.1,6.3,-3.41,1.9,3,9,-3.73,5.62,0.64,-0.72,0.11,108,69,27,15
NIFTY,130,130,18.65,4.57,4.56,3.42,6.1,-3.41,1.65,3,9,-3.73,5.62,0.64,-0.71,0.11,107,70,27,15
NIFTY,130,140,17.13,4.69,3.63,2.9,5.91,-3.41,1.52,3,9,-3.81,5.62,0.63,-0.72,0.1,107,70,26,16
NIFTY,130,150,17.02,3.85,3.04,4.74,5.38,-3.41,1.52,3,9,-3.99,5.62,0.63,-0.68,0.1,105,72,27,15
NIFTY,130,160,16.66,3.11,2.53,5.16,5.86,-3.41,1.52,3,9,-3.87,5.62,0.62,-0.72,0.09,107,70,27,15
NIFTY,130,170,19.66,2.64,3.94,7.94,5.14,-3.41,1.52,3,9,-3.41,5.62,0.62,-0.67,0.11,107,70,28,14
NIFTY,130,180,18.75,1.4,4.51,7.56,5.28,-3.41,1.52,3,9,-3.41,5.62,0.63,-0.67,0.11,106,71,27,15
NIFTY,130,190,20.7,1.95,4.71,8.86,5.18,-3.41,1.57,3,11,-3.41,8.93,0.62,-0.68,0.12,108,69,26,16
NIFTY,130,200,18.98,1.14,4.51,8.64,4.7,-3.41,1.8,3,11,-3.53,8.87,0.63,-0.69,0.11,107,70,26,16
NIFTY,130,50,23.83,-0.01,7.04,3.71,13.09,-3.85,2.79,5,8,-4.6,7.29,0.72,-0.8,0.13,109,68,26,16
NIFTY,130,60,31.3,5.44,7.17,6.14,12.55,-3.85,2.45,4,8,-4.6,7.81,0.7,-0.71,0.18,111,66,29,13
NIFTY,130,70,29.19,3.97,6.03,8.08,11.11,-3.85,2.44,4,8,-4.6,7.46,0.67,-0.71,0.16,112,65,30,12
NIFTY,130,80,26.88,3.4,5.54,6.9,11.04,-3.85,2.44,4,9,-4.6,7.22,0.66,-0.72,0.15,112,65,30,12
NIFTY,130,90,25.68,2.67,5.71,7.42,9.88,-4.19,2.34,5,9,-7.07,6.92,0.66,-0.72,0.15,111,66,30,12
NIFTY,140,100,21.8,1.25,4.07,5.47,11.0,-4.27,2.13,6,9,-4.27,6.68,0.66,-0.72,0.12,108,69,29,13
NIFTY,140,110,18.97,1.08,4.13,4.67,9.09,-4.55,2.02,3,9,-4.55,6.29,0.66,-0.75,0.11,108,69,28,14
NIFTY,140,120,19.02,3.07,4.14,3.7,8.11,-2.13,1.9,3,9,-3.38,5.62,0.65,-0.74,0.11,108,69,27,15
NIFTY,140,130,18.03,3.26,3.85,3.02,7.91,-2.13,1.65,3,9,-3.3,5.62,0.64,-0.72,0.1,107,70,27,15
NIFTY,140,140,16.51,3.37,2.92,2.5,7.72,-2.3,1.52,3,9,-3.9,5.62,0.63,-0.73,0.09,107,70,26,16
NIFTY,140,150,16.39,2.54,2.33,4.34,7.19,-2.6,1.52,3,9,-4.23,5.62,0.63,-0.7,0.09,105,72,27,15
NIFTY,140,160,16.04,1.79,1.81,4.75,7.67,-2.77,1.52,3,9,-4.37,5.62,0.63,-0.73,0.09,107,70,27,15
NIFTY,140,170,19.03,1.32,3.22,7.54,6.95,-2.13,1.52,3,9,-3.02,5.62,0.62,-0.68,0.11,107,70,28,14
NIFTY,140,180,18.12,0.09,3.79,7.15,7.09,-2.27,1.52,3,9,-3.29,5.62,0.63,-0.68,0.1,106,71,27,15
NIFTY,140,190,20.08,0.63,3.99,8.46,6.99,-2.13,1.57,3,11,-3.35,8.93,0.63,-0.69,0.11,108,69,26,16
NIFTY,140,200,18.36,-0.18,3.79,8.23,6.51,-2.13,1.8,3,11,-3.53,8.87,0.63,-0.7,0.1,107,70,26,16
NIFTY,140,50,23.21,-1.32,6.33,3.31,14.9,-3.85,2.79,5,7,-3.85,7.29,0.72,-0.81,0.13,109,68,25,17
NIFTY,140,60,30.68,4.13,6.45,5.74,14.36,-3.85,2.45,4,7,-3.85,7.81,0.7,-0.72,0.17,111,66,28,14
NIFTY,140,70,28.56,2.66,5.31,7.67,12.92,-3.85,2.44,4,7,-3.85,7.46,0.68,-0.73,0.16,112,65,30,12
NIFTY,140,80,26.26,2.09,4.82,6.49,12.85,-3.85,2.44,4,9,-3.85,7.22,0.66,-0.73,0.15,112,65,29,13
NIFTY,140,90,25.06,1.35,5.0,7.02,11.69,-4.19,2.34,4,9,-4.19,6.92,0.66,-0.73,0.14,111,66,30,12
NIFTY,150,100,22.1,1.3,4.18,5.77,10.85,-4.27,2.13,6,9,-4.27,6.68,0.66,-0.72,0.12,108,69,29,13
NIFTY,150,110,19.27,1.13,4.23,4.96,8.95,-4.55,2.02,3,9,-4.55,6.29,0.66,-0.75,0.11,108,69,28,14
NIFTY,150,120,19.33,3.12,4.25,3.99,7.97,-2.17,1.9,3,9,-3.38,5.62,0.65,-0.73,0.11,108,69,27,15
NIFTY,150,130,18.33,3.3,3.96,3.31,7.76,-2.17,1.65,3,9,-3.28,5.62,0.64,-0.72,0.1,107,70,27,15
NIFTY,150,140,16.81,3.42,3.03,2.79,7.57,-2.3,1.52,3,9,-3.88,5.62,0.63,-0.73,0.09,107,70,26,16
NIFTY,150,150,16.69,2.59,2.43,4.63,7.04,-2.6,1.52,3,9,-4.21,5.62,0.63,-0.69,0.09,105,72,27,15
NIFTY,150,160,16.34,1.84,1.92,5.05,7.53,-2.77,1.52,3,9,-4.35,5.62,0.63,-0.72,0.09,107,70,27,15
NIFTY,150,170,19.33,1.37,3.33,7.83,6.81,-2.17,1.52,3,9,-3.02,5.62,0.62,-0.68,0.11,107,70,27,15
NIFTY,150,180,18.43,0.14,3.9,7.44,6.94,-2.27,1.52,3,9,-3.29,5.62,0.63,-0.68,0.1,106,71,27,15
NIFTY,150,190,20.38,0.68,4.1,8.75,6.85,-2.17,1.57,3,11,-3.35,8.93,0.63,-0.69,0.12,108,69,26,16
NIFTY,150,200,18.66,-0.13,3.9,8.53,6.36,-2.17,1.8,3,11,-3.53,8.87,0.63,-0.7,0.11,107,70,26,16
NIFTY,150,50,23.51,-1.27,6.43,3.6,14.75,-3.85,2.79,5,7,-3.85,7.29,0.72,-0.81,0.13,109,68,26,16
NIFTY,150,60,30.98,4.18,6.56,6.03,14.21,-3.85,2.45,4,7,-3.85,7.81,0.7,-0.72,0.18,111,66,28,14
NIFTY,150,70,28.87,2.71,5.42,7.97,12.77,-3.85,2.44,4,7,-3.85,7.46,0.68,-0.72,0.16,112,65,30,12
NIFTY,150,80,26.56,2.14,4.93,6.78,12.71,-3.85,2.44,4,9,-3.85,7.22,0.66,-0.73,0.15,112,65,29,13
NIFTY,150,90,25.36,1.4,5.11,7.31,11.54,-4.19,2.34,4,9,-4.19,6.92,0.66,-0.73,0.14,111,66,30,12
NIFTY,160,100,22.53,1.13,3.92,5.56,11.92,-4.27,2.13,6,9,-4.27,6.68,0.67,-0.72,0.13,108,69,30,12
NIFTY,160,110,19.7,0.96,3.98,4.75,10.02,-4.55,2.02,3,9,-4.55,6.29,0.66,-0.74,0.11,108,69,28,14
NIFTY,160,120,19.76,2.95,3.99,3.78,9.03,-2.28,1.9,3,9,-3.38,5.62,0.65,-0.73,0.11,108,69,28,14
NIFTY,160,130,18.76,3.13,3.7,3.1,8.83,-2.28,1.65,3,9,-3.45,5.62,0.64,-0.71,0.11,107,70,29,13
NIFTY,160,140,17.24,3.25,2.77,2.58,8.64,-2.3,1.52,3,9,-4.05,5.62,0.63,-0.72,0.1,107,70,28,14
NIFTY,160,150,17.12,2.42,2.18,4.42,8.11,-2.6,1.52,3,9,-4.38,5.62,0.64,-0.69,0.1,105,72,28,14
NIFTY,160,160,16.77,1.67,1.66,4.84,8.6,-2.77,1.52,3,9,-4.52,5.62,0.63,-0.72,0.09,107,70,29,13
NIFTY,160,170,19.76,1.2,3.07,7.62,7.88,-2.28,1.52,3,9,-3.02,5.62,0.63,-0.68,0.11,107,70,27,15
NIFTY,160,180,18.86,-0.03,3.64,7.23,8.01,-2.28,1.52,3,9,-3.29,5.62,0.63,-0.68,0.11,106,71,29,13
NIFTY,160,190,20.81,0.51,3.84,8.54,7.92,-2.28,1.57,3,11,-3.35,9.0,0.63,-0.68,0.12,108,69,28,14
NIFTY,160,200,19.09,-0.3,3.64,8.32,7.43,-2.28,1.8,3,11,-3.53,8.94,0.63,-0.69,0.11,107,70,28,14
NIFTY,160,50,23.94,-1.44,6.18,3.39,15.82,-3.85,2.79,5,7,-3.85,7.29,0.72,-0.8,0.14,109,68,27,15
NIFTY,160,60,31.41,4.01,6.3,5.82,15.28,-3.85,2.45,4,7,-3.85,7.81,0.71,-0.71,0.18,111,66,29,13
NIFTY,160,70,29.3,2.54,5.16,7.76,13.84,-3.85,2.44,4,7,-3.85,7.46,0.68,-0.72,0.17,112,65,31,11
NIFTY,160,80,26.99,1.97,4.67,6.57,13.78,-3.85,2.44,4,9,-3.85,7.22,0.66,-0.72,0.15,112,65,30,12
NIFTY,160,90,25.79,1.23,4.85,7.1,12.61,-4.19,2.34,4,9,-4.19,6.92,0.66,-0.72,0.15,111,66,30,12
NIFTY,170,100,24.0,1.06,3.75,6.79,12.4,-4.27,2.13,6,9,-4.27,6.68,0.67,-0.7,0.14,108,69,30,12
NIFTY,170,110,21.17,0.89,3.8,5.98,10.5,-4.55,2.02,3,9,-4.55,6.29,0.66,-0.72,0.12,108,69,28,14
NIFTY,170,120,21.23,2.88,3.82,5.01,9.52,-2.25,1.9,3,9,-3.38,5.62,0.65,-0.71,0.12,108,69,28,14
NIFTY,170,130,20.24,3.06,3.53,4.33,9.32,-2.25,1.65,3,9,-3.22,5.62,0.64,-0.69,0.11,107,70,28,14
NIFTY,170,140,18.71,3.18,2.59,3.81,9.13,-2.3,1.52,3,9,-3.82,5.62,0.63,-0.7,0.11,107,70,27,15
NIFTY,170,150,18.6,2.34,2.0,5.65,8.6,-2.6,1.52,3,9,-4.15,5.62,0.64,-0.67,0.11,105,72,28,14
NIFTY,170,160,18.24,1.6,1.49,6.07,9.08,-2.77,1.52,3,9,-4.29,5.62,0.63,-0.7,0.1,107,70,28,14
NIFTY,170,170,21.24,1.13,2.9,8.85,8.36,-2.25,1.52,3,9,-3.02,5.62,0.63,-0.65,0.12,107,70,27,15
NIFTY,170,180,20.33,-0.1,3.47,8.47,8.5,-2.27,1.52,3,9,-3.29,5.62,0.63,-0.66,0.11,106,71,28,14
NIFTY,170,190,22.28,0.44,3.67,9.77,8.4,-2.25,1.57,3,11,-3.35,9.0,0.63,-0.66,0.13,108,69,27,15
NIFTY,170,200,20.56,-0.37,3.47,9.55,7.92,-2.25,1.8,3,11,-3.53,8.94,0.63,-0.67,0.12,107,70,27,15
NIFTY,170,50,25.41,-1.51,6.0,4.62,16.3,-3.85,2.79,5,7,-3.85,7.29,0.72,-0.78,0.14,109,68,28,14
NIFTY,170,60,32.88,3.93,6.13,7.05,15.77,-3.85,2.45,4,7,-3.85,7.81,0.71,-0.69,0.19,111,66,29,13
NIFTY,170,70,30.77,2.46,4.99,8.99,14.33,-3.85,2.44,4,7,-3.85,7.46,0.68,-0.7,0.17,112,65,31,11
NIFTY,170,80,28.46,1.89,4.5,7.81,14.26,-3.85,2.44,4,9,-3.85,7.22,0.66,-0.7,0.16,112,65,29,13
NIFTY,170,90,27.26,1.16,4.67,8.33,13.1,-4.19,2.34,4,9,-4.19,6.92,0.66,-0.7,0.15,111,66,30,12
NIFTY,180,100,23.67,0.53,3.69,6.92,12.53,-4.27,2.13,6,9,-4.27,6.68,0.67,-0.7,0.13,108,69,29,13
NIFTY,180,110,20.84,0.36,3.74,6.11,10.63,-4.55,2.02,3,9,-4.55,6.29,0.66,-0.73,0.12,108,69,27,15
NIFTY,180,120,20.9,2.35,3.76,5.14,9.65,-2.21,1.9,3,9,-3.38,5.62,0.65,-0.71,0.12,108,69,27,15
NIFTY,180,130,19.9,2.53,3.47,4.46,9.45,-2.21,1.65,3,9,-3.38,5.62,0.64,-0.7,0.11,107,70,28,14
NIFTY,180,140,18.38,2.65,2.54,3.94,9.26,-2.3,1.52,3,9,-3.98,5.62,0.63,-0.71,0.1,107,70,27,15
NIFTY,180,150,18.26,1.81,1.94,5.78,8.73,-2.6,1.52,3,9,-4.31,5.62,0.64,-0.67,0.1,105,72,28,14
NIFTY,180,160,17.91,1.07,1.43,6.2,9.21,-2.77,1.52,3,9,-4.45,5.62,0.63,-0.71,0.1,107,70,27,15
NIFTY,180,170,20.9,0.6,2.84,8.98,8.49,-2.21,1.52,3,9,-3.02,5.62,0.63,-0.66,0.12,107,70,27,15
NIFTY,180,180,20.0,-0.64,3.41,8.6,8.62,-2.27,1.52,3,9,-3.29,5.62,0.63,-0.66,0.11,106,71,28,14
NIFTY,180,190,21.95,-0.09,3.61,9.9,8.53,-2.21,1.57,3,11,-3.35,9.0,0.63,-0.67,0.12,108,69,27,15
NIFTY,180,200,20.23,-0.9,3.41,9.68,8.04,-2.21,1.8,3,11,-3.53,8.94,0.63,-0.68,0.11,107,70,27,15
NIFTY,180,50,25.08,-2.04,5.94,4.75,16.43,-3.85,2.79,5,7,-3.85,7.29,0.72,-0.79,0.14,109,68,28,14
NIFTY,180,60,32.55,3.4,6.07,7.18,15.9,-3.85,2.45,4,7,-3.85,7.81,0.71,-0.7,0.18,111,66,28,14
NIFTY,180,70,30.44,1.93,4.93,9.12,14.45,-3.85,2.44,4,7,-3.85,7.46,0.68,-0.7,0.17,112,65,30,12
NIFTY,180,80,28.13,1.36,4.44,7.94,14.39,-3.85,2.44,4,9,-3.85,7.22,0.66,-0.7,0.16,112,65,29,13
NIFTY,180,90,26.93,0.63,4.62,8.46,13.23,-4.19,2.34,4,9,-4.19,6.92,0.66,-0.71,0.15,111,66,29,13
NIFTY,190,100,22.89,0.4,3.1,6.85,12.53,-4.27,2.13,6,9,-4.27,6.68,0.67,-0.71,0.13,108,69,28,14
NIFTY,190,110,20.06,0.23,3.15,6.04,10.63,-4.55,2.02,3,9,-4.55,6.29,0.66,-0.74,0.11,108,69,26,16
NIFTY,190,120,20.12,2.22,3.17,5.08,9.65,-2.24,1.9,3,9,-3.61,5.62,0.65,-0.72,0.11,108,69,26,16
NIFTY,190,130,19.12,2.4,2.88,4.39,9.45,-2.24,1.65,3,9,-3.74,5.62,0.64,-0.71,0.11,107,70,26,16
NIFTY,190,140,17.6,2.52,1.95,3.87,9.26,-2.3,1.52,3,9,-4.35,5.62,0.63,-0.72,0.1,107,70,25,17
NIFTY,190,150,17.48,1.69,1.35,5.71,8.73,-2.6,1.52,3,9,-4.68,5.62,0.64,-0.68,0.1,105,72,26,16
NIFTY,190,160,17.13,0.94,0.84,6.13,9.21,-2.77,1.52,3,9,-4.82,5.62,0.63,-0.72,0.1,107,70,25,17
NIFTY,190,170,20.12,0.47,2.25,8.91,8.49,-2.24,1.52,3,9,-3.22,5.62,0.63,-0.67,0.11,107,70,25,17
NIFTY,190,180,19.21,-0.76,2.82,8.53,8.62,-2.27,1.52,3,9,-3.29,5.62,0.63,-0.67,0.11,106,71,26,16
NIFTY,190,190,21.17,-0.22,3.02,9.84,8.53,-2.24,1.57,3,11,-3.35,9.0,0.63,-0.68,0.12,108,69,25,17
NIFTY,190,200,19.45,-1.03,2.82,9.61,8.04,-2.24,1.8,3,11,-3.53,8.94,0.63,-0.69,0.11,107,70,25,17
NIFTY,190,50,24.3,-2.17,5.35,4.69,16.43,-3.85,2.79,5,7,-3.85,7.29,0.72,-0.8,0.14,109,68,27,15
NIFTY,190,60,31.77,3.28,5.48,7.11,15.9,-3.85,2.45,4,7,-3.85,7.81,0.71,-0.71,0.18,111,66,27,15
NIFTY,190,70,29.65,1.81,4.34,9.05,14.45,-3.85,2.44,4,7,-3.9,7.46,0.68,-0.71,0.17,112,65,29,13
NIFTY,190,80,27.35,1.24,3.85,7.87,14.39,-3.85,2.44,4,9,-4.06,7.22,0.66,-0.72,0.15,112,65,27,15
NIFTY,190,90,26.15,0.5,4.03,8.39,13.23,-4.19,2.34,4,9,-4.19,6.92,0.66,-0.72,0.15,111,66,28,14
NIFTY,200,100,22.68,0.27,3.12,6.76,12.53,-4.27,2.13,6,9,-4.27,6.68,0.67,-0.71,0.13,108,69,28,14
NIFTY,200,110,19.85,0.1,3.18,5.95,10.63,-4.55,2.02,3,9,-4.55,6.29,0.66,-0.74,0.11,108,69,26,16
NIFTY,200,120,19.91,2.09,3.19,4.98,9.65,-2.24,1.9,3,9,-3.63,5.62,0.65,-0.73,0.11,108,69,26,16
NIFTY,200,130,18.92,2.27,2.9,4.3,9.45,-2.24,1.65,3,9,-3.76,5.62,0.64,-0.71,0.11,107,70,27,15
NIFTY,200,140,17.39,2.39,1.97,3.78,9.26,-2.3,1.52,3,9,-4.36,5.62,0.63,-0.72,0.1,107,70,26,16
NIFTY,200,150,17.28,1.55,1.38,5.62,8.73,-2.6,1.52,3,9,-4.69,5.62,0.64,-0.69,0.1,105,72,27,15
NIFTY,200,160,16.92,0.81,0.86,6.04,9.21,-2.77,1.52,3,9,-4.83,5.62,0.63,-0.72,0.1,107,70,26,16
NIFTY,200,170,19.92,0.34,2.27,8.82,8.49,-2.24,1.52,3,9,-3.24,5.62,0.63,-0.67,0.11,107,70,26,16
NIFTY,200,180,19.01,-0.89,2.84,8.44,8.62,-2.27,1.52,3,9,-3.29,5.62,0.63,-0.67,0.11,106,71,27,15
NIFTY,200,190,20.96,-0.35,3.04,9.74,8.53,-2.24,1.57,3,11,-3.35,9.0,0.63,-0.68,0.12,108,69,26,16
NIFTY,200,200,19.24,-1.16,2.84,9.52,8.04,-2.24,1.8,3,11,-3.53,8.94,0.63,-0.69,0.11,107,70,26,16
NIFTY,200,50,24.1,-2.3,5.38,4.59,16.43,-3.85,2.79,5,7,-3.85,7.29,0.72,-0.8,0.14,109,68,27,15
NIFTY,200,60,31.56,3.14,5.5,7.02,15.9,-3.85,2.45,4,7,-3.85,7.81,0.71,-0.71,0.18,111,66,27,15
NIFTY,200,70,29.45,1.68,4.36,8.96,14.45,-3.85,2.44,4,7,-3.92,7.46,0.68,-0.72,0.17,112,65,29,13
NIFTY,200,80,27.14,1.1,3.87,7.78,14.39,-3.85,2.44,4,9,-4.08,7.22,0.66,-0.72,0.15,112,65,28,14
NIFTY,200,90,25.94,0.37,4.05,8.3,13.23,-4.19,2.34,4,9,-4.19,6.92,0.66,-0.72,0.15,111,66,28,14
NIFTY,50,100,29.74,6.97,12.39,8.14,2.24,-6.38,2.13,5,13,-6.38,6.92,0.66,-0.76,0.17,116,61,28,14
NIFTY,50,110,26.91,6.8,12.44,7.34,0.34,-6.74,2.02,3,13,-6.74,6.92,0.65,-0.8,0.15,116,61,30,12
NIFTY,50,120,26.97,8.79,12.46,6.37,-0.65,-6.96,1.9,3,17,-6.96,8.88,0.64,-0.78,0.15,116,61,31,11
NIFTY,50,130,25.97,8.97,12.16,5.69,-0.85,-7.21,1.65,3,17,-7.21,9.0,0.64,-0.77,0.15,115,62,31,11
NIFTY,50,140,24.45,9.09,11.23,5.17,-1.04,-7.41,1.52,3,17,-7.41,9.0,0.63,-0.78,0.14,115,62,31,11
NIFTY,50,150,24.33,8.25,10.64,7.0,-1.57,-7.88,1.52,3,17,-7.88,9.0,0.63,-0.76,0.14,114,63,32,10
NIFTY,50,160,23.98,7.51,10.13,7.42,-1.08,-8.34,1.52,3,17,-8.34,9.0,0.63,-0.8,0.14,116,61,31,11
NIFTY,50,170,26.98,7.04,11.54,10.2,-1.8,-8.73,1.52,3,17,-8.73,9.0,0.63,-0.75,0.15,116,61,31,11
NIFTY,50,180,26.07,5.81,12.11,9.82,-1.67,-9.02,1.52,3,17,-9.02,9.0,0.63,-0.75,0.15,115,62,30,12
NIFTY,50,190,28.02,6.35,12.31,11.13,-1.76,-9.22,1.57,3,21,-9.22,13.06,0.63,-0.76,0.16,117,60,29,13
