Underlying,Call HSL,Put HSL,Total Return,2021 Return,2022 Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
NIFTY,50,200,26.3,5.54,12.11,10.9,-2.25,-9.58,1.8,4,21,-9.58,13.06,0.63,-0.77,0.15,116,61,27,15
NIFTY,50,50,31.15,4.4,14.64,5.98,6.14,-5.02,2.44,3,8,-6.26,7.33,0.69,-0.86,0.18,118,59,27,15
NIFTY,50,60,38.62,9.84,14.77,8.4,5.6,-5.37,2.44,4,15,-6.63,8.1,0.69,-0.74,0.22,119,58,28,14
NIFTY,50,70,36.51,8.38,13.63,10.34,4.16,-5.61,2.44,4,15,-7.12,7.58,0.66,-0.75,0.21,120,57,30,12
NIFTY,50,80,34.2,7.8,13.14,9.16,4.1,-5.93,2.44,4,15,-5.93,7.68,0.65,-0.76,0.19,120,57,30,12
NIFTY,50,90,33.0,7.07,13.31,9.68,2.93,-6.13,2.34,4,17,-6.23,8.78,0.65,-0.76,0.19,119,58,29,13
NIFTY,60,100,32.06,6.24,9.94,4.56,11.33,-4.27,2.13,6,13,-6.58,6.63,0.67,-0.66,0.18,112,65,30,12
NIFTY,60,110,29.24,6.07,9.99,3.75,9.42,-4.55,2.02,4,13,-6.87,6.59,0.66,-0.69,0.17,112,65,29,13
NIFTY,60,120,29.29,8.05,10.01,2.79,8.44,-2.31,1.9,4,17,-4.35,8.34,0.65,-0.67,0.17,112,65,29,13
NIFTY,60,130,28.3,8.24,9.71,2.1,8.24,-2.31,1.65,4,17,-3.63,8.46,0.65,-0.66,0.16,111,66,30,12
NIFTY,60,140,26.78,8.36,8.78,1.58,8.05,-2.31,1.52,4,17,-3.74,8.46,0.64,-0.67,0.15,111,66,29,13
NIFTY,60,150,26.66,7.52,8.19,3.42,7.52,-2.6,1.52,4,17,-3.28,8.46,0.64,-0.63,0.15,109,68,29,13
NIFTY,60,160,26.3,6.78,7.68,3.84,8.0,-2.77,1.52,4,17,-3.31,8.46,0.63,-0.66,0.15,111,66,28,14
NIFTY,60,170,29.3,6.31,9.09,6.62,7.28,-2.31,1.52,4,17,-2.99,8.46,0.63,-0.62,0.17,111,66,28,14
NIFTY,60,180,28.39,5.07,9.66,6.24,7.42,-2.31,1.52,4,17,-3.01,8.46,0.63,-0.62,0.16,110,67,28,14
NIFTY,60,190,30.35,5.62,9.86,7.54,7.33,-2.31,1.57,4,21,-2.89,12.03,0.63,-0.62,0.17,112,65,28,14
NIFTY,60,200,28.62,4.81,9.66,7.32,6.84,-2.31,1.8,4,21,-3.07,12.04,0.64,-0.64,0.16,111,66,27,15
NIFTY,60,50,33.48,3.66,12.19,2.39,15.23,-3.85,2.79,3,8,-6.16,7.25,0.72,-0.77,0.19,114,63,26,16
NIFTY,60,60,40.94,9.11,12.32,4.82,14.69,-3.85,2.45,4,15,-6.16,7.77,0.71,-0.66,0.23,115,62,29,13
NIFTY,60,70,38.83,7.64,11.18,6.76,13.25,-3.85,2.44,4,15,-6.16,7.41,0.68,-0.66,0.22,116,61,32,10
NIFTY,60,80,36.52,7.07,10.69,5.58,13.18,-3.85,2.44,4,15,-6.16,7.32,0.66,-0.66,0.21,116,61,31,11
NIFTY,60,90,35.32,6.34,10.86,6.1,12.02,-4.19,2.34,4,17,-6.51,8.24,0.66,-0.66,0.2,115,62,30,12
NIFTY,70,100,26.65,6.07,6.95,3.15,10.48,-4.27,2.13,6,7,-6.9,6.68,0.67,-0.7,0.15,110,67,28,14
NIFTY,70,110,23.82,5.9,7.0,2.34,8.57,-4.55,2.02,4,7,-7.19,6.29,0.66,-0.73,0.13,110,67,27,15
NIFTY,70,120,23.88,7.89,7.02,1.38,7.59,-2.64,1.9,4,9,-4.67,4.04,0.65,-0.71,0.13,110,67,26,16
NIFTY,70,130,22.88,8.07,6.73,0.69,7.39,-2.64,1.65,4,9,-3.35,4.04,0.64,-0.7,0.13,109,68,26,16
NIFTY,70,140,21.36,8.19,5.79,0.17,7.2,-2.64,1.52,4,9,-3.02,4.04,0.64,-0.7,0.12,109,68,26,16
NIFTY,70,150,21.24,7.36,5.2,2.01,6.67,-2.64,1.52,4,9,-2.87,4.04,0.64,-0.67,0.12,107,70,27,15
NIFTY,70,160,20.89,6.61,4.69,2.43,7.15,-2.77,1.52,4,9,-2.98,4.04,0.63,-0.7,0.12,109,68,27,15
NIFTY,70,170,23.88,6.14,6.1,5.21,6.43,-2.64,1.52,4,9,-2.98,4.04,0.63,-0.66,0.13,109,68,27,15
NIFTY,70,180,22.97,4.91,6.67,4.83,6.57,-2.64,1.52,4,9,-3.25,4.04,0.63,-0.66,0.13,108,69,27,15
NIFTY,70,190,24.93,5.45,6.87,6.13,6.48,-2.64,1.57,4,11,-3.31,7.11,0.63,-0.66,0.14,110,67,27,15
NIFTY,70,200,23.21,4.64,6.67,5.91,5.99,-2.64,1.8,4,11,-3.49,7.12,0.63,-0.67,0.13,109,68,25,17
NIFTY,70,50,28.06,3.5,9.2,0.98,14.38,-3.85,2.79,3,8,-6.48,7.29,0.72,-0.81,0.16,112,65,26,16
NIFTY,70,60,35.53,8.94,9.33,3.41,13.84,-3.85,2.45,4,9,-6.48,7.81,0.71,-0.7,0.2,113,64,29,13
NIFTY,70,70,33.41,7.48,8.19,5.35,12.4,-3.85,2.44,4,9,-6.48,7.46,0.68,-0.7,0.19,114,63,29,13
NIFTY,70,80,31.11,6.9,7.7,4.17,12.33,-3.85,2.44,4,9,-6.48,7.22,0.66,-0.7,0.18,114,63,28,14
NIFTY,70,90,29.91,6.17,7.88,4.69,11.17,-4.19,2.34,4,9,-6.83,6.92,0.66,-0.7,0.17,113,64,29,13
NIFTY,80,100,24.13,2.95,7.61,3.64,9.92,-4.27,2.13,6,7,-7.26,6.68,0.65,-0.71,0.14,110,67,31,11
NIFTY,80,110,21.3,2.78,7.67,2.83,8.02,-4.55,2.02,3,7,-7.54,6.29,0.64,-0.74,0.12,110,67,28,14
NIFTY,80,120,21.36,4.77,7.69,1.87,7.03,-2.99,1.9,3,9,-5.03,5.26,0.63,-0.72,0.12,110,67,27,15
NIFTY,80,130,20.36,4.95,7.39,1.18,6.83,-2.99,1.65,3,9,-3.7,5.26,0.63,-0.71,0.12,109,68,28,14
NIFTY,80,140,18.84,5.07,6.46,0.66,6.64,-2.99,1.52,3,9,-3.0,5.26,0.62,-0.72,0.11,109,68,28,14
NIFTY,80,150,18.72,4.24,5.87,2.5,6.11,-2.99,1.52,3,9,-3.0,5.26,0.62,-0.68,0.11,107,70,28,14
NIFTY,80,160,18.37,3.49,5.36,2.92,6.6,-2.99,1.52,3,9,-3.06,5.26,0.61,-0.71,0.1,109,68,28,14
NIFTY,80,170,21.36,3.02,6.76,5.7,5.87,-2.99,1.52,3,9,-3.06,5.26,0.61,-0.67,0.12,109,68,29,13
NIFTY,80,180,20.46,1.79,7.34,5.32,6.01,-2.99,1.52,3,9,-3.33,5.26,0.62,-0.67,0.12,108,69,28,14
NIFTY,80,190,22.41,2.33,7.54,6.62,5.92,-2.99,1.57,3,11,-3.39,8.41,0.61,-0.67,0.13,110,67,27,15
NIFTY,80,200,20.69,1.52,7.34,6.4,5.43,-2.99,1.8,3,11,-3.57,8.34,0.62,-0.68,0.12,109,68,27,15
NIFTY,80,50,25.54,0.38,9.87,1.47,13.82,-3.85,2.79,3,8,-6.84,7.29,0.71,-0.8,0.14,111,66,28,14
NIFTY,80,60,33.01,5.83,10.0,3.9,13.28,-3.85,2.45,4,9,-6.84,7.81,0.69,-0.7,0.19,113,64,30,12
NIFTY,80,70,30.89,4.36,8.85,5.84,11.84,-3.85,2.44,4,9,-6.84,7.46,0.66,-0.71,0.17,114,63,29,13
NIFTY,80,80,28.59,3.79,8.37,4.66,11.78,-3.85,2.44,4,9,-6.84,7.22,0.65,-0.71,0.16,114,63,30,12
NIFTY,80,90,27.39,3.05,8.54,5.18,10.61,-4.19,2.34,4,9,-7.18,6.92,0.65,-0.71,0.15,113,64,31,11
NIFTY,90,100,24.0,2.87,7.29,4.64,9.2,-4.27,2.13,6,11,-7.6,6.68,0.65,-0.71,0.14,110,67,32,10
NIFTY,90,110,21.17,2.7,7.34,3.83,7.3,-4.55,2.02,3,11,-7.89,6.29,0.64,-0.73,0.12,110,67,29,13
NIFTY,90,120,21.23,4.69,7.36,2.86,6.32,-3.34,1.9,3,17,-5.37,5.93,0.63,-0.72,0.12,110,67,29,13
NIFTY,90,130,20.24,4.88,7.07,2.18,6.11,-3.34,1.65,3,17,-4.05,6.05,0.62,-0.7,0.11,109,68,29,13
NIFTY,90,140,18.71,4.99,6.13,1.66,5.92,-3.34,1.52,3,17,-3.34,6.05,0.62,-0.71,0.11,109,68,29,13
NIFTY,90,150,18.6,4.16,5.54,3.5,5.39,-3.34,1.52,3,17,-3.34,6.05,0.62,-0.68,0.11,107,70,30,12
NIFTY,90,160,18.24,3.42,5.03,3.92,5.88,-3.34,1.52,3,17,-3.34,6.05,0.61,-0.71,0.1,109,68,29,13
NIFTY,90,170,21.24,2.94,6.44,6.7,5.16,-3.34,1.52,3,17,-3.34,6.05,0.61,-0.66,0.12,109,68,30,12
NIFTY,90,180,20.33,1.71,7.01,6.32,5.29,-3.34,1.52,3,17,-3.34,6.05,0.61,-0.67,0.11,108,69,28,14
NIFTY,90,190,22.28,2.25,7.21,7.62,5.2,-3.34,1.57,3,17,-3.34,8.69,0.61,-0.67,0.13,110,67,29,13
NIFTY,90,200,20.56,1.44,7.01,7.4,4.71,-3.34,1.8,3,17,-3.52,8.63,0.61,-0.68,0.12,109,68,29,13
NIFTY,90,50,25.41,0.3,9.54,2.47,13.1,-3.85,2.79,3,12,-7.18,7.29,0.7,-0.8,0.14,111,66,27,15
NIFTY,90,60,32.88,5.75,9.67,4.9,12.56,-3.85,2.45,4,10,-7.18,7.81,0.69,-0.7,0.19,113,64,31,11
NIFTY,90,70,30.77,4.28,8.53,6.84,11.12,-3.85,2.44,4,12,-7.18,7.46,0.66,-0.71,0.17,114,63,31,11
NIFTY,90,80,28.46,3.71,8.04,5.66,11.06,-3.85,2.44,4,17,-7.18,7.22,0.64,-0.71,0.16,114,63,30,12
NIFTY,90,90,27.26,2.97,8.21,6.18,9.89,-4.19,2.34,4,17,-7.53,6.92,0.64,-0.71,0.15,113,64,32,10
