Underlying,Call HSL,Put HSL,Total Return,2021 Return,2022 Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
NIFTY,110,70,114.25,21.89,55.4,21.9,15.06,-7.14,8.86,6,8,-10.12,25.51,2.29,-1.6,0.64,103,76,31,11
NIFTY,110,80,114.75,18.62,57.81,27.68,10.64,-7.28,8.86,7,8,-10.33,22.48,2.4,-1.58,0.64,100,79,31,11
NIFTY,110,90,112.71,22.67,55.91,25.63,8.51,-7.53,8.86,7,7,-9.3,22.34,2.42,-1.53,0.63,98,81,28,14
NIFTY,120,100,101.82,17.52,54.03,22.65,7.62,-8.18,8.86,12,6,-12.76,25.03,2.77,-1.51,0.57,87,92,28,14
NIFTY,120,110,98.06,18.18,51.35,21.57,6.97,-8.5,8.86,11,6,-13.24,25.03,2.86,-1.55,0.55,85,94,27,15
NIFTY,120,120,99.8,17.89,49.46,27.39,5.06,-8.84,8.86,11,6,-14.45,25.03,2.83,-1.59,0.56,87,92,28,14
NIFTY,120,130,102.62,16.93,46.06,31.55,8.07,-7.95,8.86,12,7,-16.02,25.03,2.84,-1.62,0.57,88,91,27,15
NIFTY,120,140,100.41,14.39,43.79,32.66,9.58,-8.04,8.86,12,7,-17.4,25.03,2.94,-1.64,0.56,86,93,28,14
NIFTY,120,150,98.05,14.37,41.77,32.3,9.6,-8.51,8.86,12,6,-17.61,25.03,3.04,-1.65,0.55,84,95,28,14
NIFTY,120,160,94.76,12.91,39.32,33.78,8.76,-8.64,8.86,11,6,-17.9,25.03,3.05,-1.7,0.53,84,95,27,15
NIFTY,120,170,98.53,11.7,42.62,31.56,12.66,-4.54,8.86,11,6,-19.05,25.03,3.05,-1.71,0.55,85,94,27,15
NIFTY,120,180,98.96,11.25,42.96,29.83,14.92,-4.87,8.86,11,6,-19.85,25.03,3.04,-1.74,0.55,86,93,27,15
NIFTY,120,190,96.4,10.37,41.1,30.66,14.27,-4.88,8.86,7,6,-16.08,25.03,3.01,-1.8,0.54,87,92,26,16
NIFTY,120,200,91.98,8.77,39.54,28.3,15.37,-4.95,8.86,7,6,-16.59,25.03,2.99,-1.88,0.51,88,91,26,16
NIFTY,120,50,106.18,17.86,45.17,20.32,22.84,-6.68,8.33,6,10,-10.59,24.4,2.15,-1.89,0.59,110,69,30,12
NIFTY,120,60,105.3,15.79,49.64,19.17,20.7,-7.04,8.86,6,9,-10.74,26.06,2.29,-1.77,0.59,104,75,30,12
NIFTY,120,70,108.91,18.64,52.89,21.09,16.29,-7.28,8.86,6,8,-10.67,25.65,2.37,-1.67,0.61,101,78,30,12
NIFTY,120,80,109.41,15.38,55.3,26.86,11.87,-7.42,8.86,7,8,-10.87,22.61,2.48,-1.65,0.61,98,81,30,12
NIFTY,120,90,107.37,19.42,53.4,24.81,9.74,-7.67,8.86,7,7,-10.82,22.48,2.5,-1.6,0.6,96,83,28,14
NIFTY,130,100,105.01,18.52,59.99,20.46,6.04,-8.18,8.86,12,8,-13.77,40.41,2.79,-1.54,0.59,88,91,27,15
NIFTY,130,110,101.25,19.18,57.31,19.38,5.39,-8.5,8.86,11,8,-14.26,40.41,2.88,-1.58,0.57,86,93,27,15
NIFTY,130,120,102.99,18.89,55.42,25.19,3.48,-8.84,8.86,11,8,-15.46,40.41,2.85,-1.62,0.58,88,91,28,14
NIFTY,130,130,105.81,17.93,52.03,29.36,6.49,-7.95,8.86,12,8,-17.04,40.41,2.87,-1.66,0.59,89,90,27,15
NIFTY,130,140,103.6,15.39,49.75,30.46,7.99,-8.04,8.86,12,8,-18.41,40.41,2.96,-1.68,0.58,87,92,27,15
NIFTY,130,150,101.24,15.37,47.74,30.11,8.02,-8.51,8.86,12,8,-18.63,40.41,3.06,-1.69,0.57,85,94,27,15
NIFTY,130,160,97.95,13.91,45.28,31.58,7.17,-8.64,8.86,11,8,-18.91,40.41,3.07,-1.74,0.55,85,94,27,15
NIFTY,130,170,101.72,12.7,48.58,29.37,11.08,-4.54,8.86,11,8,-20.06,40.41,3.07,-1.74,0.57,86,93,27,15
NIFTY,130,180,102.15,12.26,48.92,27.63,13.34,-4.87,8.86,11,8,-20.86,40.41,3.06,-1.78,0.57,87,92,27,15
NIFTY,130,190,99.58,11.37,47.06,28.47,12.69,-4.88,8.86,7,8,-16.71,40.41,3.03,-1.84,0.56,88,91,26,16
NIFTY,130,200,95.17,9.77,45.5,26.11,13.79,-4.95,8.86,7,8,-17.22,40.41,3.01,-1.92,0.53,89,90,26,16
NIFTY,130,50,109.37,18.86,51.13,18.13,21.25,-6.68,8.33,6,10,-10.46,33.05,2.18,-1.95,0.61,111,68,28,14
NIFTY,130,60,108.49,16.79,55.6,16.98,19.11,-7.04,8.86,6,10,-11.13,39.1,2.31,-1.81,0.61,105,74,28,14
NIFTY,130,70,112.1,19.64,58.86,18.9,14.7,-7.28,8.86,6,10,-11.23,39.67,2.39,-1.71,0.63,102,77,29,13
NIFTY,130,80,112.6,16.38,61.27,24.67,10.29,-7.42,8.86,7,8,-11.36,37.99,2.51,-1.69,0.63,99,80,29,13
NIFTY,130,90,110.56,20.42,59.36,22.62,8.16,-7.67,8.86,7,8,-11.65,37.86,2.53,-1.64,0.62,97,82,27,15
NIFTY,140,100,100.58,17.08,60.74,18.99,3.78,-8.18,8.86,12,8,-15.12,42.28,2.82,-1.62,0.56,88,91,27,15
NIFTY,140,110,96.82,17.74,58.06,17.91,3.12,-8.5,8.86,11,8,-15.6,42.28,2.91,-1.65,0.54,86,93,26,16
NIFTY,140,120,98.57,17.45,56.17,23.73,1.22,-8.84,8.86,11,8,-16.81,42.28,2.88,-1.7,0.55,88,91,28,14
NIFTY,140,130,101.38,16.49,52.77,27.89,4.23,-8.2,8.86,12,8,-18.38,42.28,2.89,-1.74,0.57,89,90,28,14
NIFTY,140,140,99.17,13.95,50.5,29.0,5.73,-8.29,8.86,12,8,-19.76,42.28,2.99,-1.75,0.55,87,92,28,14
NIFTY,140,150,96.82,13.93,48.48,28.64,5.76,-8.75,8.86,12,8,-19.97,42.28,3.09,-1.76,0.54,85,94,28,14
NIFTY,140,160,93.52,12.47,46.03,30.11,4.91,-8.88,8.86,11,8,-20.26,42.28,3.1,-1.81,0.52,85,94,28,14
NIFTY,140,170,97.29,11.26,49.33,27.9,8.81,-4.64,8.86,11,8,-21.41,42.28,3.09,-1.82,0.54,86,93,28,14
NIFTY,140,180,97.73,10.82,49.67,26.17,11.08,-4.87,8.86,11,8,-22.21,42.28,3.09,-1.86,0.55,87,92,27,15
NIFTY,140,190,95.16,9.93,47.8,27.0,10.43,-4.88,8.86,7,8,-17.35,42.28,3.06,-1.91,0.53,88,91,27,15
NIFTY,140,200,90.75,8.33,46.24,24.64,11.53,-4.95,8.86,7,8,-17.86,42.28,3.04,-2.0,0.51,89,90,27,15
NIFTY,140,50,104.95,17.42,51.88,16.66,18.99,-6.68,8.33,6,10,-11.7,34.91,2.2,-2.05,0.59,111,68,29,13
NIFTY,140,60,104.06,15.35,56.35,15.51,16.85,-7.04,8.86,6,10,-11.81,40.96,2.34,-1.91,0.58,105,74,29,13
NIFTY,140,70,107.67,18.2,59.6,17.43,12.44,-7.28,8.86,6,10,-12.47,41.54,2.42,-1.8,0.6,102,77,29,13
NIFTY,140,80,108.17,14.94,62.01,23.2,8.02,-7.42,8.86,7,8,-12.6,39.86,2.53,-1.78,0.6,99,80,28,14
NIFTY,140,90,106.14,18.98,60.11,21.15,5.89,-7.67,8.86,7,8,-12.89,39.72,2.55,-1.73,0.59,97,82,27,15
NIFTY,150,100,101.55,17.1,60.08,20.52,3.86,-7.3,8.86,12,8,-16.34,42.27,2.84,-1.68,0.57,89,90,27,15
NIFTY,150,110,97.8,17.76,57.4,19.44,3.2,-7.57,8.86,11,8,-16.82,42.27,2.94,-1.71,0.55,87,92,26,16
NIFTY,150,120,99.54,17.48,55.51,25.26,1.29,-7.78,8.86,11,8,-18.03,42.27,2.9,-1.76,0.56,89,90,28,14
NIFTY,150,130,102.36,16.52,52.11,29.42,4.3,-8.2,8.86,12,8,-19.6,42.27,2.92,-1.8,0.57,90,89,28,14
NIFTY,150,140,100.15,13.97,49.84,30.53,5.81,-8.29,8.86,12,8,-20.98,42.27,3.01,-1.81,0.56,88,91,27,15
NIFTY,150,150,97.79,13.96,47.82,30.17,5.83,-8.75,8.86,12,8,-21.19,42.27,3.11,-1.82,0.55,86,93,27,15
NIFTY,150,160,94.5,12.49,45.37,31.65,4.99,-8.88,8.86,11,8,-21.48,42.27,3.12,-1.87,0.53,86,93,27,15
NIFTY,150,170,98.27,11.28,48.67,29.43,8.89,-4.64,8.86,11,8,-22.63,42.27,3.12,-1.88,0.55,87,92,27,15
NIFTY,150,180,98.7,10.84,49.01,27.7,11.15,-4.87,8.86,11,8,-23.43,42.27,3.08,-1.95,0.55,89,90,26,16
NIFTY,150,190,96.13,9.95,47.14,28.53,10.5,-4.88,8.86,7,8,-18.22,42.27,3.05,-2.01,0.54,90,89,26,16
NIFTY,150,200,91.72,8.36,45.58,26.17,11.61,-4.95,8.86,7,8,-18.73,42.27,3.03,-2.1,0.51,91,88,26,16
NIFTY,150,50,105.92,17.44,51.22,18.19,19.07,-6.67,8.33,6,10,-12.4,34.9,2.2,-2.17,0.59,113,66,30,12
NIFTY,150,60,105.04,15.38,55.69,17.04,16.93,-6.68,8.86,6,10,-12.64,40.95,2.34,-2.01,0.59,107,72,29,13
NIFTY,150,70,108.65,18.23,58.94,18.96,12.52,-6.8,8.86,6,10,-13.17,41.53,2.44,-1.88,0.61,103,76,29,13
NIFTY,150,80,109.15,14.96,61.35,24.73,8.1,-6.96,8.86,7,8,-13.3,39.85,2.55,-1.85,0.61,100,79,28,14
NIFTY,150,90,107.11,19.01,59.45,22.68,5.97,-7.12,8.86,7,8,-13.59,39.71,2.58,-1.8,0.6,98,81,27,15
NIFTY,160,100,96.7,16.23,59.34,18.55,2.59,-7.48,8.86,12,8,-16.96,42.72,2.82,-1.76,0.54,90,89,26,16
NIFTY,160,110,92.95,16.89,56.66,17.47,1.93,-7.81,8.86,11,8,-17.45,42.72,2.91,-1.79,0.52,88,91,26,16
NIFTY,160,120,94.69,16.61,54.77,23.29,0.02,-8.02,8.86,11,8,-18.65,42.72,2.88,-1.85,0.53,90,89,28,14
NIFTY,160,130,97.51,15.65,51.37,27.45,3.03,-8.44,8.86,12,8,-20.23,42.72,2.89,-1.88,0.54,91,88,28,14
NIFTY,160,140,95.3,13.1,49.1,28.56,4.54,-8.53,8.86,12,8,-21.6,42.72,2.99,-1.9,0.53,89,90,27,15
NIFTY,160,150,92.94,13.09,47.09,28.2,4.57,-9.0,8.86,12,8,-21.82,42.72,3.08,-1.9,0.52,87,92,27,15
NIFTY,160,160,89.65,11.62,44.63,29.67,3.72,-9.13,8.86,11,8,-22.1,42.72,3.1,-1.95,0.5,87,92,27,15
NIFTY,160,170,93.42,10.41,47.93,27.46,7.62,-4.88,8.86,11,8,-23.25,42.72,3.09,-1.96,0.52,88,91,27,15
NIFTY,160,180,93.85,9.97,48.27,25.73,9.88,-4.88,8.86,11,8,-24.05,42.72,3.05,-2.03,0.52,90,89,26,16
NIFTY,160,190,91.28,9.08,46.41,26.56,9.23,-4.88,8.86,7,8,-18.71,42.72,3.03,-2.1,0.51,91,88,26,16
NIFTY,160,200,86.87,7.49,44.85,24.2,10.34,-4.99,8.86,7,8,-19.22,42.72,3.01,-2.18,0.49,92,87,26,16
NIFTY,160,50,101.07,16.57,50.48,16.22,17.8,-6.85,8.33,6,10,-13.0,35.35,2.19,-2.29,0.56,114,65,29,13
NIFTY,160,60,100.19,14.51,54.95,15.07,15.66,-6.86,8.86,6,10,-13.13,41.4,2.32,-2.12,0.56,108,71,29,13
NIFTY,160,70,103.8,17.36,58.21,16.99,11.25,-6.98,8.86,6,10,-13.77,41.98,2.42,-1.98,0.58,104,75,29,13
NIFTY,160,80,104.3,14.09,60.62,22.76,6.83,-7.14,8.86,7,8,-13.91,40.3,2.54,-1.95,0.58,101,78,27,15
NIFTY,160,90,102.26,18.14,58.71,20.71,4.7,-7.3,8.86,7,8,-14.19,40.16,2.56,-1.89,0.57,99,80,26,16
NIFTY,170,100,96.95,20.32,59.7,17.31,-0.38,-7.8,8.86,12,8,-18.44,42.72,2.82,-1.86,0.54,92,87,27,15
NIFTY,170,110,93.2,20.98,57.03,16.23,-1.04,-8.53,8.86,11,8,-18.92,42.72,2.91,-1.89,0.52,90,89,26,16
NIFTY,170,120,94.94,20.7,55.14,22.04,-2.95,-8.74,8.86,11,8,-20.13,42.72,2.87,-1.95,0.53,92,87,28,14
NIFTY,170,130,97.75,19.74,51.74,26.21,0.06,-9.16,8.86,12,8,-21.71,42.72,2.89,-1.99,0.55,93,86,28,14
NIFTY,170,140,95.54,17.19,49.47,27.32,1.57,-9.25,8.86,12,8,-23.08,42.72,2.98,-2.0,0.53,91,88,27,15
NIFTY,170,150,93.19,17.18,47.45,26.96,1.59,-9.71,8.86,12,8,-23.3,42.72,3.07,-2.0,0.52,89,90,27,15
NIFTY,170,160,89.89,15.72,45.0,28.43,0.75,-9.85,8.86,11,8,-23.58,42.72,3.09,-2.05,0.5,89,90,27,15
NIFTY,170,170,93.67,14.51,48.29,26.22,4.65,-5.6,8.86,11,8,-24.73,42.72,3.08,-2.06,0.52,90,89,26,16
NIFTY,170,180,94.1,14.06,48.64,24.48,6.91,-5.6,8.86,11,8,-25.53,42.72,3.05,-2.14,0.53,92,87,26,16
NIFTY,170,190,91.53,13.17,46.77,25.32,6.26,-5.6,8.86,7,8,-19.75,42.72,3.02,-2.2,0.51,93,86,26,16
NIFTY,170,200,87.12,11.58,45.21,22.96,7.37,-5.71,8.86,7,8,-20.25,42.72,3.0,-2.3,0.49,94,85,26,16
NIFTY,170,50,101.32,20.67,50.85,14.98,14.83,-6.85,8.33,6,10,-15.55,35.35,2.2,-2.44,0.57,116,63,29,13
NIFTY,170,60,100.44,18.6,55.32,13.83,12.69,-6.86,8.86,6,10,-15.66,41.4,2.33,-2.26,0.56,110,69,29,13
NIFTY,170,70,104.04,21.45,58.57,15.75,8.28,-7.08,8.86,6,10,-16.32,41.98,2.43,-2.1,0.58,106,73,28,14
NIFTY,170,80,104.55,18.18,60.98,21.52,3.86,-7.22,8.86,7,8,-16.45,40.3,2.54,-2.07,0.58,103,76,27,15
NIFTY,170,90,102.51,22.23,59.08,19.47,1.73,-7.51,8.86,7,9,-16.74,40.16,2.56,-2.0,0.57,101,78,27,15
NIFTY,180,100,99.41,19.73,62.12,19.58,-2.02,-8.54,8.86,12,8,-19.24,42.72,2.79,-1.91,0.56,94,85,27,15
NIFTY,180,110,95.66,20.39,59.44,18.5,-2.68,-8.53,8.86,11,8,-19.72,42.72,2.88,-1.94,0.53,92,87,26,16
NIFTY,180,120,97.4,20.1,57.56,24.32,-4.58,-8.74,8.86,11,8,-20.93,42.72,2.84,-2.0,0.54,94,85,28,14
NIFTY,180,130,100.21,19.14,54.16,28.48,-1.57,-9.16,8.86,12,8,-22.5,42.72,2.86,-2.04,0.56,95,84,27,15
NIFTY,180,140,98.0,16.6,51.89,29.59,-0.07,-9.25,8.86,12,8,-23.88,42.72,2.95,-2.05,0.55,93,86,27,15
NIFTY,180,150,95.65,16.59,49.87,29.23,-0.04,-9.71,8.86,12,8,-24.09,42.72,3.04,-2.06,0.53,91,88,27,15
NIFTY,180,160,92.35,15.12,47.42,30.71,-0.89,-9.85,8.86,11,8,-24.38,42.72,3.05,-2.11,0.52,91,88,27,15
NIFTY,180,170,96.13,13.91,50.71,28.49,3.01,-5.6,8.86,11,8,-25.53,42.72,3.05,-2.12,0.54,92,87,26,16
NIFTY,180,180,96.56,13.47,51.06,26.76,5.28,-5.6,8.86,11,8,-26.33,42.72,3.01,-2.2,0.54,94,85,26,16
NIFTY,180,190,93.99,12.58,49.19,27.59,4.63,-5.6,8.86,7,8,-20.27,42.72,2.99,-2.26,0.53,95,84,26,16
NIFTY,180,200,89.58,10.98,47.63,25.23,5.73,-5.71,8.86,7,8,-20.77,42.72,2.97,-2.36,0.5,96,83,26,16
NIFTY,180,50,103.78,20.07,53.26,17.25,13.19,-7.91,8.33,6,10,-15.84,35.35,2.19,-2.53,0.58,118,61,29,13
NIFTY,180,60,102.9,18.0,57.74,16.1,11.05,-7.92,8.86,6,10,-15.95,41.4,2.31,-2.33,0.57,112,67,28,14
NIFTY,180,70,106.5,20.85,60.99,18.02,6.64,-8.04,8.86,6,10,-16.61,41.98,2.41,-2.17,0.59,108,71,28,14
NIFTY,180,80,107.01,17.59,63.4,23.8,2.22,-8.2,8.86,7,8,-16.74,40.3,2.52,-2.13,0.6,105,74,27,15
NIFTY,180,90,104.97,21.63,61.5,21.75,0.09,-8.36,8.86,7,9,-17.03,40.16,2.54,-2.06,0.59,103,76,27,15
NIFTY,190,100,99.94,18.31,60.7,22.65,-1.73,-8.55,8.86,12,8,-16.98,42.72,2.79,-1.9,0.56,94,85,27,15
NIFTY,190,110,96.18,18.97,58.03,21.57,-2.38,-8.59,8.86,11,8,-17.72,42.72,2.87,-1.93,0.54,92,87,26,16
NIFTY,190,120,97.92,18.69,56.14,27.38,-4.29,-8.8,8.86,11,8,-17.92,42.72,2.84,-1.99,0.55,94,85,28,14
NIFTY,190,130,100.74,17.73,52.74,31.55,-1.28,-9.22,8.86,12,8,-19.04,42.72,2.86,-2.03,0.56,95,84,28,14
NIFTY,190,140,98.53,15.18,50.47,32.66,0.22,-9.31,8.86,12,8,-20.42,42.72,2.95,-2.04,0.55,93,86,27,15
NIFTY,190,150,96.17,15.17,48.45,32.3,0.25,-9.77,8.86,12,8,-20.63,42.72,3.04,-2.05,0.54,91,88,27,15
NIFTY,190,160,92.88,13.71,46.0,33.77,-0.6,-9.91,8.86,11,8,-20.92,42.72,3.05,-2.1,0.52,91,88,26,16
NIFTY,190,170,96.65,12.5,49.29,31.56,3.31,-5.66,8.86,11,8,-22.07,42.72,3.04,-2.11,0.54,92,87,26,16
NIFTY,190,180,97.09,12.05,49.64,29.82,5.57,-5.66,8.86,11,8,-22.87,42.72,3.01,-2.19,0.54,94,85,26,16
NIFTY,190,190,94.52,11.16,47.77,30.66,4.92,-5.66,8.86,7,8,-16.41,42.72,2.99,-2.25,0.53,95,84,26,16
NIFTY,190,200,90.1,9.57,46.21,28.3,6.02,-5.77,8.86,7,8,-16.91,42.72,2.97,-2.35,0.5,96,83,26,16
NIFTY,190,50,104.3,18.65,51.85,20.32,13.48,-7.92,8.33,6,10,-15.5,35.35,2.19,-2.52,0.58,118,61,28,14
NIFTY,190,60,103.42,16.59,56.32,19.17,11.34,-7.93,8.86,6,10,-15.61,41.4,2.31,-2.32,0.58,112,67,28,14
NIFTY,190,70,107.03,19.44,59.57,21.09,6.93,-8.05,8.86,6,10,-16.27,41.98,2.41,-2.16,0.6,108,71,27,15
NIFTY,190,80,107.53,16.17,61.98,26.86,2.52,-8.21,8.86,7,8,-16.41,40.3,2.52,-2.12,0.6,105,74,27,15
NIFTY,190,90,105.49,20.22,60.08,24.81,0.39,-8.37,8.86,7,9,-16.69,40.16,2.54,-2.05,0.59,103,76,27,15
NIFTY,200,100,100.22,20.05,60.41,21.15,-1.39,-8.58,8.86,12,8,-16.57,42.72,2.8,-1.92,0.56,94,85,27,15
NIFTY,200,110,96.46,20.71,57.73,20.07,-2.05,-7.21,8.86,11,8,-17.05,42.72,2.89,-1.95,0.54,92,87,26,16
NIFTY,200,120,98.21,20.43,55.85,25.89,-3.96,-7.62,8.86,11,8,-18.26,42.72,2.86,-2.0,0.55,94,85,28,14
NIFTY,200,130,101.02,19.47,52.45,30.05,-0.95,-7.84,8.86,12,8,-19.83,42.72,2.87,-2.04,0.56,95,84,27,15
NIFTY,200,140,98.81,16.92,50.18,31.16,0.56,-7.93,8.86,12,8,-21.21,42.72,2.96,-2.05,0.55,93,86,26,16
NIFTY,200,150,96.46,16.91,48.16,30.8,0.59,-8.39,8.86,12,8,-21.42,42.72,3.05,-2.06,0.54,91,88,26,16
NIFTY,200,160,93.16,15.44,45.71,32.28,-0.26,-8.53,8.86,11,8,-21.71,42.72,3.06,-2.11,0.52,91,88,26,16
NIFTY,200,170,96.93,14.23,49.0,30.06,3.64,-5.04,8.86,11,8,-22.86,42.72,3.06,-2.12,0.54,92,87,26,16
NIFTY,200,180,97.37,13.79,49.35,28.33,5.9,-5.04,8.86,11,8,-23.66,42.72,3.02,-2.2,0.54,94,85,26,16
NIFTY,200,190,94.8,12.9,47.48,29.16,5.25,-5.04,8.86,7,8,-16.75,42.72,3.0,-2.27,0.53,95,84,26,16
NIFTY,200,200,90.39,11.31,45.92,26.8,6.36,-5.04,8.86,7,8,-17.25,42.72,2.98,-2.36,0.5,96,83,25,17
NIFTY,200,50,104.59,20.39,51.55,18.82,13.82,-7.94,8.33,6,10,-14.42,35.35,2.2,-2.54,0.58,118,61,28,14
NIFTY,200,60,103.71,18.33,56.03,17.67,11.68,-7.96,8.86,6,10,-14.53,41.4,2.32,-2.34,0.58,112,67,28,14
NIFTY,200,70,107.31,21.18,59.28,19.59,7.27,-8.08,8.86,6,10,-15.19,41.98,2.42,-2.17,0.6,108,71,27,15
NIFTY,200,80,107.81,17.91,61.69,25.36,2.85,-8.24,8.86,7,8,-15.32,40.3,2.53,-2.13,0.6,105,74,26,16
NIFTY,200,90,105.78,21.96,59.79,23.31,0.72,-8.4,8.86,7,9,-15.61,40.16,2.55,-2.07,0.59,103,76,27,15
NIFTY,50,100,86.75,21.11,47.62,11.91,6.11,-10.2,8.86,7,5,-14.07,15.71,1.9,-1.53,0.48,105,74,32,10
NIFTY,50,110,83.0,21.77,44.94,10.83,5.45,-10.2,8.86,6,5,-11.28,15.71,1.93,-1.62,0.46,105,74,31,11
NIFTY,50,120,84.74,21.49,43.05,16.65,3.55,-10.2,8.86,6,7,-11.79,15.71,1.9,-1.7,0.47,108,71,32,10
NIFTY,50,130,87.55,20.53,39.65,20.82,6.55,-10.2,8.86,6,7,-13.2,15.71,1.93,-1.75,0.49,109,70,31,11
NIFTY,50,140,85.34,17.98,37.38,21.92,8.06,-10.2,8.86,6,7,-14.33,16.71,1.99,-1.77,0.48,107,72,29,13
NIFTY,50,150,82.99,17.97,35.36,21.57,8.09,-10.2,8.86,6,7,-14.39,15.71,2.05,-1.78,0.46,105,74,29,13
NIFTY,50,160,79.69,16.5,32.91,23.04,7.24,-9.66,8.86,6,7,-15.24,15.71,2.06,-1.84,0.45,105,74,29,13
NIFTY,50,170,83.47,15.29,36.21,20.82,11.14,-9.66,8.86,6,7,-16.39,15.71,2.06,-1.85,0.47,106,73,28,14
NIFTY,50,180,83.9,14.85,36.55,19.09,13.4,-8.58,8.86,6,7,-17.19,15.71,2.05,-1.94,0.47,108,71,27,15
NIFTY,50,190,81.33,13.96,34.69,19.93,12.76,-8.59,8.86,6,7,-14.58,15.71,2.04,-2.01,0.45,109,70,28,14
NIFTY,50,200,76.92,12.37,33.13,17.57,13.86,-8.66,8.86,6,7,-15.09,15.71,2.03,-2.07,0.43,109,70,27,15
