Underlying,Call TSL,Put TSL,Total Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
FINNIFTY,180,50,-17.01,-10.95,-6.06,-3.82,4.84,4,5,-8.87,8.05,1.57,-1.84,-0.23,35,39,8,10
FINNIFTY,180,60,-16.25,-8.05,-8.2,-3.81,4.74,4,5,-6.87,7.2,1.54,-1.72,-0.22,34,40,8,10
FINNIFTY,180,70,-17.35,-7.14,-10.21,-3.89,4.59,4,5,-6.78,5.87,1.4,-1.7,-0.23,35,39,5,13
FINNIFTY,180,80,-12.56,-4.25,-8.31,-3.88,4.5,4,5,-6.83,5.54,1.29,-1.62,-0.17,37,37,7,11
FINNIFTY,180,90,-11.32,-3.29,-8.03,-3.82,4.15,4,5,-7.16,5.33,1.25,-1.64,-0.15,38,36,7,11
FINNIFTY,190,100,-4.37,1.72,-6.09,-3.74,4.11,4,5,-6.15,5.79,1.25,-1.69,-0.06,41,33,8,10
FINNIFTY,190,110,1.09,4.74,-3.65,-3.79,4.11,4,7,-5.05,6.02,1.21,-1.56,0.01,42,32,9,9
FINNIFTY,190,120,1.0,3.87,-2.87,-3.9,4.0,4,7,-5.27,6.13,1.18,-1.44,0.01,41,33,9,9
FINNIFTY,190,130,-1.21,2.74,-3.95,-3.93,3.75,4,7,-5.46,6.17,1.21,-1.38,-0.02,39,35,9,9
FINNIFTY,190,140,0.81,4.9,-4.09,-3.93,3.65,4,7,-5.58,5.77,1.17,-1.35,0.01,40,34,10,8
FINNIFTY,190,150,-0.74,3.53,-4.26,-3.98,3.63,4,7,-5.76,5.88,1.13,-1.43,-0.01,41,33,9,9
FINNIFTY,190,160,3.88,4.94,-1.06,-3.98,3.44,4,7,-5.24,5.88,1.19,-1.44,0.05,42,32,10,8
FINNIFTY,190,170,1.33,2.98,-1.65,-4.09,3.34,4,7,-5.52,5.88,1.23,-1.41,0.02,40,34,9,9
FINNIFTY,190,180,2.24,2.88,-0.64,-4.07,3.24,5,6,-5.75,5.78,1.27,-1.42,0.03,40,34,11,7
FINNIFTY,190,190,6.35,6.92,-0.57,-4.07,3.24,5,6,-5.83,5.78,1.3,-1.43,0.09,41,33,10,8
FINNIFTY,190,200,7.2,8.55,-1.35,-4.05,3.2,5,8,-5.31,6.61,1.27,-1.45,0.1,42,32,11,7
FINNIFTY,190,50,-12.41,-5.68,-6.73,-3.84,4.84,4,5,-8.99,8.05,1.63,-1.96,-0.17,37,37,9,9
FINNIFTY,190,60,-11.65,-2.78,-8.88,-3.82,4.74,4,5,-7.16,7.2,1.58,-1.81,-0.16,36,38,9,9
FINNIFTY,190,70,-12.75,-1.86,-10.89,-3.9,4.59,4,5,-7.14,5.87,1.44,-1.79,-0.17,37,37,7,11
FINNIFTY,190,80,-7.96,1.02,-8.99,-3.89,4.5,4,5,-7.18,5.54,1.33,-1.71,-0.11,39,35,8,10
FINNIFTY,190,90,-6.72,1.98,-8.7,-3.83,4.15,4,5,-7.52,5.63,1.3,-1.72,-0.09,40,34,8,10
FINNIFTY,200,100,-5.81,0.55,-6.36,-3.85,4.11,4,5,-6.26,5.76,1.26,-1.74,-0.08,41,33,8,10
FINNIFTY,200,110,-0.34,3.57,-3.91,-3.9,4.11,4,7,-5.16,6.02,1.21,-1.6,-0.0,42,32,9,9
FINNIFTY,200,120,-0.43,2.7,-3.13,-4.01,4.0,4,7,-5.48,6.13,1.18,-1.48,-0.01,41,33,9,9
FINNIFTY,200,130,-2.64,1.57,-4.22,-4.04,3.75,4,7,-5.67,6.17,1.21,-1.42,-0.04,39,35,9,9
FINNIFTY,200,140,-0.62,3.73,-4.35,-4.04,3.65,4,7,-5.79,5.77,1.16,-1.39,-0.01,40,34,11,7
FINNIFTY,200,150,-2.17,2.36,-4.53,-4.09,3.63,4,7,-5.97,5.88,1.13,-1.46,-0.03,41,33,9,9
FINNIFTY,200,160,2.45,3.77,-1.32,-4.09,3.44,4,7,-5.79,5.88,1.19,-1.48,0.03,42,32,9,9
FINNIFTY,200,170,-0.1,1.81,-1.92,-4.2,3.34,4,7,-6.11,5.88,1.22,-1.44,-0.0,40,34,9,9
FINNIFTY,200,180,0.81,1.71,-0.9,-4.18,3.24,5,6,-6.34,5.78,1.26,-1.46,0.01,40,34,11,7
FINNIFTY,200,190,4.92,5.75,-0.83,-4.18,3.24,5,6,-6.41,5.78,1.3,-1.46,0.07,41,33,10,8
FINNIFTY,200,200,5.77,7.39,-1.62,-4.16,3.1,5,8,-5.42,6.57,1.27,-1.48,0.08,42,32,11,7
FINNIFTY,200,50,-13.84,-6.84,-7.0,-3.84,4.84,4,5,-8.98,8.05,1.63,-2.01,-0.19,37,37,9,9
FINNIFTY,200,60,-13.09,-3.95,-9.14,-3.82,4.74,4,5,-7.37,7.2,1.58,-1.84,-0.18,36,38,9,9
FINNIFTY,200,70,-14.18,-3.03,-11.15,-3.9,4.59,4,5,-7.35,5.87,1.44,-1.83,-0.19,37,37,7,11
FINNIFTY,200,80,-9.39,-0.14,-9.25,-3.9,4.5,4,5,-7.4,5.54,1.33,-1.75,-0.13,39,35,8,10
FINNIFTY,200,90,-8.15,0.81,-8.96,-3.83,4.15,4,5,-7.73,5.6,1.3,-1.76,-0.11,40,34,8,10
FINNIFTY,50,100,26.09,18.85,7.24,-3.04,4.39,7,11,-6.37,12.07,1.36,-0.97,0.35,42,32,13,5
FINNIFTY,50,110,31.55,21.87,9.68,-3.45,4.39,6,12,-6.76,12.89,1.31,-1.03,0.43,46,28,13,5
FINNIFTY,50,120,31.46,21.0,10.46,-3.4,4.39,6,12,-8.09,13.11,1.29,-1.16,0.43,48,26,13,5
FINNIFTY,50,130,29.25,19.87,9.38,-3.29,4.39,6,8,-8.83,10.48,1.32,-1.12,0.4,46,28,12,6
FINNIFTY,50,140,31.27,22.03,9.24,-3.33,4.39,6,8,-9.3,11.26,1.36,-1.11,0.42,46,28,13,5
FINNIFTY,50,150,29.72,20.66,9.06,-3.23,4.39,6,7,-10.02,8.23,1.33,-1.21,0.4,47,27,13,5
FINNIFTY,50,160,34.34,22.07,12.27,-3.18,4.39,6,7,-9.05,8.23,1.4,-1.17,0.46,47,27,14,4
FINNIFTY,50,170,31.79,20.11,11.68,-3.17,4.39,6,7,-9.53,8.23,1.43,-1.22,0.43,46,28,14,4
FINNIFTY,50,180,32.7,20.01,12.69,-3.17,4.61,6,7,-9.74,9.64,1.43,-1.28,0.44,47,27,14,4
FINNIFTY,50,190,36.81,24.05,12.76,-3.17,5.04,6,7,-9.3,14.05,1.53,-1.31,0.5,47,27,14,4
FINNIFTY,50,200,37.66,25.68,11.97,-3.17,5.03,6,7,-9.76,14.68,1.58,-1.35,0.51,47,27,14,4
FINNIFTY,50,50,18.05,11.45,6.59,-2.37,4.39,5,4,-2.96,6.26,1.13,-0.69,0.24,38,36,13,5
FINNIFTY,50,60,18.81,14.35,4.45,-2.42,4.39,7,5,-4.24,7.27,1.15,-0.75,0.25,39,35,12,6
FINNIFTY,50,70,17.71,15.27,2.44,-2.08,4.39,6,7,-4.33,7.49,1.28,-0.75,0.24,36,38,11,7
FINNIFTY,50,80,22.5,18.16,4.34,-2.6,4.39,6,12,-4.7,10.87,1.29,-0.86,0.3,40,34,12,6
FINNIFTY,50,90,23.74,19.11,4.63,-2.79,4.39,7,11,-5.64,11.47,1.29,-0.95,0.32,42,32,12,6
FINNIFTY,60,100,20.87,16.08,4.79,-3.48,4.39,4,11,-4.91,11.81,1.18,-1.11,0.28,45,29,13,5
FINNIFTY,60,110,26.33,19.1,7.23,-3.88,4.39,4,12,-5.09,12.29,1.11,-1.13,0.36,49,25,13,5
FINNIFTY,60,120,26.24,18.23,8.01,-3.84,4.39,6,9,-7.08,9.58,1.12,-1.15,0.35,49,25,12,6
FINNIFTY,60,130,24.03,17.1,6.93,-3.73,4.39,6,8,-7.82,9.46,1.14,-1.1,0.32,47,27,11,7
FINNIFTY,60,140,26.05,19.26,6.79,-3.77,4.39,6,7,-8.29,6.75,1.18,-1.09,0.35,47,27,12,6
FINNIFTY,60,150,24.51,17.89,6.62,-3.67,4.39,6,7,-9.01,6.86,1.15,-1.18,0.33,48,26,12,6
FINNIFTY,60,160,29.12,19.3,9.82,-3.62,4.39,6,7,-8.04,6.86,1.21,-1.11,0.39,48,26,13,5
FINNIFTY,60,170,26.57,17.34,9.23,-3.61,4.39,6,7,-8.52,6.86,1.24,-1.17,0.36,47,27,13,5
FINNIFTY,60,180,27.48,17.24,10.25,-3.61,4.58,6,7,-8.73,6.67,1.29,-1.14,0.37,46,28,13,5
FINNIFTY,60,190,31.6,21.28,10.32,-3.61,5.01,6,7,-8.29,13.16,1.36,-1.2,0.43,47,27,13,5
FINNIFTY,60,200,32.44,22.91,9.53,-3.61,5.0,6,7,-8.75,13.79,1.4,-1.24,0.44,47,27,14,4
FINNIFTY,60,50,12.83,8.68,4.15,-2.11,4.39,5,4,-3.68,5.62,1.2,-0.75,0.17,35,39,12,6
