Underlying,Call TSL,Put TSL,Total Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
FINNIFTY,110,60,16.05,12.45,3.61,-2.43,8.5,5,5,-6.03,8.5,1.27,-1.13,0.22,41,32,11,7
FINNIFTY,110,70,8.68,8.1,0.58,-2.69,8.5,5,7,-7.48,8.5,1.14,-1.34,0.12,43,30,10,8
FINNIFTY,110,80,6.48,4.33,2.15,-3.05,8.5,4,5,-5.33,8.5,1.13,-1.24,0.09,41,32,11,7
FINNIFTY,110,90,10.19,6.73,3.46,-2.96,8.5,4,7,-4.21,8.5,1.01,-1.18,0.14,44,29,11,7
FINNIFTY,120,100,8.28,6.49,1.79,-3.12,8.5,4,7,-4.02,8.5,0.9,-1.22,0.11,46,27,10,8
FINNIFTY,120,110,8.41,7.63,0.78,-3.32,8.5,4,7,-4.22,8.5,0.87,-1.1,0.12,45,28,10,8
FINNIFTY,120,120,12.34,11.43,0.92,-3.77,8.5,2,11,-4.67,8.5,0.76,-1.41,0.17,53,20,10,8
FINNIFTY,120,130,10.49,10.02,0.47,-4.22,8.5,2,11,-5.12,8.5,0.75,-1.45,0.14,53,20,10,8
FINNIFTY,120,140,11.12,7.97,3.15,-4.3,8.5,2,11,-5.21,8.5,0.71,-1.33,0.15,53,20,10,8
FINNIFTY,120,150,12.72,7.84,4.89,-4.3,8.5,3,11,-5.56,8.5,0.69,-1.19,0.17,53,20,11,7
FINNIFTY,120,160,11.18,6.36,4.82,-4.3,8.5,3,11,-6.03,8.5,0.69,-1.17,0.15,52,21,11,7
FINNIFTY,120,170,9.96,5.87,4.09,-4.3,8.5,3,11,-6.18,8.5,0.65,-1.15,0.14,52,21,11,7
FINNIFTY,120,180,10.25,4.95,5.31,-3.39,8.5,3,11,-4.56,8.5,0.64,-1.03,0.14,51,22,11,7
FINNIFTY,120,190,9.95,3.94,6.01,-3.39,8.5,3,11,-4.33,8.5,0.63,-1.0,0.14,51,22,11,7
FINNIFTY,120,200,9.02,3.32,5.7,-3.39,8.5,3,11,-3.78,8.5,0.62,-0.95,0.12,50,23,11,7
FINNIFTY,120,50,20.72,16.02,4.7,-2.22,8.5,5,4,-5.02,8.61,1.36,-1.03,0.28,40,33,9,9
FINNIFTY,120,60,16.16,12.36,3.8,-2.22,8.5,5,5,-5.84,8.5,1.3,-1.09,0.22,40,33,10,8
FINNIFTY,120,70,8.79,8.01,0.78,-2.57,8.5,5,7,-7.29,8.5,1.18,-1.24,0.12,41,32,9,9
FINNIFTY,120,80,6.58,4.24,2.34,-2.69,8.5,4,5,-5.14,8.5,1.18,-1.15,0.09,39,34,10,8
FINNIFTY,120,90,10.3,6.64,3.66,-2.93,8.5,4,5,-3.83,8.5,1.04,-1.08,0.14,42,31,10,8
FINNIFTY,130,100,10.13,9.09,1.04,-3.13,8.5,4,8,-4.18,8.5,0.88,-1.28,0.14,48,25,11,7
FINNIFTY,130,110,10.26,10.23,0.03,-3.3,8.5,4,8,-4.38,8.5,0.85,-1.15,0.14,47,26,12,6
FINNIFTY,130,120,14.19,14.03,0.16,-3.75,8.5,2,14,-4.83,8.5,0.76,-1.42,0.19,54,19,12,6
FINNIFTY,130,130,12.34,12.63,-0.29,-4.19,8.5,2,14,-5.28,8.5,0.74,-1.46,0.17,54,19,11,7
FINNIFTY,130,140,12.97,10.57,2.4,-4.28,8.5,2,14,-5.36,8.5,0.71,-1.34,0.18,54,19,11,7
FINNIFTY,130,150,14.57,10.44,4.13,-4.28,8.5,3,14,-5.71,8.5,0.7,-1.12,0.2,53,20,12,6
FINNIFTY,130,160,13.03,8.96,4.07,-4.28,8.5,3,14,-6.18,8.5,0.69,-1.1,0.18,52,21,12,6
FINNIFTY,130,170,11.81,8.47,3.34,-4.28,8.5,3,14,-6.34,8.5,0.66,-1.07,0.16,52,21,12,6
FINNIFTY,130,180,12.1,7.55,4.55,-3.03,8.5,3,14,-4.72,8.5,0.65,-0.95,0.17,51,22,12,6
FINNIFTY,130,190,11.79,6.54,5.26,-3.03,8.5,3,14,-4.57,8.5,0.63,-0.93,0.16,51,22,12,6
FINNIFTY,130,200,10.87,5.93,4.94,-2.27,8.5,3,14,-4.01,8.5,0.62,-0.88,0.15,50,23,12,6
FINNIFTY,130,50,22.57,18.62,3.95,-2.54,8.5,5,4,-5.05,8.61,1.36,-1.03,0.31,41,32,9,9
FINNIFTY,130,60,18.01,14.96,3.05,-2.65,8.5,5,5,-5.87,8.5,1.33,-1.06,0.25,40,33,11,7
FINNIFTY,130,70,10.64,10.61,0.02,-2.99,8.5,5,8,-7.32,8.5,1.17,-1.25,0.15,42,31,10,8
FINNIFTY,130,80,8.43,6.84,1.59,-2.67,8.5,4,6,-5.17,8.5,1.16,-1.15,0.12,40,33,10,8
FINNIFTY,130,90,12.15,9.24,2.9,-2.91,8.5,4,6,-3.99,8.5,1.01,-1.11,0.17,44,29,11,7
FINNIFTY,140,100,10.1,9.76,0.34,-3.38,8.5,4,8,-4.43,8.5,0.87,-1.26,0.14,48,25,13,5
FINNIFTY,140,110,10.23,10.9,-0.67,-3.47,8.5,4,8,-4.63,8.5,0.84,-1.13,0.14,47,26,11,7
FINNIFTY,140,120,14.16,14.7,-0.54,-3.74,8.5,2,14,-5.08,8.5,0.75,-1.38,0.19,54,19,12,6
FINNIFTY,140,130,12.31,13.29,-0.99,-4.18,8.5,2,14,-5.53,8.5,0.73,-1.43,0.17,54,19,11,7
FINNIFTY,140,140,12.94,11.24,1.7,-4.27,8.5,2,14,-5.61,8.5,0.7,-1.3,0.18,54,19,11,7
FINNIFTY,140,150,14.54,11.1,3.44,-4.27,8.5,3,14,-5.97,8.5,0.68,-1.09,0.2,53,20,11,7
FINNIFTY,140,160,13.0,9.63,3.37,-4.27,8.5,3,14,-6.43,8.5,0.68,-1.06,0.18,52,21,11,7
FINNIFTY,140,170,11.78,9.14,2.64,-4.27,8.5,3,14,-6.59,8.5,0.65,-1.04,0.16,52,21,11,7
FINNIFTY,140,180,12.07,8.21,3.86,-2.59,8.5,3,14,-4.97,8.5,0.64,-0.92,0.17,51,22,11,7
FINNIFTY,140,190,11.76,7.2,4.56,-2.59,8.5,3,14,-4.07,8.5,0.62,-0.9,0.16,51,22,11,7
FINNIFTY,140,200,10.84,6.59,4.25,-2.59,8.5,3,14,-3.95,8.5,0.61,-0.85,0.15,50,23,11,7
FINNIFTY,140,50,22.54,19.29,3.25,-2.71,8.5,5,4,-5.22,8.61,1.38,-0.99,0.31,40,33,9,9
FINNIFTY,140,60,17.97,15.62,2.35,-2.83,8.5,5,5,-6.04,8.5,1.32,-1.06,0.25,40,33,10,8
FINNIFTY,140,70,10.61,11.28,-0.67,-3.17,8.5,5,8,-7.49,8.5,1.17,-1.24,0.15,42,31,9,9
FINNIFTY,140,80,8.4,7.51,0.89,-2.66,8.5,4,6,-5.34,8.5,1.16,-1.15,0.12,40,33,10,8
FINNIFTY,140,90,12.11,9.91,2.21,-3.09,8.5,4,6,-4.24,8.5,1.0,-1.1,0.17,44,29,11,7
FINNIFTY,150,100,9.65,10.05,-0.39,-3.45,8.5,4,7,-4.56,8.5,0.87,-1.28,0.13,48,25,12,6
FINNIFTY,150,110,9.78,11.19,-1.41,-3.53,8.5,4,7,-4.76,8.5,0.84,-1.15,0.13,47,26,11,7
FINNIFTY,150,120,13.71,14.98,-1.27,-3.73,8.5,2,8,-5.21,8.5,0.75,-1.31,0.19,53,20,12,6
FINNIFTY,150,130,11.86,13.58,-1.72,-4.17,8.5,2,8,-5.66,8.5,0.73,-1.35,0.16,53,20,12,6
FINNIFTY,150,140,12.49,11.52,0.97,-4.26,8.5,2,8,-5.74,8.5,0.7,-1.23,0.17,53,20,12,6
FINNIFTY,150,150,14.09,11.39,2.7,-4.26,8.5,3,8,-6.1,8.5,0.69,-1.03,0.19,52,21,12,6
FINNIFTY,150,160,12.55,9.91,2.64,-4.26,8.5,3,8,-6.56,8.5,0.68,-1.01,0.17,51,22,11,7
FINNIFTY,150,170,11.33,9.43,1.9,-4.26,8.5,3,8,-6.72,8.5,0.65,-0.99,0.16,51,22,11,7
FINNIFTY,150,180,11.62,8.5,3.12,-2.59,8.5,3,8,-5.1,8.5,0.64,-0.89,0.16,50,23,11,7
FINNIFTY,150,190,11.32,7.49,3.83,-2.59,8.5,3,8,-4.2,8.5,0.62,-0.86,0.16,50,23,11,7
FINNIFTY,150,200,10.39,6.88,3.51,-2.59,8.5,3,7,-4.08,8.5,0.61,-0.82,0.14,49,24,10,8
FINNIFTY,150,50,22.09,19.58,2.51,-2.97,8.5,5,4,-5.29,8.61,1.4,-1.03,0.3,40,33,9,9
FINNIFTY,150,60,17.53,15.91,1.62,-3.09,8.5,5,5,-6.11,8.5,1.34,-1.09,0.24,40,33,9,9
FINNIFTY,150,70,10.16,11.57,-1.41,-3.43,8.5,5,5,-7.56,8.5,1.18,-1.27,0.14,42,31,9,9
FINNIFTY,150,80,7.95,7.8,0.16,-2.66,8.5,4,5,-5.41,8.5,1.16,-1.17,0.11,40,33,10,8
FINNIFTY,150,90,11.67,10.2,1.47,-3.15,8.5,4,6,-4.37,8.5,1.0,-1.11,0.16,44,29,11,7
FINNIFTY,160,100,9.34,9.74,-0.39,-3.56,8.5,4,7,-4.96,8.5,0.86,-1.28,0.13,48,25,12,6
FINNIFTY,160,110,9.47,10.87,-1.41,-3.65,8.5,4,7,-5.16,8.5,0.84,-1.15,0.13,47,26,11,7
FINNIFTY,160,120,13.4,14.67,-1.27,-3.73,8.5,2,8,-5.61,8.5,0.76,-1.24,0.18,52,21,12,6
FINNIFTY,160,130,11.55,13.27,-1.72,-4.17,8.5,2,8,-6.06,8.5,0.72,-1.34,0.16,53,20,13,5
FINNIFTY,160,140,12.18,11.21,0.96,-4.26,8.5,2,8,-6.14,8.5,0.69,-1.22,0.17,53,20,12,6
FINNIFTY,160,150,13.78,11.08,2.7,-4.26,8.5,3,8,-6.49,8.5,0.68,-1.02,0.19,52,21,13,5
FINNIFTY,160,160,12.24,9.6,2.63,-4.26,8.5,3,8,-6.96,8.5,0.67,-1.0,0.17,51,22,12,6
FINNIFTY,160,170,11.02,9.12,1.9,-4.26,8.5,3,8,-7.12,8.5,0.64,-0.98,0.15,51,22,12,6
FINNIFTY,160,180,11.31,8.19,3.12,-2.68,8.5,3,8,-5.5,8.5,0.63,-0.88,0.15,50,23,12,6
FINNIFTY,160,190,11.0,7.18,3.82,-2.68,8.5,3,8,-4.6,8.5,0.61,-0.86,0.15,50,23,11,7
FINNIFTY,160,200,10.08,6.57,3.51,-2.68,8.5,3,7,-4.48,8.5,0.6,-0.81,0.14,49,24,12,6
FINNIFTY,160,50,21.78,19.27,2.51,-2.68,8.5,5,4,-5.39,8.61,1.4,-1.04,0.3,40,33,8,10
FINNIFTY,160,60,17.21,15.6,1.61,-2.68,8.5,5,5,-6.21,8.5,1.34,-1.1,0.24,40,33,9,9
FINNIFTY,160,70,9.85,11.26,-1.41,-2.97,8.5,5,5,-7.65,8.5,1.17,-1.27,0.13,42,31,9,9
FINNIFTY,160,80,7.64,7.49,0.16,-2.68,8.5,4,5,-5.51,8.5,1.16,-1.18,0.1,40,33,10,8
FINNIFTY,160,90,11.35,9.89,1.47,-3.27,8.5,4,6,-4.77,8.5,0.99,-1.12,0.16,44,29,10,8
FINNIFTY,170,100,10.06,9.64,0.42,-3.15,8.5,4,6,-5.17,8.5,0.89,-1.15,0.14,46,27,12,6
FINNIFTY,170,110,10.19,10.78,-0.59,-3.38,8.5,4,6,-5.37,8.5,0.87,-1.04,0.14,45,28,11,7
FINNIFTY,170,120,14.12,14.57,-0.45,-3.73,8.5,2,8,-5.82,8.5,0.79,-1.1,0.19,50,23,12,6
FINNIFTY,170,130,12.26,13.17,-0.9,-4.17,8.5,2,8,-6.27,8.5,0.75,-1.17,0.17,51,22,13,5
FINNIFTY,170,140,12.9,11.11,1.78,-4.26,8.5,2,8,-6.36,8.5,0.71,-1.06,0.18,51,22,13,5
FINNIFTY,170,150,14.5,10.98,3.52,-4.26,8.5,3,8,-6.71,8.5,0.7,-0.89,0.2,50,23,14,4
FINNIFTY,170,160,12.95,9.5,3.45,-4.26,8.5,3,8,-7.18,8.5,0.68,-0.92,0.18,50,23,13,5
FINNIFTY,170,170,11.74,9.02,2.72,-4.26,8.5,3,8,-7.33,8.5,0.65,-0.9,0.16,50,23,13,5
FINNIFTY,170,180,12.03,8.09,3.94,-2.81,8.5,3,8,-5.71,8.5,0.64,-0.81,0.16,49,24,12,6
FINNIFTY,170,190,11.72,7.08,4.64,-2.81,8.5,3,8,-4.81,8.5,0.63,-0.79,0.16,49,24,12,6
FINNIFTY,170,200,10.8,6.47,4.33,-2.81,8.5,3,7,-4.69,8.5,0.61,-0.75,0.15,48,25,13,5
FINNIFTY,170,50,22.5,19.17,3.33,-2.81,8.5,5,4,-5.18,8.61,1.44,-0.99,0.31,39,34,8,10
FINNIFTY,170,60,17.93,15.5,2.43,-2.81,8.5,5,4,-5.01,8.5,1.37,-1.04,0.25,39,34,9,9
FINNIFTY,170,70,10.56,11.16,-0.59,-2.87,8.5,5,4,-6.45,8.5,1.2,-1.21,0.14,41,32,9,9
FINNIFTY,170,80,8.36,7.39,0.97,-2.81,8.5,4,4,-4.74,8.5,1.19,-1.12,0.11,39,34,10,8
FINNIFTY,170,90,12.07,9.79,2.29,-2.97,8.5,4,6,-4.98,8.5,1.04,-1.01,0.17,42,31,10,8
FINNIFTY,180,100,9.85,9.64,0.21,-3.29,8.5,4,6,-5.44,8.5,0.91,-1.18,0.13,46,27,12,6
FINNIFTY,180,110,9.98,10.78,-0.8,-3.51,8.5,4,6,-5.64,8.5,0.88,-1.06,0.14,45,28,11,7
FINNIFTY,180,120,13.91,14.58,-0.67,-3.73,8.5,2,8,-6.1,8.5,0.78,-1.17,0.19,51,22,13,5
FINNIFTY,180,130,12.06,13.18,-1.12,-4.17,8.5,2,8,-6.54,8.5,0.73,-1.23,0.17,52,21,13,5
FINNIFTY,180,140,12.69,11.12,1.57,-4.26,8.5,2,8,-6.63,8.5,0.7,-1.12,0.17,52,21,13,5
FINNIFTY,180,150,14.29,10.99,3.3,-4.26,8.5,3,8,-6.98,8.5,0.68,-0.99,0.2,52,21,15,3
FINNIFTY,180,160,12.75,9.51,3.24,-4.26,8.5,3,8,-7.45,8.5,0.68,-0.99,0.17,51,22,14,4
FINNIFTY,180,170,11.53,9.02,2.5,-4.26,8.5,3,8,-7.6,8.5,0.64,-0.97,0.16,51,22,13,5
FINNIFTY,180,180,11.82,8.1,3.72,-3.05,8.5,3,8,-5.98,8.5,0.64,-0.87,0.16,50,23,12,6
FINNIFTY,180,190,11.51,7.09,4.43,-3.05,8.5,3,8,-5.08,8.5,0.62,-0.85,0.16,50,23,12,6
FINNIFTY,180,200,10.59,6.48,4.11,-3.05,8.5,3,7,-4.96,8.5,0.61,-0.8,0.15,49,24,12,6
FINNIFTY,180,50,22.29,19.17,3.11,-3.05,8.5,5,5,-5.57,8.61,1.42,-1.04,0.31,40,33,9,9
FINNIFTY,180,60,17.73,15.51,2.22,-3.05,8.5,5,4,-4.76,8.5,1.38,-1.06,0.24,39,34,9,9
FINNIFTY,180,70,10.36,11.16,-0.81,-3.05,8.5,5,4,-6.21,8.5,1.21,-1.23,0.14,41,32,9,9
FINNIFTY,180,80,8.15,7.39,0.76,-3.05,8.5,4,4,-5.12,8.5,1.2,-1.14,0.11,39,34,10,8
FINNIFTY,180,90,11.87,9.79,2.07,-3.1,8.5,4,6,-5.26,8.5,1.05,-1.04,0.16,42,31,10,8
FINNIFTY,190,100,9.55,9.21,0.33,-3.54,8.5,4,6,-5.6,8.5,0.91,-1.19,0.13,46,27,11,7
FINNIFTY,190,110,9.67,10.35,-0.68,-3.77,8.5,4,6,-5.8,8.5,0.88,-1.07,0.13,45,28,11,7
FINNIFTY,190,120,13.6,14.15,-0.54,-3.73,8.5,2,8,-6.26,8.5,0.78,-1.18,0.19,51,22,13,5
FINNIFTY,190,130,11.75,12.74,-0.99,-4.17,8.5,2,8,-6.7,8.5,0.74,-1.19,0.16,51,22,13,5
FINNIFTY,190,140,12.38,10.69,1.69,-4.26,8.5,2,8,-6.79,8.5,0.71,-1.08,0.17,51,22,13,5
FINNIFTY,190,150,13.98,10.56,3.43,-4.26,8.5,3,8,-7.14,8.5,0.68,-1.01,0.19,52,21,14,4
FINNIFTY,190,160,12.44,9.08,3.36,-4.26,8.5,3,8,-7.61,8.5,0.68,-1.01,0.17,51,22,14,4
FINNIFTY,190,170,11.22,8.59,2.63,-4.26,8.5,3,8,-7.76,8.5,0.65,-0.99,0.15,51,22,12,6
FINNIFTY,190,180,11.52,7.67,3.85,-3.09,8.5,3,8,-6.14,8.5,0.64,-0.89,0.16,50,23,12,6
FINNIFTY,190,190,11.21,6.66,4.55,-3.09,8.5,3,8,-5.24,8.5,0.62,-0.87,0.15,50,23,12,6
FINNIFTY,190,200,10.28,6.05,4.24,-3.09,8.5,3,7,-5.12,8.5,0.61,-0.82,0.14,49,24,12,6
FINNIFTY,190,50,21.98,18.74,3.24,-3.09,8.5,5,5,-5.93,8.61,1.42,-1.05,0.3,40,33,9,9
FINNIFTY,190,60,17.42,15.08,2.34,-3.09,8.5,5,4,-5.11,8.5,1.38,-1.07,0.24,39,34,9,9
FINNIFTY,190,70,10.05,10.73,-0.68,-3.09,8.5,5,4,-6.21,8.5,1.21,-1.24,0.14,41,32,9,9
FINNIFTY,190,80,7.85,6.96,0.88,-3.1,8.5,4,4,-5.48,8.5,1.2,-1.15,0.11,39,34,10,8
FINNIFTY,190,90,11.56,9.36,2.2,-3.36,8.5,4,6,-5.42,8.5,1.05,-1.05,0.16,42,31,10,8
FINNIFTY,200,100,9.09,8.8,0.29,-3.66,8.5,4,6,-5.47,8.5,0.91,-1.21,0.12,46,27,11,7
FINNIFTY,200,110,9.22,9.94,-0.72,-3.88,8.5,4,6,-5.67,8.5,0.88,-1.09,0.13,45,28,10,8
FINNIFTY,200,120,13.15,13.74,-0.59,-3.73,8.5,2,8,-6.12,8.5,0.78,-1.2,0.18,51,22,13,5
FINNIFTY,200,130,11.3,12.33,-1.04,-4.17,8.5,2,8,-6.56,8.5,0.74,-1.21,0.15,51,22,13,5
FINNIFTY,200,140,11.93,10.28,1.65,-4.26,8.5,2,8,-6.65,8.5,0.71,-1.1,0.16,51,22,12,6
FINNIFTY,200,150,13.53,10.15,3.39,-4.26,8.5,3,8,-7.0,8.5,0.68,-1.03,0.19,52,21,14,4
FINNIFTY,200,160,11.99,8.67,3.32,-4.26,8.5,3,8,-7.47,8.5,0.68,-1.03,0.16,51,22,13,5
FINNIFTY,200,170,10.77,8.18,2.59,-4.26,8.5,3,8,-7.63,8.5,0.65,-1.01,0.15,51,22,12,6
FINNIFTY,200,180,11.06,7.26,3.81,-3.34,8.5,3,8,-6.0,8.5,0.64,-0.91,0.15,50,23,12,6
FINNIFTY,200,190,10.76,6.25,4.51,-3.34,8.5,3,8,-5.1,8.5,0.62,-0.89,0.15,50,23,12,6
FINNIFTY,200,200,9.83,5.64,4.2,-3.34,8.5,3,7,-4.98,8.5,0.61,-0.84,0.13,49,24,12,6
FINNIFTY,200,50,21.53,18.33,3.2,-3.34,8.5,5,5,-6.12,8.61,1.42,-1.07,0.29,40,33,9,9
FINNIFTY,200,60,16.97,14.67,2.3,-3.34,8.5,5,4,-5.3,8.5,1.38,-1.09,0.23,39,34,9,9
FINNIFTY,200,70,9.6,10.32,-0.72,-3.34,8.5,5,4,-6.21,8.5,1.21,-1.25,0.13,41,32,9,9
FINNIFTY,200,80,7.39,6.55,0.84,-3.34,8.5,4,4,-5.67,8.5,1.2,-1.16,0.1,39,34,9,9
FINNIFTY,200,90,11.11,8.95,2.16,-3.47,8.5,4,6,-5.28,8.5,1.05,-1.06,0.15,42,31,9,9
FINNIFTY,50,100,5.29,4.06,1.23,-2.82,8.01,4,6,-4.31,9.28,1.28,-1.04,0.07,35,38,8,10
FINNIFTY,50,110,5.41,5.2,0.22,-2.92,8.01,4,6,-4.37,9.28,1.24,-1.0,0.07,35,38,10,8
FINNIFTY,50,120,9.35,8.99,0.35,-2.35,8.01,3,6,-3.63,9.28,1.22,-1.06,0.13,38,35,10,8
FINNIFTY,50,130,7.49,7.59,-0.1,-2.53,8.01,3,6,-4.19,9.28,1.22,-1.05,0.1,37,36,10,8
FINNIFTY,50,140,8.12,5.53,2.59,-2.62,8.01,3,6,-4.67,9.28,1.18,-1.05,0.11,38,35,10,8
FINNIFTY,50,150,9.73,5.4,4.33,-2.62,8.01,3,6,-5.08,9.28,1.15,-1.03,0.13,39,34,10,8
FINNIFTY,50,160,8.18,3.92,4.26,-2.77,8.01,4,6,-5.54,9.28,1.14,-1.07,0.11,39,34,10,8
FINNIFTY,50,170,6.96,3.44,3.53,-2.93,8.01,4,6,-5.7,9.28,1.14,-1.11,0.1,39,34,11,7
FINNIFTY,50,180,7.26,2.51,4.75,-3.24,8.01,4,6,-4.08,9.28,1.13,-1.08,0.1,39,34,10,8
FINNIFTY,50,190,6.95,1.5,5.45,-3.25,8.01,4,6,-3.28,9.38,1.08,-1.1,0.1,40,33,10,8
FINNIFTY,50,200,6.03,0.89,5.14,-3.37,8.01,4,6,-3.37,9.38,1.08,-1.06,0.08,39,34,9,9
FINNIFTY,50,50,17.72,13.59,4.14,-2.13,8.01,7,4,-4.84,9.43,1.52,-0.7,0.24,31,42,12,6
FINNIFTY,50,60,13.16,9.92,3.24,-2.13,8.01,6,4,-4.7,9.28,1.47,-0.83,0.18,32,41,12,6
FINNIFTY,50,70,5.79,5.58,0.21,-2.42,8.01,8,4,-6.59,9.28,1.54,-0.88,0.08,29,44,10,8
FINNIFTY,50,80,3.59,1.81,1.78,-2.51,8.01,6,4,-5.06,9.28,1.44,-0.98,0.05,31,42,8,10
FINNIFTY,50,90,7.3,4.21,3.09,-2.51,8.01,6,4,-4.15,9.28,1.39,-0.96,0.1,33,40,9,9
FINNIFTY,60,100,6.24,6.45,-0.22,-2.56,8.37,4,5,-3.96,9.49,1.12,-1.1,0.09,39,34,11,7
FINNIFTY,60,110,6.36,7.59,-1.23,-2.61,8.37,4,3,-4.08,9.49,1.14,-0.99,0.09,37,36,10,8
FINNIFTY,60,120,10.3,11.39,-1.09,-2.64,8.37,3,8,-3.97,9.49,1.07,-1.11,0.14,42,31,10,8
FINNIFTY,60,130,8.44,9.99,-1.54,-2.74,8.37,3,8,-4.54,9.49,1.06,-1.09,0.12,41,32,10,8
FINNIFTY,60,140,9.07,7.93,1.14,-2.83,8.37,3,8,-5.02,9.49,1.04,-1.05,0.12,41,32,10,8
FINNIFTY,60,150,10.68,7.8,2.88,-2.83,8.37,3,8,-5.42,9.49,1.03,-1.05,0.15,42,31,10,8
FINNIFTY,60,160,9.13,6.32,2.81,-2.83,8.37,4,8,-5.89,9.49,1.05,-1.06,0.13,41,32,11,7
FINNIFTY,60,170,7.92,5.83,2.08,-3.29,8.37,4,8,-6.04,9.49,1.02,-1.13,0.11,42,31,10,8
FINNIFTY,60,180,8.21,4.91,3.3,-3.65,8.37,4,8,-4.42,9.49,1.01,-1.1,0.11,42,31,10,8
FINNIFTY,60,190,7.9,3.9,4.0,-3.66,8.37,4,8,-3.66,9.49,0.99,-1.08,0.11,42,31,10,8
FINNIFTY,60,200,6.98,3.29,3.69,-3.78,8.37,4,7,-3.78,9.49,0.98,-1.04,0.1,41,32,10,8
FINNIFTY,60,50,18.68,15.98,2.69,-2.42,8.37,4,4,-4.47,9.49,1.56,-0.76,0.26,32,41,12,6
