Underlying,Call TSL,Put TSL,Total Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
FINNIFTY,60,60,14.11,12.32,1.79,-2.42,8.37,4,4,-5.22,9.49,1.39,-0.91,0.19,35,38,12,6
FINNIFTY,60,70,6.74,7.97,-1.23,-2.68,8.37,6,4,-6.43,9.49,1.4,-0.98,0.09,33,40,9,9
FINNIFTY,60,80,4.54,4.2,0.33,-2.54,8.37,5,4,-5.5,9.49,1.25,-1.09,0.06,36,37,10,8
FINNIFTY,60,90,8.25,6.6,1.65,-2.42,8.37,5,5,-4.59,9.49,1.19,-1.05,0.11,38,35,11,7
FINNIFTY,70,100,6.43,6.0,0.44,-2.88,8.5,5,5,-3.98,9.1,1.02,-1.18,0.09,42,31,12,6
FINNIFTY,70,110,6.56,7.14,-0.58,-2.88,8.5,5,5,-4.16,9.1,1.01,-1.09,0.09,41,32,10,8
FINNIFTY,70,120,10.49,10.93,-0.44,-2.88,8.5,5,8,-4.21,9.1,0.97,-1.18,0.14,45,28,10,8
FINNIFTY,70,130,8.64,9.53,-0.89,-2.93,8.5,5,8,-4.77,9.1,0.94,-1.21,0.12,45,28,10,8
FINNIFTY,70,140,9.27,7.47,1.8,-3.01,8.5,5,8,-5.26,9.1,0.88,-1.23,0.13,47,26,10,8
FINNIFTY,70,150,10.87,7.34,3.53,-3.01,8.5,5,8,-5.66,9.1,0.86,-1.21,0.15,48,25,11,7
FINNIFTY,70,160,9.33,5.86,3.46,-3.01,8.5,5,8,-6.13,9.1,0.87,-1.21,0.13,47,26,11,7
FINNIFTY,70,170,8.11,5.38,2.73,-3.01,8.5,5,8,-6.28,9.1,0.85,-1.23,0.11,47,26,11,7
FINNIFTY,70,180,8.4,4.45,3.95,-2.99,8.5,5,8,-4.66,9.1,0.86,-1.15,0.12,46,27,11,7
FINNIFTY,70,190,8.1,3.44,4.65,-3.13,8.5,5,8,-4.1,9.1,0.84,-1.13,0.11,46,27,11,7
FINNIFTY,70,200,7.17,2.83,4.34,-3.01,8.5,5,7,-4.1,9.1,0.83,-1.08,0.1,45,28,10,8
FINNIFTY,70,50,18.87,15.53,3.34,-2.88,8.5,7,4,-5.36,9.1,1.46,-0.85,0.26,35,38,10,8
FINNIFTY,70,60,14.31,11.86,2.45,-2.88,8.5,7,5,-6.18,9.1,1.3,-1.01,0.2,38,35,11,7
FINNIFTY,70,70,6.94,7.52,-0.58,-3.13,8.5,6,5,-7.63,9.1,1.21,-1.18,0.1,39,34,10,8
FINNIFTY,70,80,4.73,3.75,0.99,-3.0,8.5,5,5,-6.05,9.1,1.14,-1.24,0.06,40,33,10,8
FINNIFTY,70,90,8.45,6.15,2.3,-2.88,8.5,5,5,-5.14,9.1,1.09,-1.2,0.12,42,31,11,7
FINNIFTY,80,100,7.38,8.02,-0.64,-3.06,8.5,4,5,-4.84,8.94,1.02,-1.21,0.1,43,30,11,7
FINNIFTY,80,110,7.51,9.16,-1.65,-3.06,8.5,4,5,-4.87,8.94,1.0,-1.11,0.1,42,31,13,5
FINNIFTY,80,120,11.44,12.96,-1.52,-3.18,8.5,4,10,-4.52,8.94,0.93,-1.16,0.16,46,27,12,6
FINNIFTY,80,130,9.59,11.55,-1.97,-3.63,8.5,4,10,-4.66,8.94,0.89,-1.23,0.13,47,26,12,6
FINNIFTY,80,140,10.22,9.5,0.72,-3.72,8.5,4,10,-3.72,8.94,0.83,-1.19,0.14,48,25,12,6
FINNIFTY,80,150,11.82,9.36,2.46,-3.72,8.5,4,10,-4.25,8.94,0.82,-1.11,0.16,48,25,12,6
FINNIFTY,80,160,10.28,7.89,2.39,-3.72,8.5,4,10,-4.72,8.94,0.83,-1.1,0.14,47,26,12,6
FINNIFTY,80,170,9.06,7.4,1.66,-3.72,8.5,4,10,-4.88,8.94,0.79,-1.15,0.12,48,25,11,7
FINNIFTY,80,180,9.35,6.48,2.88,-3.06,8.5,4,10,-3.25,8.94,0.81,-1.03,0.13,46,27,11,7
FINNIFTY,80,190,9.04,5.47,3.58,-3.06,8.5,4,10,-3.52,8.94,0.79,-1.01,0.12,46,27,11,7
FINNIFTY,80,200,8.12,4.85,3.27,-3.06,8.5,4,10,-2.97,8.94,0.78,-0.96,0.11,45,28,11,7
FINNIFTY,80,50,19.82,17.55,2.27,-3.06,8.5,5,4,-6.45,8.94,1.44,-0.99,0.27,38,35,12,6
FINNIFTY,80,60,15.26,13.89,1.37,-3.06,8.5,5,4,-7.27,8.94,1.34,-1.09,0.21,39,34,11,7
FINNIFTY,80,70,7.89,9.54,-1.65,-3.35,8.5,5,7,-8.72,8.94,1.22,-1.24,0.11,40,33,11,7
FINNIFTY,80,80,5.68,5.77,-0.09,-3.22,8.5,5,5,-6.61,8.94,1.21,-1.22,0.08,39,34,12,6
FINNIFTY,80,90,9.4,8.17,1.22,-3.06,8.5,4,5,-5.26,8.94,1.11,-1.2,0.13,42,31,12,6
FINNIFTY,90,100,7.89,7.38,0.51,-3.05,8.5,4,5,-3.53,8.53,0.94,-1.23,0.11,45,28,10,8
FINNIFTY,90,110,8.02,8.52,-0.5,-3.25,8.5,4,5,-3.68,8.53,0.95,-1.09,0.11,43,30,11,7
FINNIFTY,90,120,11.95,12.31,-0.37,-3.7,8.5,4,10,-3.7,8.53,0.89,-1.14,0.16,47,26,11,7
FINNIFTY,90,130,10.09,10.91,-0.82,-4.15,8.5,4,10,-4.15,8.53,0.84,-1.2,0.14,48,25,12,6
FINNIFTY,90,140,10.72,8.85,1.87,-4.24,8.5,4,10,-4.24,8.53,0.8,-1.1,0.15,48,25,12,6
FINNIFTY,90,150,12.33,8.72,3.61,-4.24,8.5,4,10,-4.88,8.53,0.79,-1.02,0.17,48,25,12,6
FINNIFTY,90,160,10.78,7.24,3.54,-4.24,8.5,4,10,-5.35,8.53,0.78,-1.06,0.15,48,25,11,7
FINNIFTY,90,170,9.57,6.76,2.81,-4.24,8.5,4,10,-5.51,8.53,0.73,-1.09,0.13,49,24,11,7
FINNIFTY,90,180,9.86,5.83,4.03,-2.88,8.5,4,10,-3.89,8.53,0.74,-0.96,0.14,47,26,11,7
FINNIFTY,90,190,9.55,4.82,4.73,-2.88,8.5,4,10,-3.68,8.53,0.72,-0.94,0.13,47,26,11,7
FINNIFTY,90,200,8.63,4.21,4.42,-2.88,8.5,4,10,-3.13,8.53,0.71,-0.89,0.12,46,27,12,6
FINNIFTY,90,50,20.33,16.91,3.42,-2.75,8.5,5,5,-4.89,8.53,1.4,-1.01,0.28,39,34,10,8
FINNIFTY,90,60,15.76,13.24,2.52,-2.75,8.5,5,5,-5.71,8.53,1.33,-1.07,0.22,39,34,10,8
FINNIFTY,90,70,8.39,8.9,-0.5,-2.82,8.5,5,7,-7.16,8.53,1.22,-1.22,0.11,40,33,11,7
FINNIFTY,90,80,6.19,5.13,1.06,-3.18,8.5,4,5,-4.99,8.53,1.17,-1.23,0.08,40,33,11,7
FINNIFTY,90,90,9.9,7.53,2.38,-3.02,8.5,4,5,-3.74,8.53,1.06,-1.18,0.14,43,30,12,6
