Underlying,Call TSL,Put TSL,Total Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
FINNIFTY,60,200,11.99,8.15,3.84,-3.94,3.7,5,5,-6.7,7.24,1.08,-1.15,0.16,44,31,12,6
FINNIFTY,60,50,6.35,4.34,2.01,-1.85,2.66,4,5,-4.74,7.13,1.11,-0.81,0.08,35,40,10,8
FINNIFTY,60,60,8.87,6.03,2.84,-1.88,2.51,4,4,-4.46,6.72,1.12,-0.8,0.12,36,39,10,8
FINNIFTY,60,70,13.79,10.69,3.1,-1.97,2.45,4,4,-2.99,6.0,1.04,-0.85,0.18,41,34,12,6
FINNIFTY,60,80,12.97,10.31,2.66,-2.09,2.45,4,4,-3.88,4.88,1.07,-0.8,0.17,39,36,12,6
FINNIFTY,60,90,15.08,13.1,1.99,-2.33,3.54,6,5,-4.57,8.13,1.13,-0.81,0.2,39,36,11,7
FINNIFTY,70,100,4.53,8.35,-3.82,-2.48,3.17,5,5,-6.11,6.5,0.98,-0.99,0.06,40,35,10,8
FINNIFTY,70,110,3.53,8.62,-5.08,-2.56,3.17,4,5,-6.38,6.0,0.94,-1.03,0.05,41,34,10,8
FINNIFTY,70,120,4.26,10.24,-5.98,-2.85,3.17,4,4,-6.82,5.64,0.94,-1.01,0.06,41,34,10,8
FINNIFTY,70,130,6.3,9.86,-3.55,-2.94,3.17,4,4,-6.16,5.38,1.02,-0.93,0.08,39,36,11,7
FINNIFTY,70,140,4.95,8.53,-3.58,-3.22,3.17,4,4,-6.26,5.29,1.04,-0.99,0.07,39,36,11,7
FINNIFTY,70,150,4.29,7.88,-3.59,-3.22,3.51,4,4,-6.3,5.14,1.06,-0.97,0.06,38,37,9,9
FINNIFTY,70,160,8.19,9.94,-1.75,-3.36,3.51,4,3,-6.37,5.17,1.05,-0.91,0.11,39,36,9,9
FINNIFTY,70,170,8.26,9.87,-1.61,-3.41,3.51,4,5,-6.66,5.07,1.0,-0.96,0.11,41,34,10,8
FINNIFTY,70,180,8.27,9.27,-1.0,-3.74,3.51,4,6,-7.13,6.04,0.99,-1.01,0.11,42,33,11,7
FINNIFTY,70,190,7.39,8.27,-0.88,-3.93,3.51,4,6,-7.41,6.58,1.05,-1.05,0.1,41,34,11,7
FINNIFTY,70,200,8.31,8.05,0.27,-3.94,3.51,4,6,-7.11,6.58,1.04,-1.07,0.11,42,33,11,7
FINNIFTY,70,50,2.67,4.25,-1.57,-2.09,2.66,4,4,-5.42,8.1,1.08,-0.93,0.04,36,39,8,10
FINNIFTY,70,60,5.19,5.94,-0.74,-1.91,2.51,4,4,-5.14,7.69,1.08,-0.92,0.07,37,38,9,9
FINNIFTY,70,70,10.12,10.6,-0.48,-1.97,2.31,4,5,-3.15,6.97,1.0,-0.9,0.13,41,34,10,8
FINNIFTY,70,80,9.29,10.21,-0.92,-2.09,2.29,4,5,-4.48,5.84,0.97,-0.89,0.12,41,34,10,8
FINNIFTY,70,90,11.41,13.0,-1.59,-2.33,3.17,5,5,-5.18,6.87,1.03,-0.85,0.15,40,35,11,7
FINNIFTY,80,100,-0.63,5.22,-5.86,-2.87,2.96,7,4,-7.21,5.58,0.86,-1.0,-0.01,40,35,9,9
FINNIFTY,80,110,-1.63,5.49,-7.12,-2.95,2.96,5,4,-7.48,5.07,0.83,-1.05,-0.02,41,34,8,10
FINNIFTY,80,120,-0.91,7.11,-8.02,-3.24,2.96,4,4,-7.92,4.73,0.8,-1.04,-0.01,42,33,10,8
FINNIFTY,80,130,1.14,6.73,-5.59,-3.33,2.96,3,4,-6.75,4.52,0.85,-0.94,0.02,40,35,9,9
FINNIFTY,80,140,-0.22,5.4,-5.61,-3.61,2.96,3,5,-6.85,4.52,0.88,-0.96,-0.0,39,36,8,10
FINNIFTY,80,150,-0.87,4.75,-5.63,-3.61,2.99,4,5,-6.89,4.52,0.91,-0.95,-0.01,38,37,8,10
FINNIFTY,80,160,3.02,6.81,-3.79,-3.75,2.99,4,5,-6.95,4.94,0.87,-0.9,0.04,40,35,10,8
FINNIFTY,80,170,3.09,6.74,-3.65,-3.8,2.99,4,5,-7.24,4.85,0.83,-0.96,0.04,42,33,11,7
FINNIFTY,80,180,3.11,6.14,-3.03,-4.13,2.99,4,5,-7.72,5.82,0.84,-0.98,0.04,42,33,11,7
FINNIFTY,80,190,2.23,5.14,-2.91,-4.32,2.99,4,5,-8.0,6.36,0.87,-1.04,0.03,42,33,11,7
FINNIFTY,80,200,3.15,4.92,-1.77,-4.33,2.99,4,5,-7.7,6.36,0.86,-1.06,0.04,43,32,11,7
FINNIFTY,80,50,-2.49,1.12,-3.61,-2.29,2.66,6,4,-5.24,8.47,0.99,-1.03,-0.03,37,38,9,9
FINNIFTY,80,60,0.03,2.81,-2.78,-2.4,2.51,6,4,-4.95,8.07,1.0,-1.02,0.0,38,37,8,10
FINNIFTY,80,70,4.96,7.47,-2.51,-2.36,2.31,5,4,-3.73,7.34,0.94,-0.93,0.07,40,35,10,8
FINNIFTY,80,80,4.13,7.08,-2.95,-2.48,2.08,5,5,-5.58,6.22,0.89,-0.89,0.06,40,35,10,8
FINNIFTY,80,90,6.25,9.87,-3.63,-2.72,2.96,7,4,-6.28,5.95,0.92,-0.87,0.08,40,35,10,8
FINNIFTY,90,100,-6.06,2.46,-8.53,-3.3,2.4,7,5,-8.38,4.91,0.77,-1.11,-0.08,41,34,9,9
FINNIFTY,90,110,-7.06,2.73,-9.79,-3.38,2.4,5,5,-8.65,4.45,0.78,-1.1,-0.09,40,35,9,9
FINNIFTY,90,120,-6.34,4.35,-10.69,-3.68,2.4,5,5,-9.08,4.03,0.78,-1.07,-0.08,40,35,9,9
FINNIFTY,90,130,-4.29,3.97,-8.26,-3.77,2.4,5,5,-7.61,3.96,0.82,-1.0,-0.06,39,36,8,10
FINNIFTY,90,140,-5.65,2.64,-8.28,-4.04,2.4,5,4,-7.71,3.96,0.86,-0.99,-0.08,37,38,5,13
FINNIFTY,90,150,-6.3,1.99,-8.3,-4.04,2.69,5,4,-7.75,3.96,0.89,-0.98,-0.08,36,39,5,13
FINNIFTY,90,160,-2.41,4.05,-6.46,-4.18,2.69,5,4,-7.82,3.96,0.86,-0.9,-0.03,37,38,8,10
FINNIFTY,90,170,-2.34,3.98,-6.32,-4.23,2.69,5,6,-8.11,3.96,0.84,-0.93,-0.03,38,37,9,9
FINNIFTY,90,180,-2.32,3.38,-5.7,-4.56,2.69,5,6,-8.58,4.83,0.82,-1.0,-0.03,40,35,9,9
FINNIFTY,90,190,-3.2,2.38,-5.58,-4.75,2.69,5,6,-8.86,5.36,0.85,-1.06,-0.04,40,35,9,9
FINNIFTY,90,200,-2.28,2.16,-4.44,-4.76,2.69,5,6,-8.56,5.36,0.84,-1.08,-0.03,41,34,9,9
FINNIFTY,90,50,-7.92,-1.64,-6.28,-3.16,2.66,6,6,-6.49,9.15,0.98,-1.22,-0.11,38,37,8,10
FINNIFTY,90,60,-5.4,0.05,-5.45,-3.37,2.51,6,9,-6.21,10.99,0.97,-1.26,-0.07,40,35,8,10
FINNIFTY,90,70,-0.47,4.71,-5.18,-2.79,2.31,5,9,-4.6,10.48,0.9,-1.1,-0.01,41,34,10,8
FINNIFTY,90,80,-1.3,4.32,-5.62,-2.91,2.08,5,6,-6.75,6.54,0.84,-1.0,-0.02,40,35,10,8
FINNIFTY,90,90,0.82,7.11,-6.3,-3.15,2.4,7,5,-7.44,5.72,0.84,-0.98,0.01,41,34,10,8
