Underlying,Call TSL,Put TSL,Total Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
FINNIFTY,120,130,1.89,5.12,-3.23,-3.46,1.88,4,5,-4.45,3.59,0.74,-0.89,0.03,42,33,9,9
FINNIFTY,120,140,0.53,3.79,-3.26,-3.51,1.88,4,5,-4.55,3.51,0.78,-0.87,0.01,40,35,7,11
FINNIFTY,120,150,-0.13,3.15,-3.27,-3.73,2.08,4,5,-4.74,3.44,0.77,-0.89,-0.0,40,35,7,11
FINNIFTY,120,160,3.77,5.2,-1.43,-3.76,2.08,4,5,-4.07,3.59,0.77,-0.77,0.05,40,35,11,7
FINNIFTY,120,170,3.84,5.13,-1.29,-3.88,2.08,4,5,-4.02,3.56,0.74,-0.83,0.05,42,33,10,8
FINNIFTY,120,180,3.86,4.54,-0.68,-3.94,2.08,4,5,-4.16,4.3,0.72,-0.9,0.05,44,31,9,9
FINNIFTY,120,190,2.98,3.54,-0.56,-4.22,2.08,4,5,-4.22,4.84,0.76,-0.93,0.04,43,32,9,9
FINNIFTY,120,200,3.9,3.32,0.58,-4.28,2.08,4,5,-4.28,4.84,0.76,-0.95,0.05,44,31,9,9
FINNIFTY,120,50,-1.74,-0.49,-1.25,-3.13,2.66,6,6,-7.01,9.16,1.01,-1.27,-0.02,41,34,8,10
FINNIFTY,120,60,0.78,1.2,-0.42,-3.34,2.63,6,9,-6.72,10.35,0.95,-1.32,0.01,44,31,9,9
FINNIFTY,120,70,5.7,5.86,-0.16,-3.16,2.58,5,9,-4.97,9.84,0.89,-1.14,0.08,45,30,11,7
FINNIFTY,120,80,4.88,5.48,-0.6,-3.16,2.42,5,5,-4.36,6.54,0.83,-0.96,0.07,43,32,11,7
FINNIFTY,120,90,6.99,8.27,-1.27,-3.16,2.32,6,5,-4.26,5.72,0.82,-0.88,0.09,43,32,11,7
FINNIFTY,130,100,2.49,2.35,0.15,-3.27,2.16,6,5,-4.89,4.91,0.77,-0.95,0.03,43,32,11,7
FINNIFTY,130,110,1.5,2.61,-1.11,-3.6,2.09,5,5,-4.84,4.45,0.78,-0.95,0.02,42,33,10,8
FINNIFTY,130,120,2.22,4.23,-2.01,-3.6,1.95,4,5,-4.87,4.03,0.75,-0.94,0.03,43,32,8,10
FINNIFTY,130,130,4.27,3.85,0.42,-2.46,1.74,3,5,-4.88,3.63,0.73,-0.85,0.06,43,32,9,9
FINNIFTY,130,140,2.91,2.52,0.39,-2.46,1.7,3,5,-4.98,3.51,0.76,-0.83,0.04,41,34,6,12
FINNIFTY,130,150,2.25,1.87,0.38,-2.46,1.78,3,5,-5.17,3.26,0.75,-0.84,0.03,41,34,8,10
FINNIFTY,130,160,6.15,3.93,2.22,-2.46,1.78,3,5,-4.5,3.26,0.75,-0.72,0.08,41,34,10,8
FINNIFTY,130,170,6.22,3.86,2.36,-2.46,1.78,3,5,-4.45,3.26,0.71,-0.76,0.08,43,32,10,8
FINNIFTY,130,180,6.24,3.26,2.97,-2.46,1.78,3,5,-4.59,3.96,0.68,-0.82,0.08,45,30,10,8
FINNIFTY,130,190,5.36,2.26,3.09,-2.46,1.78,3,5,-4.59,4.5,0.72,-0.84,0.07,44,31,10,8
FINNIFTY,130,200,6.28,2.04,4.24,-2.82,1.78,3,5,-3.71,4.5,0.72,-0.87,0.08,45,30,11,7
FINNIFTY,130,50,0.64,-1.76,2.4,-3.13,2.66,6,6,-5.99,9.16,1.06,-1.26,0.01,41,34,8,10
FINNIFTY,130,60,3.16,-0.07,3.23,-3.34,2.64,6,9,-6.27,10.11,1.0,-1.25,0.04,43,32,8,10
FINNIFTY,130,70,8.08,4.59,3.49,-3.16,2.58,5,9,-4.93,9.6,0.94,-1.07,0.11,44,31,11,7
FINNIFTY,130,80,7.26,4.2,3.05,-3.02,2.43,5,5,-4.79,6.54,0.88,-0.89,0.1,42,33,11,7
FINNIFTY,130,90,9.37,6.99,2.38,-3.18,2.33,6,5,-4.33,5.72,0.84,-0.84,0.12,43,32,11,7
FINNIFTY,140,100,4.32,1.96,2.35,-3.46,2.56,6,7,-5.46,5.7,0.79,-0.98,0.06,44,31,11,7
FINNIFTY,140,110,3.32,2.23,1.09,-3.78,2.48,5,6,-5.42,5.62,0.78,-1.0,0.04,44,31,9,9
FINNIFTY,140,120,4.04,3.85,0.19,-3.79,2.19,4,6,-5.44,5.17,0.77,-0.97,0.05,44,31,9,9
FINNIFTY,140,130,6.09,3.46,2.62,-2.88,2.1,3,7,-5.45,4.85,0.76,-0.88,0.08,44,31,9,9
FINNIFTY,140,140,4.73,2.14,2.6,-2.88,1.82,3,7,-5.55,4.44,0.78,-0.85,0.06,42,33,7,11
FINNIFTY,140,150,4.07,1.49,2.58,-2.88,1.82,3,7,-5.74,4.33,0.77,-0.86,0.05,42,33,9,9
FINNIFTY,140,160,7.97,3.55,4.42,-2.88,1.75,3,7,-5.07,4.08,0.77,-0.73,0.11,42,33,12,6
FINNIFTY,140,170,8.04,3.48,4.56,-2.88,1.75,3,7,-5.02,3.79,0.73,-0.78,0.11,44,31,11,7
FINNIFTY,140,180,8.06,2.88,5.18,-2.88,1.75,3,8,-5.16,3.89,0.7,-0.83,0.11,46,29,11,7
FINNIFTY,140,190,7.18,1.88,5.3,-2.88,1.75,3,5,-5.16,4.43,0.73,-0.86,0.1,45,30,11,7
FINNIFTY,140,200,8.1,1.66,6.44,-2.88,1.75,3,6,-4.28,4.43,0.73,-0.89,0.11,46,29,12,6
FINNIFTY,140,50,2.46,-2.14,4.6,-3.45,3.28,6,6,-5.89,9.16,1.08,-1.37,0.03,43,32,8,10
FINNIFTY,140,60,4.98,-0.45,5.43,-3.59,3.16,6,9,-6.18,9.91,1.04,-1.31,0.07,44,31,9,9
FINNIFTY,140,70,9.9,4.21,5.7,-3.45,3.07,5,9,-5.26,9.4,0.94,-1.15,0.13,46,29,10,8
FINNIFTY,140,80,9.08,3.82,5.26,-3.45,2.95,5,5,-5.36,6.54,0.9,-0.92,0.12,43,32,12,6
FINNIFTY,140,90,11.2,6.61,4.58,-3.37,2.71,6,7,-4.9,6.18,0.84,-0.89,0.15,45,30,12,6
FINNIFTY,150,100,3.87,0.12,3.75,-3.63,2.56,6,7,-4.81,5.79,0.79,-1.0,0.05,44,31,10,8
FINNIFTY,150,110,2.87,0.38,2.49,-3.96,2.48,5,6,-4.76,5.71,0.8,-0.99,0.04,43,32,9,9
FINNIFTY,150,120,3.6,2.01,1.59,-3.96,2.19,5,6,-4.79,5.27,0.79,-0.95,0.05,43,32,8,10
FINNIFTY,150,130,5.64,1.62,4.02,-2.36,2.09,3,7,-4.8,4.94,0.75,-0.88,0.08,44,31,9,9
FINNIFTY,150,140,4.29,0.29,3.99,-2.36,1.82,3,7,-4.9,4.53,0.77,-0.86,0.06,42,33,7,11
FINNIFTY,150,150,3.63,-0.35,3.98,-2.36,1.82,3,7,-5.09,4.42,0.77,-0.86,0.05,42,33,9,9
FINNIFTY,150,160,7.53,1.71,5.82,-2.36,1.68,3,7,-4.42,4.18,0.76,-0.74,0.1,42,33,10,8
FINNIFTY,150,170,7.6,1.64,5.96,-2.36,1.68,3,7,-4.37,3.88,0.73,-0.75,0.1,43,32,11,7
FINNIFTY,150,180,7.61,1.04,6.57,-2.36,1.68,3,8,-4.51,3.8,0.71,-0.8,0.1,45,30,11,7
FINNIFTY,150,190,6.73,0.04,6.69,-2.36,1.68,3,8,-4.51,4.34,0.7,-0.88,0.09,46,29,11,7
FINNIFTY,150,200,7.65,-0.18,7.84,-2.36,1.68,3,8,-3.63,4.34,0.7,-0.9,0.1,47,28,11,7
FINNIFTY,150,50,2.01,-3.99,6.0,-3.34,3.28,6,6,-6.19,9.16,1.12,-1.37,0.03,42,33,8,10
FINNIFTY,150,60,4.53,-2.3,6.83,-3.68,3.16,6,9,-6.47,9.76,1.05,-1.35,0.06,44,31,8,10
FINNIFTY,150,70,9.46,2.37,7.09,-3.41,3.07,5,9,-5.21,9.25,0.95,-1.18,0.13,46,29,11,7
FINNIFTY,150,80,8.63,1.98,6.66,-3.23,2.95,5,5,-4.71,6.54,0.91,-0.95,0.12,43,32,12,6
FINNIFTY,150,90,10.75,4.77,5.98,-3.54,2.71,6,7,-4.25,6.27,0.85,-0.91,0.14,45,30,11,7
FINNIFTY,160,100,4.75,0.72,4.03,-3.89,3.01,4,7,-5.08,6.24,0.77,-1.13,0.06,47,28,11,7
FINNIFTY,160,110,3.76,0.98,2.78,-4.22,2.93,4,6,-5.03,6.17,0.79,-1.12,0.05,46,29,9,9
FINNIFTY,160,120,4.48,2.61,1.87,-4.23,2.64,4,6,-5.06,5.72,0.79,-1.04,0.06,45,30,9,9
FINNIFTY,160,130,6.53,2.22,4.3,-2.83,2.55,3,7,-5.07,5.4,0.75,-0.96,0.09,46,29,9,9
FINNIFTY,160,140,5.17,0.89,4.28,-2.83,2.27,3,7,-5.16,4.99,0.77,-0.92,0.07,44,31,7,11
FINNIFTY,160,150,4.51,0.25,4.26,-2.83,2.27,3,7,-5.36,4.87,0.76,-0.93,0.06,44,31,8,10
FINNIFTY,160,160,8.41,2.3,6.1,-2.83,2.13,3,7,-4.69,4.63,0.75,-0.8,0.11,44,31,11,7
FINNIFTY,160,170,8.48,2.23,6.24,-2.83,2.08,3,7,-4.64,4.34,0.73,-0.81,0.11,45,30,11,7
FINNIFTY,160,180,8.5,1.64,6.86,-2.83,1.75,3,8,-4.77,3.86,0.69,-0.91,0.11,48,27,10,8
FINNIFTY,160,190,7.62,0.64,6.98,-2.83,1.68,3,8,-4.77,3.96,0.7,-0.96,0.1,48,27,11,7
FINNIFTY,160,200,8.54,0.42,8.12,-2.83,1.68,3,8,-3.9,3.96,0.7,-0.99,0.11,49,26,10,8
FINNIFTY,160,50,2.9,-3.39,6.29,-3.47,3.73,6,6,-5.38,9.16,1.13,-1.43,0.04,43,32,7,11
FINNIFTY,160,60,5.42,-1.7,7.12,-3.82,3.61,6,9,-5.66,10.11,1.04,-1.47,0.07,46,29,8,10
FINNIFTY,160,70,10.34,2.96,7.38,-3.79,3.52,5,9,-4.87,9.6,0.97,-1.26,0.14,47,28,11,7
FINNIFTY,160,80,9.52,2.58,6.94,-3.49,3.4,3,5,-4.98,6.96,0.89,-1.09,0.13,46,29,12,6
FINNIFTY,160,90,11.63,5.37,6.27,-3.81,3.16,4,7,-4.51,6.72,0.85,-1.0,0.16,47,28,12,6
FINNIFTY,170,100,4.28,-0.22,4.5,-4.3,3.13,4,7,-4.74,6.36,0.77,-1.13,0.06,47,28,9,9
FINNIFTY,170,110,3.28,0.04,3.24,-4.62,3.05,4,6,-4.69,6.28,0.78,-1.13,0.04,46,29,10,8
FINNIFTY,170,120,4.0,1.66,2.34,-4.63,2.75,4,6,-4.72,5.83,0.79,-1.05,0.05,45,30,9,9
FINNIFTY,170,130,6.05,1.28,4.77,-2.99,2.66,3,7,-4.73,5.51,0.75,-0.93,0.08,45,30,10,8
FINNIFTY,170,140,4.69,-0.05,4.74,-2.88,2.39,3,7,-4.82,5.1,0.76,-0.92,0.06,44,31,8,10
FINNIFTY,170,150,4.04,-0.69,4.73,-2.88,2.39,3,7,-5.01,4.99,0.75,-0.93,0.05,44,31,8,10
FINNIFTY,170,160,7.93,1.36,6.57,-2.88,2.25,3,7,-4.35,4.74,0.74,-0.8,0.11,44,31,10,8
FINNIFTY,170,170,8.0,1.29,6.71,-2.88,2.2,3,7,-4.3,4.45,0.72,-0.81,0.11,45,30,9,9
FINNIFTY,170,180,8.02,0.7,7.32,-2.88,1.86,3,8,-4.43,3.98,0.68,-0.91,0.11,48,27,9,9
FINNIFTY,170,190,7.14,-0.3,7.44,-2.88,1.68,3,8,-4.43,3.7,0.69,-0.96,0.1,48,27,9,9
FINNIFTY,170,200,8.06,-0.53,8.59,-2.88,1.68,3,8,-3.56,4.0,0.69,-0.99,0.11,49,26,9,9
FINNIFTY,170,50,2.42,-4.33,6.75,-3.53,3.85,6,6,-5.5,9.16,1.14,-1.46,0.03,43,32,7,11
FINNIFTY,170,60,4.94,-2.64,7.58,-3.88,3.72,6,9,-5.78,10.04,1.05,-1.49,0.07,46,29,8,10
FINNIFTY,170,70,9.86,2.02,7.84,-4.17,3.64,5,9,-4.54,9.53,0.98,-1.29,0.13,47,28,11,7
FINNIFTY,170,80,9.04,1.63,7.41,-3.9,3.52,3,5,-4.64,7.07,0.9,-1.11,0.12,46,29,12,6
FINNIFTY,170,90,11.16,4.43,6.73,-4.21,3.28,4,7,-4.21,6.83,0.84,-1.01,0.15,47,28,12,6
FINNIFTY,180,100,3.95,-0.61,4.56,-4.22,3.13,4,7,-4.51,6.36,0.77,-1.16,0.05,47,28,10,8
FINNIFTY,180,110,2.96,-0.34,3.3,-4.55,3.05,4,6,-4.57,6.28,0.79,-1.15,0.04,46,29,11,7
FINNIFTY,180,120,3.68,1.28,2.4,-4.55,2.75,4,6,-4.56,5.83,0.79,-1.07,0.05,45,30,9,9
FINNIFTY,180,130,5.72,0.9,4.83,-3.08,2.66,3,7,-4.5,5.51,0.75,-0.94,0.08,45,30,10,8
FINNIFTY,180,140,4.37,-0.43,4.8,-3.08,2.39,3,7,-4.6,5.1,0.76,-0.93,0.06,44,31,8,10
FINNIFTY,180,150,3.71,-1.08,4.79,-3.08,2.39,3,7,-4.79,4.99,0.75,-0.94,0.05,44,31,8,10
FINNIFTY,180,160,7.61,0.98,6.63,-3.08,2.25,3,7,-4.12,4.74,0.74,-0.81,0.1,44,31,9,9
FINNIFTY,180,170,7.68,0.91,6.77,-3.08,2.2,3,7,-4.07,4.45,0.72,-0.82,0.1,45,30,9,9
FINNIFTY,180,180,7.7,0.31,7.38,-3.08,1.86,3,8,-4.21,3.98,0.68,-0.92,0.1,48,27,9,9
FINNIFTY,180,190,6.82,-0.69,7.5,-3.08,1.68,3,8,-4.21,3.7,0.69,-0.97,0.09,48,27,9,9
FINNIFTY,180,200,7.74,-0.91,8.65,-3.08,1.68,3,8,-3.33,4.0,0.69,-1.0,0.1,49,26,9,9
FINNIFTY,180,50,2.1,-4.71,6.81,-3.55,3.85,6,6,-5.67,9.16,1.14,-1.47,0.03,43,32,7,11
FINNIFTY,180,60,4.62,-3.02,7.64,-3.89,3.72,6,9,-5.96,10.29,1.06,-1.52,0.06,46,29,8,10
FINNIFTY,180,70,9.54,1.64,7.9,-4.19,3.64,5,9,-4.71,9.79,0.99,-1.31,0.13,47,28,11,7
FINNIFTY,180,80,8.72,1.25,7.47,-3.87,3.52,3,5,-4.41,7.07,0.91,-1.14,0.12,46,29,11,7
FINNIFTY,180,90,10.83,4.04,6.79,-4.13,3.28,4,7,-4.13,6.83,0.85,-1.03,0.14,47,28,12,6
FINNIFTY,190,100,2.57,-1.47,4.04,-4.39,3.13,4,7,-4.89,6.36,0.78,-1.15,0.03,46,29,10,8
FINNIFTY,190,110,1.57,-1.21,2.79,-4.72,3.05,4,6,-4.84,6.28,0.8,-1.14,0.02,45,30,11,7
FINNIFTY,190,120,2.29,0.41,1.88,-4.72,2.75,4,6,-4.87,5.83,0.81,-1.07,0.03,44,31,10,8
FINNIFTY,190,130,4.34,0.03,4.31,-3.29,2.66,4,7,-4.88,5.51,0.78,-0.92,0.06,43,32,10,8
FINNIFTY,190,140,2.99,-1.3,4.29,-3.29,2.39,4,7,-4.97,5.1,0.78,-0.9,0.04,42,33,8,10
FINNIFTY,190,150,2.33,-1.95,4.27,-3.29,2.39,4,7,-5.17,4.99,0.77,-0.91,0.03,42,33,8,10
FINNIFTY,190,160,6.22,0.11,6.11,-3.29,2.25,3,7,-4.5,4.74,0.76,-0.78,0.08,42,33,10,8
FINNIFTY,190,170,6.29,0.04,6.25,-3.29,2.2,3,7,-4.45,4.45,0.73,-0.84,0.08,44,31,9,9
FINNIFTY,190,180,6.31,-0.56,6.87,-3.29,1.86,3,8,-4.58,3.98,0.69,-0.93,0.08,47,28,9,9
FINNIFTY,190,190,5.43,-1.55,6.99,-3.29,1.68,3,8,-4.58,3.7,0.72,-0.95,0.07,46,29,9,9
FINNIFTY,190,200,6.35,-1.78,8.13,-3.29,1.68,3,8,-3.71,4.0,0.72,-0.97,0.08,47,28,9,9
FINNIFTY,190,50,0.71,-5.58,6.29,-3.55,3.85,4,6,-5.04,9.16,1.14,-1.51,0.01,43,32,7,11
FINNIFTY,190,60,3.23,-3.89,7.13,-3.96,3.72,4,9,-5.21,10.29,1.06,-1.57,0.04,46,29,8,10
FINNIFTY,190,70,8.16,0.77,7.39,-4.49,3.64,5,9,-4.83,9.79,1.01,-1.32,0.11,46,29,11,7
FINNIFTY,190,80,7.33,0.38,6.95,-4.18,3.52,4,5,-4.79,7.07,0.94,-1.16,0.1,45,30,11,7
FINNIFTY,190,90,9.45,3.17,6.27,-4.3,3.28,4,7,-4.32,6.83,0.86,-1.04,0.13,46,29,12,6
FINNIFTY,200,100,1.79,-1.97,3.76,-4.31,3.13,4,7,-5.06,6.36,0.77,-1.17,0.02,46,29,10,8
FINNIFTY,200,110,0.79,-1.71,2.5,-4.64,3.05,4,6,-5.01,6.28,0.79,-1.16,0.01,45,30,11,7
FINNIFTY,200,120,1.51,-0.08,1.6,-4.64,2.75,4,6,-5.04,5.83,0.8,-1.08,0.02,44,31,10,8
FINNIFTY,200,130,3.56,-0.47,4.03,-3.31,2.66,4,7,-5.05,5.51,0.77,-0.93,0.05,43,32,10,8
FINNIFTY,200,140,2.2,-1.8,4.0,-3.31,2.39,4,7,-5.14,5.1,0.77,-0.91,0.03,42,33,8,10
FINNIFTY,200,150,1.55,-2.44,3.99,-3.31,2.39,4,7,-5.33,4.99,0.76,-0.92,0.02,42,33,8,10
FINNIFTY,200,160,5.44,-0.39,5.83,-3.31,2.25,3,7,-4.66,4.74,0.75,-0.79,0.07,42,33,10,8
FINNIFTY,200,170,5.51,-0.46,5.97,-3.31,2.2,3,7,-4.62,4.45,0.73,-0.85,0.07,44,31,9,9
FINNIFTY,200,180,5.53,-1.05,6.58,-3.31,1.86,3,8,-4.75,3.98,0.69,-0.95,0.07,47,28,9,9
FINNIFTY,200,190,4.65,-2.05,6.7,-3.31,1.68,3,8,-4.75,3.7,0.71,-0.97,0.06,46,29,9,9
FINNIFTY,200,200,5.57,-2.27,7.85,-3.31,1.68,3,8,-3.88,4.0,0.71,-1.0,0.07,47,28,9,9
FINNIFTY,200,50,-0.07,-6.08,6.01,-3.75,3.85,4,6,-5.31,9.16,1.12,-1.59,-0.0,44,31,8,10
FINNIFTY,200,60,2.45,-4.39,6.84,-4.29,3.72,4,9,-5.48,10.27,1.04,-1.66,0.03,47,28,8,10
FINNIFTY,200,70,7.37,0.27,7.1,-4.83,3.64,5,9,-4.94,9.77,0.99,-1.4,0.1,47,28,10,8
FINNIFTY,200,80,6.55,-0.11,6.66,-4.51,3.52,4,5,-4.96,7.07,0.92,-1.23,0.09,46,29,11,7
FINNIFTY,200,90,8.67,2.68,5.99,-4.22,3.28,4,7,-4.49,6.83,0.85,-1.05,0.12,46,29,12,6
FINNIFTY,50,100,14.0,12.7,1.29,-2.48,3.65,4,6,-4.96,8.72,1.19,-0.9,0.19,39,36,12,6
FINNIFTY,50,110,13.0,12.97,0.03,-2.56,3.65,4,6,-5.23,8.22,1.17,-0.9,0.17,39,36,11,7
FINNIFTY,50,120,13.72,14.59,-0.87,-2.85,3.65,4,6,-5.66,7.78,1.1,-0.98,0.18,42,33,12,6
FINNIFTY,50,130,15.77,14.2,1.56,-2.94,3.65,5,5,-5.49,7.02,1.17,-0.95,0.21,41,34,13,5
FINNIFTY,50,140,14.41,12.88,1.54,-3.28,3.65,5,5,-5.59,6.93,1.24,-1.0,0.19,40,35,11,7
FINNIFTY,50,150,13.75,12.23,1.52,-3.22,3.99,5,5,-5.63,6.78,1.21,-1.06,0.18,41,34,11,7
FINNIFTY,50,160,17.65,14.29,3.36,-3.36,3.99,5,6,-5.7,7.65,1.19,-1.04,0.24,43,32,12,6
FINNIFTY,50,170,17.72,14.22,3.5,-3.41,3.99,5,6,-5.99,7.34,1.14,-1.12,0.24,45,30,12,6
FINNIFTY,50,180,17.74,13.62,4.12,-3.74,3.99,5,6,-6.46,8.24,1.16,-1.15,0.24,45,30,12,6
FINNIFTY,50,190,16.86,12.62,4.24,-3.93,3.99,5,5,-6.74,7.65,1.24,-1.14,0.22,43,32,12,6
FINNIFTY,50,200,17.78,12.4,5.38,-3.94,3.99,5,5,-6.44,7.65,1.22,-1.16,0.24,44,31,12,6
FINNIFTY,50,50,12.14,8.6,3.54,-1.76,2.82,4,7,-3.87,7.49,1.11,-0.76,0.16,37,38,9,9
FINNIFTY,50,60,14.66,10.29,4.37,-1.88,2.82,4,5,-3.6,7.08,1.17,-0.71,0.2,36,39,12,6
FINNIFTY,50,70,19.58,14.95,4.64,-1.97,2.82,4,4,-3.15,6.36,1.14,-0.75,0.26,40,35,13,5
FINNIFTY,50,80,18.76,14.56,4.2,-2.09,2.82,4,4,-3.69,5.23,1.13,-0.76,0.25,40,35,13,5
FINNIFTY,50,90,20.87,17.35,3.52,-2.33,3.65,4,6,-4.02,9.09,1.2,-0.78,0.28,40,35,12,6
FINNIFTY,60,100,8.2,8.45,-0.25,-2.48,3.54,6,5,-5.51,7.76,1.11,-0.92,0.11,38,37,10,8
FINNIFTY,60,110,7.21,8.71,-1.5,-2.56,3.54,4,5,-5.77,7.26,1.06,-0.94,0.1,39,36,10,8
FINNIFTY,60,120,7.93,10.34,-2.41,-2.85,3.54,4,5,-6.21,6.81,0.96,-1.05,0.11,43,32,11,7
FINNIFTY,60,130,9.98,9.95,0.02,-2.94,3.54,5,4,-5.75,6.35,1.07,-0.94,0.13,40,35,11,7
FINNIFTY,60,140,8.62,8.62,-0.0,-3.22,3.54,5,4,-5.85,6.26,1.1,-1.01,0.11,40,35,11,7
FINNIFTY,60,150,7.96,7.98,-0.02,-3.22,3.7,5,4,-5.89,6.11,1.08,-1.06,0.11,41,34,11,7
FINNIFTY,60,160,11.86,10.03,1.82,-3.36,3.7,5,4,-5.96,5.83,1.07,-1.0,0.16,42,33,11,7
FINNIFTY,60,170,11.93,9.96,1.96,-3.41,3.7,5,5,-6.25,5.73,1.05,-1.04,0.16,43,32,11,7
FINNIFTY,60,180,11.95,9.37,2.58,-3.74,3.7,5,5,-6.72,6.7,1.04,-1.09,0.16,44,31,11,7
FINNIFTY,60,190,11.07,8.37,2.7,-3.93,3.7,5,5,-7.0,7.24,1.1,-1.13,0.15,43,32,11,7
