Underlying,Call HSL,Put HSL,Total Return,2021 Return,2022 Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
NIFTY,160,70,-69.33,-1.34,-56.08,-4.14,-7.78,-56.93,2.64,5,5,-57.57,4.02,0.51,-1.59,-0.4,98,75,20,22
NIFTY,160,80,-69.32,0.66,-59.9,-2.9,-7.18,-59.07,2.39,5,5,-59.7,3.3,0.49,-1.57,-0.4,98,75,21,21
NIFTY,160,90,-69.67,-0.34,-59.99,-3.29,-6.05,-60.77,2.02,5,5,-61.4,2.77,0.46,-1.58,-0.4,100,73,20,22
NIFTY,170,100,-71.86,-2.33,-61.35,-3.01,-5.17,-60.77,1.7,5,7,-61.4,3.12,0.44,-1.59,-0.42,100,73,21,21
NIFTY,170,110,-68.63,-2.12,-60.5,-3.24,-2.77,-60.77,1.38,5,8,-61.4,4.78,0.44,-1.52,-0.4,99,74,19,23
NIFTY,170,120,-68.57,-3.07,-61.38,-3.88,-0.24,-61.45,1.17,5,8,-62.08,4.45,0.44,-1.51,-0.4,99,74,22,20
NIFTY,170,130,-70.95,-4.1,-62.71,-4.3,0.15,-63.04,1.17,5,8,-63.68,4.07,0.44,-1.52,-0.41,98,75,22,20
NIFTY,170,140,-68.53,-0.56,-63.11,-5.1,0.25,-63.84,1.17,5,8,-64.47,3.66,0.44,-1.49,-0.4,98,75,24,18
NIFTY,170,150,-69.93,-1.45,-63.39,-5.34,0.25,-63.84,1.17,5,8,-64.47,3.16,0.44,-1.48,-0.4,97,76,24,18
NIFTY,170,160,-69.77,-0.63,-63.67,-5.72,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.45,-0.4,96,77,25,17
NIFTY,170,170,-70.95,-0.92,-64.18,-6.1,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.49,-0.41,97,76,24,18
NIFTY,170,180,-72.57,-1.52,-64.66,-6.65,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.49,-0.42,96,77,24,18
NIFTY,170,190,-72.19,-1.23,-64.9,-6.3,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.48,-0.42,96,77,24,18
NIFTY,170,200,-73.01,-1.37,-65.3,-6.59,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.49,-0.42,96,77,23,19
NIFTY,170,50,-69.89,-1.13,-54.16,-4.45,-10.15,-53.35,3.25,7,5,-53.98,4.8,0.6,-1.52,-0.4,91,82,17,25
NIFTY,170,60,-75.57,-5.0,-54.37,-5.49,-10.72,-54.49,2.95,6,5,-55.12,4.46,0.56,-1.54,-0.44,91,82,18,24
NIFTY,170,70,-70.3,-1.95,-56.14,-4.42,-7.78,-56.93,2.64,5,5,-57.57,4.02,0.51,-1.6,-0.41,98,75,20,22
NIFTY,170,80,-70.28,0.05,-59.96,-3.18,-7.18,-59.07,2.39,5,5,-59.7,3.3,0.49,-1.58,-0.41,98,75,21,21
NIFTY,170,90,-70.64,-0.95,-60.06,-3.58,-6.05,-60.77,2.02,5,5,-61.4,2.77,0.46,-1.59,-0.41,100,73,21,21
NIFTY,180,100,-71.78,-2.1,-61.44,-3.06,-5.17,-60.77,1.7,5,7,-61.4,3.12,0.44,-1.59,-0.41,100,73,21,21
NIFTY,180,110,-68.55,-1.88,-60.6,-3.3,-2.77,-60.77,1.38,5,8,-61.4,4.78,0.44,-1.52,-0.4,99,74,19,23
NIFTY,180,120,-68.48,-2.83,-61.47,-3.93,-0.24,-61.45,1.17,5,8,-62.08,4.45,0.44,-1.51,-0.4,99,74,22,20
NIFTY,180,130,-70.86,-3.86,-62.8,-4.36,0.15,-63.04,1.17,5,8,-63.68,4.07,0.44,-1.52,-0.41,98,75,22,20
NIFTY,180,140,-68.44,-0.33,-63.21,-5.16,0.25,-63.84,1.17,5,8,-64.47,3.66,0.44,-1.49,-0.4,98,75,24,18
NIFTY,180,150,-69.85,-1.22,-63.48,-5.4,0.25,-63.84,1.17,5,8,-64.47,3.16,0.44,-1.48,-0.4,97,76,24,18
NIFTY,180,160,-69.68,-0.4,-63.76,-5.78,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.45,-0.4,96,77,25,17
NIFTY,180,170,-70.86,-0.69,-64.27,-6.15,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.49,-0.41,97,76,24,18
NIFTY,180,180,-72.49,-1.28,-64.75,-6.7,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.49,-0.42,96,77,24,18
NIFTY,180,190,-72.1,-1.0,-64.99,-6.36,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.48,-0.42,96,77,24,18
NIFTY,180,200,-72.92,-1.13,-65.39,-6.64,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.49,-0.42,96,77,23,19
NIFTY,180,50,-69.8,-0.9,-54.25,-4.5,-10.15,-53.35,3.25,7,5,-53.98,4.8,0.6,-1.52,-0.4,91,82,17,25
NIFTY,180,60,-75.49,-4.77,-54.46,-5.54,-10.72,-54.49,2.95,6,5,-55.12,4.46,0.56,-1.54,-0.44,91,82,18,24
NIFTY,180,70,-70.21,-1.72,-56.23,-4.48,-7.78,-56.93,2.64,5,5,-57.57,4.02,0.51,-1.6,-0.41,98,75,20,22
NIFTY,180,80,-70.19,0.28,-60.05,-3.24,-7.18,-59.07,2.39,5,5,-59.7,3.3,0.49,-1.58,-0.41,98,75,21,21
NIFTY,180,90,-70.55,-0.72,-60.15,-3.63,-6.05,-60.77,2.02,5,5,-61.4,2.77,0.46,-1.59,-0.41,100,73,21,21
NIFTY,190,100,-72.17,-2.11,-61.59,-3.31,-5.17,-60.77,1.7,5,7,-61.4,3.12,0.44,-1.6,-0.42,100,73,20,22
NIFTY,190,110,-68.95,-1.89,-60.74,-3.55,-2.77,-60.77,1.38,5,8,-61.4,4.78,0.44,-1.53,-0.4,99,74,18,24
NIFTY,190,120,-68.88,-2.84,-61.62,-4.18,-0.24,-61.45,1.17,5,8,-62.08,4.45,0.44,-1.52,-0.4,99,74,21,21
NIFTY,190,130,-71.26,-3.87,-62.94,-4.61,0.15,-63.04,1.17,5,8,-63.68,4.07,0.44,-1.53,-0.41,98,75,21,21
NIFTY,190,140,-68.84,-0.34,-63.35,-5.4,0.25,-63.84,1.17,5,8,-64.47,3.66,0.44,-1.49,-0.4,98,75,23,19
NIFTY,190,150,-70.24,-1.22,-63.63,-5.64,0.25,-63.84,1.17,5,8,-64.47,3.16,0.44,-1.48,-0.41,97,76,23,19
NIFTY,190,160,-70.08,-0.4,-63.91,-6.02,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.46,-0.41,96,77,24,18
NIFTY,190,170,-71.26,-0.7,-64.41,-6.4,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.49,-0.41,97,76,23,19
NIFTY,190,180,-72.88,-1.29,-64.89,-6.95,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.49,-0.42,96,77,23,19
NIFTY,190,190,-72.5,-1.01,-65.14,-6.61,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.49,-0.42,96,77,23,19
NIFTY,190,200,-73.32,-1.14,-65.54,-6.89,0.25,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.5,-0.42,96,77,22,20
NIFTY,190,50,-70.2,-0.91,-54.4,-4.75,-10.15,-53.35,3.25,7,5,-53.98,4.8,0.6,-1.52,-0.41,91,82,17,25
NIFTY,190,60,-75.89,-4.78,-54.6,-5.79,-10.72,-54.49,2.95,6,5,-55.12,4.46,0.56,-1.55,-0.44,91,82,18,24
NIFTY,190,70,-70.61,-1.73,-56.38,-4.72,-7.78,-56.93,2.64,5,5,-57.57,4.02,0.51,-1.61,-0.41,98,75,19,23
NIFTY,190,80,-70.59,0.27,-60.2,-3.48,-7.18,-59.07,2.39,5,5,-59.7,3.3,0.49,-1.58,-0.41,98,75,20,22
NIFTY,190,90,-70.95,-0.73,-60.3,-3.88,-6.05,-60.77,2.02,5,5,-61.4,2.77,0.46,-1.6,-0.41,100,73,20,22
NIFTY,200,100,-54.58,15.45,-61.61,-3.24,-5.17,-60.77,16.68,5,7,-61.4,17.09,0.6,-1.61,-0.32,101,72,21,21
NIFTY,200,110,-51.35,15.66,-60.76,-3.48,-2.77,-60.77,16.68,5,8,-61.4,16.97,0.61,-1.53,-0.3,100,73,19,23
NIFTY,200,120,-51.29,14.71,-61.64,-4.12,-0.24,-61.45,16.68,5,8,-62.08,16.68,0.6,-1.52,-0.3,100,73,22,20
NIFTY,200,130,-53.67,13.69,-62.97,-4.54,0.15,-63.04,16.68,5,8,-63.68,16.89,0.61,-1.54,-0.31,99,74,22,20
NIFTY,200,140,-51.24,17.22,-63.37,-5.34,0.25,-63.84,16.68,5,8,-64.47,17.08,0.6,-1.5,-0.3,99,74,24,18
NIFTY,200,150,-52.65,16.33,-63.65,-5.58,0.25,-63.84,16.68,5,8,-64.47,17.13,0.6,-1.49,-0.3,98,75,24,18
NIFTY,200,160,-52.49,17.15,-63.93,-5.96,0.25,-63.84,16.68,5,7,-64.47,17.13,0.61,-1.47,-0.3,97,76,25,17
NIFTY,200,170,-53.67,16.86,-64.44,-6.34,0.25,-63.84,16.68,5,7,-64.47,17.13,0.6,-1.5,-0.31,98,75,24,18
NIFTY,200,180,-55.29,16.26,-64.92,-6.88,0.25,-63.84,16.68,5,7,-64.47,17.13,0.61,-1.5,-0.32,97,76,24,18
NIFTY,200,190,-54.91,16.55,-65.16,-6.54,0.25,-63.84,16.68,5,7,-64.47,17.13,0.61,-1.5,-0.32,97,76,24,18
NIFTY,200,200,-55.73,16.42,-65.56,-6.83,0.25,-63.84,16.68,5,7,-64.47,17.13,0.61,-1.51,-0.32,97,76,23,19
NIFTY,200,50,-52.61,16.65,-54.42,-4.68,-10.15,-53.35,16.68,7,5,-53.98,18.84,0.77,-1.53,-0.3,92,81,17,25
NIFTY,200,60,-58.29,12.78,-54.63,-5.72,-10.72,-54.49,16.68,6,5,-55.12,18.11,0.73,-1.55,-0.34,92,81,18,24
NIFTY,200,70,-53.01,15.83,-56.4,-4.66,-7.78,-56.93,16.68,5,5,-57.57,17.82,0.67,-1.62,-0.31,99,74,20,22
NIFTY,200,80,-53.0,17.83,-60.22,-3.42,-7.18,-59.07,16.68,5,5,-59.7,17.56,0.66,-1.59,-0.31,99,74,21,21
