Underlying,Call HSL,Put HSL,Total Return,2021 Return,2022 Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
NIFTY,200,90,-53.35,16.83,-60.32,-3.81,-6.05,-60.77,16.68,5,5,-61.4,17.1,0.62,-1.61,-0.31,101,72,21,21
NIFTY,50,100,-42.04,5.0,-49.61,4.57,-2.0,-60.77,1.7,4,9,-60.95,4.32,0.48,-1.8,-0.24,118,55,29,13
NIFTY,50,110,-38.81,5.22,-48.76,4.33,0.4,-60.77,1.4,4,9,-60.95,4.32,0.49,-1.71,-0.22,117,56,29,13
NIFTY,50,120,-38.75,4.27,-49.64,3.7,2.93,-61.45,1.4,4,9,-61.63,4.32,0.48,-1.73,-0.22,118,55,28,14
NIFTY,50,130,-41.13,3.24,-50.97,3.27,3.33,-63.04,1.4,4,9,-63.23,4.61,0.48,-1.74,-0.24,117,56,29,13
NIFTY,50,140,-38.7,6.78,-51.37,2.48,3.42,-63.84,1.4,4,9,-64.02,4.69,0.48,-1.7,-0.22,117,56,29,13
NIFTY,50,150,-40.11,5.89,-51.65,2.24,3.42,-63.84,1.4,4,9,-64.02,4.69,0.48,-1.68,-0.23,116,57,30,12
NIFTY,50,160,-39.95,6.71,-51.93,1.85,3.42,-63.84,1.4,4,9,-64.02,4.69,0.48,-1.64,-0.23,115,58,30,12
NIFTY,50,170,-41.13,6.41,-52.44,1.48,3.42,-63.84,1.4,4,9,-64.02,4.69,0.48,-1.69,-0.24,116,57,30,12
NIFTY,50,180,-42.75,5.82,-52.92,0.93,3.42,-63.84,1.4,4,9,-64.02,4.69,0.48,-1.69,-0.25,115,58,29,13
NIFTY,50,190,-42.37,6.1,-53.16,1.27,3.42,-63.84,1.4,4,9,-64.02,4.69,0.48,-1.68,-0.24,115,58,29,13
NIFTY,50,200,-43.19,5.97,-53.56,0.99,3.42,-63.84,1.4,4,9,-64.02,4.69,0.48,-1.7,-0.25,115,58,29,13
NIFTY,50,50,-40.07,6.2,-42.42,3.13,-6.98,-53.35,3.25,5,8,-53.53,6.01,0.61,-1.66,-0.23,109,64,22,20
NIFTY,50,60,-45.75,2.33,-42.63,2.09,-7.55,-54.49,2.95,5,8,-54.67,5.1,0.58,-1.67,-0.26,108,65,25,17
NIFTY,50,70,-40.47,5.38,-44.4,3.15,-4.61,-56.93,2.64,4,8,-57.12,4.81,0.53,-1.8,-0.23,116,57,26,16
NIFTY,50,80,-40.46,7.38,-48.22,4.39,-4.01,-59.07,2.39,4,8,-59.25,4.59,0.52,-1.77,-0.23,116,57,29,13
NIFTY,50,90,-40.81,6.38,-48.32,4.0,-2.87,-60.77,2.02,4,8,-60.95,4.38,0.49,-1.8,-0.24,118,55,28,14
NIFTY,60,100,-47.09,3.48,-52.82,5.01,-2.75,-60.77,1.7,5,8,-61.22,3.85,0.45,-1.57,-0.27,111,62,27,15
NIFTY,60,110,-43.86,3.7,-51.97,4.77,-0.36,-60.77,1.38,5,8,-61.22,3.85,0.46,-1.49,-0.25,110,63,26,16
NIFTY,60,120,-43.79,2.75,-52.85,4.14,2.17,-61.45,1.21,5,8,-61.9,3.85,0.45,-1.51,-0.25,111,62,26,16
NIFTY,60,130,-46.17,1.72,-54.17,3.71,2.57,-63.04,1.21,5,8,-63.5,3.98,0.45,-1.52,-0.27,110,63,29,13
NIFTY,60,140,-43.75,5.25,-54.58,2.91,2.66,-63.84,1.21,5,8,-64.29,4.07,0.45,-1.48,-0.25,110,63,28,14
NIFTY,60,150,-45.16,4.36,-54.86,2.67,2.66,-63.84,1.21,5,8,-64.29,4.07,0.45,-1.47,-0.26,109,64,29,13
NIFTY,60,160,-44.99,5.19,-55.14,2.29,2.66,-63.84,1.21,5,8,-64.29,4.07,0.45,-1.44,-0.26,108,65,29,13
NIFTY,60,170,-46.17,4.89,-55.65,1.92,2.66,-63.84,1.21,5,8,-64.29,4.07,0.45,-1.48,-0.27,109,64,29,13
NIFTY,60,180,-47.8,4.3,-56.12,1.37,2.66,-63.84,1.21,5,8,-64.29,4.07,0.45,-1.48,-0.28,108,65,29,13
NIFTY,60,190,-47.41,4.58,-56.37,1.71,2.66,-63.84,1.21,5,8,-64.29,4.07,0.45,-1.48,-0.27,108,65,29,13
NIFTY,60,200,-48.23,4.45,-56.77,1.43,2.66,-63.84,1.21,5,8,-64.29,4.07,0.45,-1.49,-0.28,108,65,26,16
NIFTY,60,50,-45.11,4.68,-45.63,3.57,-7.73,-53.35,3.25,7,6,-53.8,4.11,0.58,-1.47,-0.26,102,71,22,20
NIFTY,60,60,-50.8,0.81,-45.83,2.53,-8.3,-54.49,2.95,6,8,-54.94,4.01,0.55,-1.5,-0.29,102,71,24,18
NIFTY,60,70,-45.52,3.86,-47.61,3.59,-5.36,-56.93,2.64,5,8,-57.39,4.01,0.51,-1.57,-0.26,109,64,25,17
NIFTY,60,80,-45.5,5.86,-51.43,4.83,-4.77,-59.07,2.39,5,8,-59.52,4.01,0.49,-1.55,-0.26,109,64,26,16
NIFTY,60,90,-45.86,4.86,-51.53,4.44,-3.63,-60.77,2.02,5,8,-61.22,3.88,0.46,-1.57,-0.27,111,62,28,14
NIFTY,70,100,-50.25,3.12,-55.12,5.34,-3.6,-60.77,1.7,5,9,-61.4,3.12,0.45,-1.4,-0.29,104,69,26,16
NIFTY,70,110,-47.02,3.34,-54.27,5.11,-1.2,-60.77,1.38,5,8,-61.4,4.78,0.45,-1.34,-0.27,103,70,26,16
NIFTY,70,120,-46.96,2.39,-55.15,4.47,1.32,-61.45,1.17,5,8,-62.08,4.45,0.44,-1.35,-0.27,104,69,26,16
NIFTY,70,130,-49.34,1.36,-56.47,4.05,1.72,-63.04,1.17,5,8,-63.68,4.07,0.45,-1.36,-0.29,103,70,27,15
NIFTY,70,140,-46.91,4.9,-56.88,3.25,1.82,-63.84,1.17,5,8,-64.47,3.66,0.44,-1.32,-0.27,103,70,28,14
NIFTY,70,150,-48.32,4.01,-57.16,3.01,1.82,-63.84,1.17,5,8,-64.47,3.16,0.44,-1.32,-0.28,102,71,28,14
NIFTY,70,160,-48.16,4.83,-57.43,2.63,1.82,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.29,-0.28,101,72,28,14
NIFTY,70,170,-49.34,4.53,-57.94,2.25,1.82,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.33,-0.29,102,71,28,14
NIFTY,70,180,-50.96,3.94,-58.42,1.7,1.82,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.33,-0.29,101,72,27,15
NIFTY,70,190,-50.58,4.23,-58.67,2.05,1.82,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.32,-0.29,101,72,28,14
NIFTY,70,200,-51.4,4.09,-59.07,1.76,1.82,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.34,-0.3,101,72,27,15
NIFTY,70,50,-48.28,4.33,-47.93,3.9,-8.58,-53.35,3.25,7,5,-53.98,4.7,0.59,-1.36,-0.28,96,77,24,18
NIFTY,70,60,-53.96,0.45,-48.13,2.86,-9.15,-54.49,2.95,6,6,-55.12,4.11,0.55,-1.39,-0.31,96,77,24,18
NIFTY,70,70,-48.68,3.5,-49.91,3.93,-6.21,-56.93,2.64,5,6,-57.57,3.3,0.5,-1.44,-0.28,103,70,26,16
NIFTY,70,80,-48.67,5.5,-53.73,5.17,-5.61,-59.07,2.39,5,6,-59.7,2.96,0.49,-1.41,-0.28,103,70,26,16
NIFTY,70,90,-49.03,4.5,-53.82,4.77,-4.48,-60.77,2.02,5,9,-61.4,2.93,0.46,-1.4,-0.28,104,69,26,16
NIFTY,80,100,-54.8,1.62,-56.79,4.75,-4.38,-60.77,1.7,5,9,-61.4,3.12,0.44,-1.46,-0.32,104,69,27,15
NIFTY,80,110,-51.57,1.84,-55.94,4.51,-1.98,-60.77,1.38,5,8,-61.4,4.78,0.45,-1.39,-0.3,103,70,27,15
NIFTY,80,120,-51.5,0.89,-56.82,3.87,0.55,-61.45,1.17,5,8,-62.08,4.45,0.44,-1.38,-0.3,103,70,28,14
NIFTY,80,130,-53.89,-0.14,-58.14,3.45,0.94,-63.04,1.17,5,8,-63.68,4.07,0.44,-1.4,-0.31,102,71,26,16
NIFTY,80,140,-51.46,3.4,-58.55,2.65,1.04,-63.84,1.17,5,8,-64.47,3.66,0.44,-1.36,-0.3,102,71,29,13
NIFTY,80,150,-52.87,2.51,-58.83,2.41,1.04,-63.84,1.17,5,8,-64.47,3.16,0.44,-1.35,-0.31,101,72,28,14
NIFTY,80,160,-52.71,3.33,-59.1,2.03,1.04,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.33,-0.3,100,73,29,13
NIFTY,80,170,-53.88,3.03,-59.61,1.65,1.04,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.36,-0.31,101,72,28,14
NIFTY,80,180,-55.51,2.44,-60.09,1.11,1.04,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.36,-0.32,100,73,28,14
NIFTY,80,190,-55.12,2.72,-60.34,1.45,1.04,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.36,-0.32,100,73,28,14
NIFTY,80,200,-55.94,2.59,-60.74,1.16,1.04,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.37,-0.32,100,73,28,14
NIFTY,80,50,-52.82,2.82,-49.6,3.31,-9.36,-53.35,3.25,7,5,-53.98,4.8,0.59,-1.4,-0.31,95,78,24,18
NIFTY,80,60,-58.51,-1.05,-49.8,2.27,-9.93,-54.49,2.95,6,6,-55.12,4.46,0.56,-1.43,-0.34,95,78,24,18
NIFTY,80,70,-53.23,2.0,-51.58,3.33,-6.99,-56.93,2.64,5,6,-57.57,4.02,0.51,-1.48,-0.31,102,71,26,16
NIFTY,80,80,-53.21,4.0,-55.4,4.57,-6.39,-59.07,2.39,5,6,-59.7,3.3,0.49,-1.46,-0.31,102,71,27,15
NIFTY,80,90,-53.57,3.0,-55.49,4.18,-5.26,-60.77,2.02,5,9,-61.4,2.83,0.46,-1.46,-0.31,104,69,27,15
NIFTY,90,100,-58.36,0.9,-57.61,3.01,-4.67,-60.77,1.7,5,9,-61.4,3.12,0.44,-1.49,-0.34,103,70,27,15
NIFTY,90,110,-55.13,1.12,-56.76,2.78,-2.27,-60.77,1.38,5,8,-61.4,4.78,0.44,-1.42,-0.32,102,71,26,16
NIFTY,90,120,-55.07,0.17,-57.64,2.14,0.26,-61.45,1.17,5,8,-62.08,4.45,0.44,-1.41,-0.32,102,71,26,16
NIFTY,90,130,-57.45,-0.86,-58.96,1.71,0.66,-63.04,1.17,5,8,-63.68,4.07,0.44,-1.42,-0.33,101,72,26,16
NIFTY,90,140,-55.02,2.68,-59.37,0.92,0.75,-63.84,1.17,5,8,-64.47,3.66,0.44,-1.38,-0.32,101,72,28,14
NIFTY,90,150,-56.43,1.79,-59.65,0.68,0.75,-63.84,1.17,5,8,-64.47,3.16,0.44,-1.37,-0.33,100,73,28,14
NIFTY,90,160,-56.27,2.61,-59.93,0.3,0.75,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.35,-0.33,99,74,29,13
NIFTY,90,170,-57.45,2.31,-60.43,-0.08,0.75,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.39,-0.33,100,73,29,13
NIFTY,90,180,-59.07,1.72,-60.91,-0.63,0.75,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.39,-0.34,99,74,29,13
NIFTY,90,190,-58.69,2.0,-61.16,-0.29,0.75,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.38,-0.34,99,74,29,13
NIFTY,90,200,-59.51,1.87,-61.56,-0.57,0.75,-63.84,1.17,5,7,-64.47,2.89,0.44,-1.39,-0.34,99,74,28,14
NIFTY,90,50,-56.39,2.1,-50.42,1.57,-9.65,-53.35,3.25,7,5,-53.98,4.8,0.6,-1.42,-0.33,94,79,20,22
NIFTY,90,60,-62.07,-1.77,-50.62,0.53,-10.21,-54.49,2.95,6,6,-55.12,4.46,0.56,-1.45,-0.36,94,79,22,20
NIFTY,90,70,-56.79,1.28,-52.4,1.6,-7.28,-56.93,2.64,5,6,-57.57,4.02,0.51,-1.5,-0.33,101,72,26,16
NIFTY,90,80,-56.78,3.28,-56.22,2.84,-6.68,-59.07,2.39,5,6,-59.7,3.3,0.49,-1.48,-0.33,101,72,27,15
NIFTY,90,90,-57.14,2.28,-56.32,2.44,-5.54,-60.77,2.02,5,9,-61.4,2.77,0.46,-1.49,-0.33,103,70,27,15
