Underlying,Call HSL,Put HSL,Total Return,2021 Return,2022 Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
NIFTY,80,110,10.09,15.77,3.34,-18.15,9.14,-5.42,2.26,10,7,-8.58,6.77,0.93,-0.91,0.06,94,85,23,19
NIFTY,80,120,12.82,18.91,1.66,-15.31,7.56,-5.78,2.26,9,6,-9.78,6.76,0.9,-1.0,0.07,101,78,25,17
NIFTY,80,130,15.18,20.01,2.14,-13.05,6.09,-5.78,2.32,7,8,-8.92,7.47,0.91,-1.03,0.08,103,76,27,15
NIFTY,80,140,16.79,19.23,1.82,-12.71,8.45,-6.2,2.32,6,8,-8.3,7.46,0.92,-1.08,0.09,105,74,26,16
NIFTY,80,150,21.87,18.79,6.46,-12.71,9.33,-6.3,2.32,6,8,-9.26,7.88,0.92,-1.03,0.12,106,73,27,15
NIFTY,80,160,21.79,19.14,5.98,-12.77,9.44,-6.32,2.32,6,8,-9.72,7.88,0.92,-1.09,0.12,108,71,26,16
NIFTY,80,170,27.19,18.38,10.07,-11.08,9.83,-6.64,2.32,5,7,-8.03,7.88,0.92,-1.05,0.15,109,70,26,16
NIFTY,80,180,26.07,17.59,10.35,-11.38,9.51,-6.99,2.32,5,7,-8.37,7.88,0.93,-1.1,0.15,110,69,25,17
NIFTY,80,190,25.69,16.61,10.89,-10.59,8.79,-7.17,2.32,5,7,-8.56,7.88,0.94,-1.12,0.14,110,69,23,19
NIFTY,80,200,26.99,17.44,10.74,-9.75,8.56,-7.17,2.32,5,7,-8.56,7.88,0.94,-1.11,0.15,110,69,22,20
NIFTY,80,50,10.85,12.4,4.56,-9.02,2.91,-6.12,2.83,4,8,-6.12,7.14,0.92,-1.06,0.06,101,78,23,19
NIFTY,80,60,16.78,13.52,6.09,-8.88,6.06,-6.18,2.83,4,8,-6.18,6.73,0.87,-1.08,0.09,108,71,27,15
NIFTY,80,70,16.96,14.12,5.79,-12.66,9.71,-4.86,2.83,4,7,-6.46,7.34,0.89,-1.03,0.09,105,74,26,16
NIFTY,80,80,11.27,11.11,6.21,-16.88,10.84,-4.86,2.83,4,8,-6.25,6.83,0.86,-1.05,0.06,104,75,26,16
NIFTY,80,90,10.76,13.55,3.93,-18.32,11.6,-5.16,2.28,4,8,-6.54,6.8,0.88,-1.01,0.06,101,78,25,17
NIFTY,90,100,5.88,13.45,1.39,-18.6,9.64,-5.53,2.26,7,9,-10.74,12.55,0.91,-1.0,0.03,97,82,23,19
NIFTY,90,110,5.96,15.49,0.95,-19.04,8.56,-5.62,2.26,10,9,-9.12,12.84,0.95,-0.95,0.03,93,86,25,17
NIFTY,90,120,8.69,18.62,-0.72,-16.19,6.98,-5.98,2.26,9,9,-10.23,12.5,0.91,-1.04,0.05,100,79,25,17
NIFTY,90,130,11.05,19.73,-0.25,-13.94,5.51,-5.98,2.32,7,8,-9.33,11.97,0.92,-1.07,0.06,102,77,25,17
NIFTY,90,140,12.66,18.95,-0.56,-13.59,7.87,-6.4,2.32,6,8,-8.44,11.77,0.93,-1.12,0.07,104,75,25,17
NIFTY,90,150,17.73,18.51,4.07,-13.59,8.75,-6.5,2.32,6,9,-9.4,11.59,0.93,-1.07,0.1,105,74,27,15
NIFTY,90,160,17.66,18.86,3.59,-13.65,8.86,-6.52,2.32,6,9,-9.86,12.09,0.93,-1.14,0.1,107,72,26,16
NIFTY,90,170,23.06,18.1,7.68,-11.96,9.25,-6.84,2.32,5,9,-8.42,12.76,0.93,-1.1,0.13,108,71,23,19
NIFTY,90,180,21.94,17.31,7.96,-12.26,8.93,-7.19,2.32,5,9,-8.76,12.78,0.94,-1.15,0.12,109,70,23,19
NIFTY,90,190,21.56,16.33,8.5,-11.48,8.21,-7.37,2.32,5,9,-8.95,12.78,0.95,-1.17,0.12,109,70,22,20
NIFTY,90,200,22.86,17.16,8.35,-10.64,7.98,-7.37,2.32,5,9,-8.95,12.78,0.95,-1.15,0.13,109,70,22,20
NIFTY,90,50,6.71,12.12,2.17,-9.91,2.33,-6.52,2.83,6,6,-6.52,6.93,0.94,-1.1,0.04,100,79,23,19
NIFTY,90,60,12.65,13.24,3.7,-9.77,5.48,-6.59,2.83,6,8,-6.59,11.83,0.88,-1.13,0.07,107,72,25,17
NIFTY,90,70,12.83,13.84,3.41,-13.54,9.13,-5.06,2.83,4,8,-6.86,13.08,0.9,-1.08,0.07,104,75,24,18
NIFTY,90,80,7.14,10.83,3.82,-17.76,10.26,-5.06,2.83,4,8,-6.64,13.21,0.87,-1.09,0.04,103,76,25,17
NIFTY,90,90,6.63,13.27,1.54,-19.2,11.02,-5.36,2.28,4,8,-6.94,12.54,0.89,-1.05,0.04,100,79,24,18
